,state,state_p,act,r_disp,s,s_p
3033,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",140.0,-0.07,27807,27918
3034,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",150.0,-0.075,27807,27918
3035,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",160.0,-0.08,27807,27918
3036,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",170.0,-0.085,27807,27918
3037,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",180.0,-0.09,27807,27918
3038,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",190.0,-0.095,27807,27918
3039,"(3.5e-05, 2.156)","(3.5e-05, 0.044)",200.0,-0.1,27807,27918
3080,"(9.2e-05, 0.044)","(9.2e-05, 1.76)",10.0,1.061116,2759,2642
3081,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",20.0,1.111739,13045,12928
3082,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",30.0,1.136786,13045,12928
3083,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",40.0,1.152727,13045,12928
3084,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",50.0,1.158486,13045,12928
3085,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",60.0,1.164444,13045,12928
3086,"(9.4e-05, 0.044)","(9.4e-05, 1.76)",70.0,1.159444,23748,23631
3087,"(9.4e-05, 0.044)","(9.4e-05, 1.76)",80.0,1.154444,23748,23631
3088,"(9.5e-05, 0.044)","(9.5e-05, 1.76)",90.0,1.149444,5956,5839
3089,"(9.5e-05, 0.044)","(9.5e-05, 1.76)",100.0,1.144444,5956,5839
3090,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",110.0,1.150607,16103,15986
3091,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",120.0,1.145607,16103,15986
3092,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",130.0,1.151981,27084,26967
3093,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",140.0,1.146981,27084,26967
3094,"(9.8e-05, 0.044)","(9.8e-05, 1.76)",150.0,1.153571,9014,8897
3095,"(9.8e-05, 0.044)","(9.8e-05, 1.76)",160.0,1.148571,9014,8897
3096,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",170.0,1.109444,27084,26967
3097,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",180.0,1.072162,27084,26967
3098,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",190.0,1.036579,16103,15986
3099,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",200.0,1.002564,16103,15986
3100,"(9.2e-05, 0.044)","(9.2e-05, 1.76)",10.0,1.06938,2759,2642
3101,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",20.0,1.120435,13045,12928
3102,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",30.0,1.145714,13045,12928
3103,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",40.0,1.161818,13045,12928
3104,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",50.0,1.167661,13045,12928
3105,"(9.3e-05, 0.044)","(9.3e-05, 1.76)",60.0,1.173704,13045,12928
3106,"(9.4e-05, 0.044)","(9.4e-05, 1.76)",70.0,1.168704,23748,23631
3107,"(9.4e-05, 0.044)","(9.4e-05, 1.76)",80.0,1.163704,23748,23631
3108,"(9.5e-05, 0.044)","(9.5e-05, 1.76)",90.0,1.158704,5956,5839
3109,"(9.5e-05, 0.044)","(9.5e-05, 1.76)",100.0,1.153704,5956,5839
3110,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",110.0,1.159953,16103,15986
3111,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",120.0,1.154953,16103,15986
3112,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",130.0,1.161415,27084,26967
3113,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",140.0,1.156415,27084,26967
3114,"(9.8e-05, 0.044)","(9.8e-05, 1.76)",150.0,1.163095,9014,8897
3115,"(9.8e-05, 0.044)","(9.8e-05, 1.76)",160.0,1.158095,9014,8897
3116,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",170.0,1.118704,27084,26967
3117,"(9.7e-05, 0.044)","(9.7e-05, 1.76)",180.0,1.081171,27084,26967
3118,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",190.0,1.045351,16103,15986
3119,"(9.6e-05, 0.044)","(9.6e-05, 1.76)",200.0,1.011111,16103,15986
3140,"(6.1e-05, 1.76)","(6.1e-05, 2.2)",10.0,1.103974,16820,16916
3141,"(6.4e-05, 1.76)","(6.4e-05, 2.2)",20.0,1.191389,20017,20113
3142,"(6.5e-05, 1.76)","(6.5e-05, 2.2)",30.0,1.295606,2503,2599
3143,"(6.7e-05, 1.76)","(6.7e-05, 2.2)",40.0,1.386504,23492,23588
3144,"(6.8e-05, 1.76)","(6.8e-05, 2.2)",50.0,1.453632,5700,5796
3145,"(7e-05, 1.76)","(7e-05, 2.2)",60.0,1.487544,26828,26924
3146,"(7.1e-05, 1.76)","(7.1e-05, 2.2)",70.0,1.523559,8758,8854
3147,"(7.3e-05, 1.76)","(7.3e-05, 2.2)",80.0,1.532727,1391,1487
3148,"(7.4e-05, 1.76)","(7.4e-05, 2.2)",90.0,1.542156,11816,11912
3149,"(7.6e-05, 1.76)","(7.6e-05, 2.2)",100.0,1.537156,4588,4684
3150,"(7.7e-05, 1.76)","(7.7e-05, 2.2)",110.0,1.532156,14874,14970
3151,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",120.0,1.498559,25855,25951
3152,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",130.0,1.452544,25855,25951
3153,"(7.9e-05, 1.76)","(7.9e-05, 2.2)",140.0,1.396102,7785,7881
3154,"(8e-05, 1.76)","(8e-05, 2.2)",150.0,1.343033,17932,18028
3155,"(8.1e-05, 1.76)","(8.1e-05, 2.2)",160.0,1.304,418,514
3156,"(8.2e-05, 1.76)","(8.2e-05, 2.2)",170.0,1.256085,10843,10939
3157,"(8.3e-05, 1.76)","(8.3e-05, 2.2)",180.0,1.220606,21268,21364
3158,"(8.4e-05, 1.76)","(8.4e-05, 2.2)",190.0,1.177059,3615,3711
3159,"(8.6e-05, 1.76)","(8.6e-05, 2.2)",200.0,1.144604,24743,24839
3160,"(6.1e-05, 1.76)","(6.1e-05, 2.2)",10.0,1.097564,16820,16916
3161,"(6.4e-05, 1.76)","(6.4e-05, 2.2)",20.0,1.184444,20017,20113
3162,"(6.5e-05, 1.76)","(6.5e-05, 2.2)",30.0,1.28803,2503,2599
3163,"(6.7e-05, 1.76)","(6.7e-05, 2.2)",40.0,1.378374,23492,23588
3164,"(6.8e-05, 1.76)","(6.8e-05, 2.2)",50.0,1.445085,5700,5796
3165,"(7e-05, 1.76)","(7e-05, 2.2)",60.0,1.478772,26828,26924
3166,"(7.1e-05, 1.76)","(7.1e-05, 2.2)",70.0,1.51455,8758,8854
3167,"(7.3e-05, 1.76)","(7.3e-05, 2.2)",80.0,1.523636,1391,1487
3168,"(7.4e-05, 1.76)","(7.4e-05, 2.2)",90.0,1.532982,11816,11912
3169,"(7.6e-05, 1.76)","(7.6e-05, 2.2)",100.0,1.527982,4588,4684
3170,"(7.7e-05, 1.76)","(7.7e-05, 2.2)",110.0,1.522982,14874,14970
3171,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",120.0,1.48955,25855,25951
3172,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",130.0,1.443772,25855,25951
3173,"(7.9e-05, 1.76)","(7.9e-05, 2.2)",140.0,1.387627,7785,7881
3174,"(8e-05, 1.76)","(8e-05, 2.2)",150.0,1.334836,17932,18028
3175,"(8.1e-05, 1.76)","(8.1e-05, 2.2)",160.0,1.296,418,514
3176,"(8.2e-05, 1.76)","(8.2e-05, 2.2)",170.0,1.248333,10843,10939
3177,"(8.3e-05, 1.76)","(8.3e-05, 2.2)",180.0,1.21303,21268,21364
3178,"(8.4e-05, 1.76)","(8.4e-05, 2.2)",190.0,1.169706,3615,3711
3179,"(8.6e-05, 1.76)","(8.6e-05, 2.2)",200.0,1.13741,24743,24839
3180,"(6.1e-05, 1.76)","(6.1e-05, 2.2)",10.0,1.099575,16820,16916
3181,"(6.4e-05, 1.76)","(6.4e-05, 2.2)",20.0,1.180141,20017,20113
3182,"(6.5e-05, 1.76)","(6.5e-05, 2.2)",30.0,1.285,2503,2599
3183,"(6.7e-05, 1.76)","(6.7e-05, 2.2)",40.0,1.365246,23492,23588
3184,"(6.8e-05, 1.76)","(6.8e-05, 2.2)",50.0,1.431897,5700,5796
3185,"(7e-05, 1.76)","(7e-05, 2.2)",60.0,1.465575,26828,26924
3186,"(7.1e-05, 1.76)","(7.1e-05, 2.2)",70.0,1.487523,8758,8854
3187,"(7.3e-05, 1.76)","(7.3e-05, 2.2)",80.0,1.510459,1391,1487
3188,"(7.4e-05, 1.76)","(7.4e-05, 2.2)",90.0,1.505459,11816,11912
3189,"(7.6e-05, 1.76)","(7.6e-05, 2.2)",100.0,1.500459,4588,4684
3190,"(7.7e-05, 1.76)","(7.7e-05, 2.2)",110.0,1.495459,14874,14970
3191,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",120.0,1.462523,25855,25951
3192,"(7.8e-05, 1.76)","(7.8e-05, 2.2)",130.0,1.417456,25855,25951
3193,"(7.9e-05, 1.76)","(7.9e-05, 2.2)",140.0,1.362203,7785,7881
3194,"(8e-05, 1.76)","(8e-05, 2.2)",150.0,1.310246,17932,18028
3195,"(8.1e-05, 1.76)","(8.1e-05, 2.2)",160.0,1.272,418,514
3196,"(8.2e-05, 1.76)","(8.2e-05, 2.2)",170.0,1.225078,10843,10939
3197,"(8.3e-05, 1.76)","(8.3e-05, 2.2)",180.0,1.190303,21268,21364
3198,"(8.4e-05, 1.76)","(8.4e-05, 2.2)",190.0,1.147647,3615,3711
3199,"(8.6e-05, 1.76)","(8.6e-05, 2.2)",200.0,1.115827,24743,24839
3200,"(6.9e-05, 2.2)","(6.9e-05, 1.804)",10.0,1.107782,15943,15958
3201,"(7.1e-05, 2.2)","(7.1e-05, 1.804)",20.0,1.193252,8854,8869
3202,"(7.3e-05, 2.2)","(7.3e-05, 1.804)",30.0,1.249957,1487,1502
3203,"(7.5e-05, 2.2)","(7.5e-05, 1.804)",40.0,1.278246,22476,22491
3204,"(7.6e-05, 2.2)","(7.6e-05, 1.804)",50.0,1.296429,4684,4699
3205,"(7.7e-05, 2.2)","(7.7e-05, 1.804)",60.0,1.303333,14970,14985
3206,"(7.8e-05, 2.2)","(7.8e-05, 1.804)",70.0,1.310455,25951,25966
3207,"(7.9e-05, 2.2)","(7.9e-05, 1.804)",80.0,1.317798,7881,7896
3208,"(8e-05, 2.2)","(8e-05, 1.804)",90.0,1.32537,18028,18043
3209,"(8.1e-05, 2.2)","(8.1e-05, 1.804)",100.0,1.32037,514,529
3210,"(8.2e-05, 2.2)","(8.2e-05, 1.804)",110.0,1.31537,10939,10954
3211,"(8.3e-05, 2.2)","(8.3e-05, 1.804)",120.0,1.323178,21364,21379
3212,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",130.0,1.268333,3711,3726
3213,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",140.0,1.228246,3711,3726
3214,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",150.0,1.189957,13997,14012
3215,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",160.0,1.153333,13997,14012
3216,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",170.0,1.118252,24839,24854
3217,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",180.0,1.084603,24839,24854
3218,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",190.0,1.052287,24839,24854
3219,"(8.7e-05, 2.2)","(8.7e-05, 1.804)",200.0,1.029771,7047,7062
3220,"(6.9e-05, 2.2)","(6.9e-05, 1.804)",10.0,1.130714,15943,15958
3221,"(7.1e-05, 2.2)","(7.1e-05, 1.804)",20.0,1.232188,8854,8869
3222,"(7.3e-05, 2.2)","(7.3e-05, 1.804)",30.0,1.31,1487,1502
3223,"(7.5e-05, 2.2)","(7.5e-05, 1.804)",40.0,1.362609,22476,22491
3224,"(7.6e-05, 2.2)","(7.6e-05, 1.804)",50.0,1.38208,4684,4699
3225,"(7.7e-05, 2.2)","(7.7e-05, 1.804)",60.0,1.402432,14970,14985
3226,"(7.8e-05, 2.2)","(7.8e-05, 1.804)",70.0,1.410455,25951,25966
3227,"(7.9e-05, 2.2)","(7.9e-05, 1.804)",80.0,1.418716,7881,7896
3228,"(8e-05, 2.2)","(8e-05, 1.804)",90.0,1.427222,18028,18043
3229,"(8.1e-05, 2.2)","(8.1e-05, 1.804)",100.0,1.422222,514,529
3230,"(8.2e-05, 2.2)","(8.2e-05, 1.804)",110.0,1.417222,10939,10954
3231,"(8.3e-05, 2.2)","(8.3e-05, 1.804)",120.0,1.372432,21364,21379
3232,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",130.0,1.317609,3711,3726
3233,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",140.0,1.277458,3711,3726
3234,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",150.0,1.228279,13997,14012
3235,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",160.0,1.192,13997,14012
3236,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",170.0,1.157188,24839,24854
3237,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",180.0,1.12374,24839,24854
3238,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",190.0,1.100489,24839,24854
3239,"(8.7e-05, 2.2)","(8.7e-05, 1.804)",200.0,1.069118,7047,7062
3240,"(6.9e-05, 2.2)","(6.9e-05, 1.804)",10.0,1.126387,15943,15958
3241,"(7.1e-05, 2.2)","(7.1e-05, 1.804)",20.0,1.23,8854,8869
3242,"(7.3e-05, 2.2)","(7.3e-05, 1.804)",30.0,1.287521,1487,1502
3243,"(7.5e-05, 2.2)","(7.5e-05, 1.804)",40.0,1.327826,22476,22491
3244,"(7.6e-05, 2.2)","(7.6e-05, 1.804)",50.0,1.358929,4684,4699
3245,"(7.7e-05, 2.2)","(7.7e-05, 1.804)",60.0,1.366396,14970,14985
3246,"(7.8e-05, 2.2)","(7.8e-05, 1.804)",70.0,1.374091,25951,25966
3247,"(7.9e-05, 2.2)","(7.9e-05, 1.804)",80.0,1.382018,7881,7896
3248,"(8e-05, 2.2)","(8e-05, 1.804)",90.0,1.390185,18028,18043
3249,"(8.1e-05, 2.2)","(8.1e-05, 1.804)",100.0,1.385185,514,529
3250,"(8.2e-05, 2.2)","(8.2e-05, 1.804)",110.0,1.380185,10939,10954
3251,"(8.3e-05, 2.2)","(8.3e-05, 1.804)",120.0,1.349091,21364,21379
3252,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",130.0,1.306681,3711,3726
3253,"(8.4e-05, 2.2)","(8.4e-05, 1.804)",140.0,1.254786,3711,3726
3254,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",150.0,1.216667,13997,14012
3255,"(8.5e-05, 2.2)","(8.5e-05, 1.804)",160.0,1.180163,13997,14012
3256,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",170.0,1.145159,24839,24854
3257,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",180.0,1.11155,24839,24854
3258,"(8.6e-05, 2.2)","(8.6e-05, 1.804)",190.0,1.088206,24839,24854
3259,"(8.7e-05, 2.2)","(8.7e-05, 1.804)",200.0,1.056716,7047,7062
3260,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",10.0,1.279314,5533,5495
3261,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",20.0,1.313232,5533,5495
3262,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",30.0,1.308232,5533,5495
3263,"(1.5e-05, 1.804)","(1.5e-05, 0.396)",40.0,1.303232,15680,15642
3264,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",50.0,1.298232,26661,26623
3265,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",60.0,1.306735,26661,26623
3266,"(1.7e-05, 1.804)","(1.7e-05, 0.396)",70.0,1.301735,8591,8553
3267,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",80.0,1.296735,18738,18700
3268,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",90.0,1.278232,18738,18700
3269,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",100.0,1.273232,1224,1186
3270,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",110.0,1.268232,1224,1186
3271,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",120.0,1.263232,1224,1186
3272,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",130.0,1.258232,1224,1186
3273,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",140.0,1.266735,18738,18700
3274,"(1.7e-05, 1.804)","(1.7e-05, 0.396)",150.0,1.261735,8591,8553
3275,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",160.0,1.256735,26661,26623
3276,"(1.5e-05, 1.804)","(1.5e-05, 0.396)",170.0,1.251735,15680,15642
3277,"(1.3e-05, 1.804)","(1.3e-05, 0.396)",180.0,1.246735,23325,23287
3278,"(1.2e-05, 1.804)","(1.2e-05, 0.396)",190.0,1.241735,12622,12584
3279,"(1e-05, 1.804)","(1e-05, 0.396)",200.0,1.236735,19850,19812
3280,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",10.0,1.262327,5533,5495
3281,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",20.0,1.282929,5533,5495
3282,"(1.4e-05, 1.804)","(1.4e-05, 0.396)",30.0,1.277929,5533,5495
3283,"(1.5e-05, 1.804)","(1.5e-05, 0.396)",40.0,1.272929,15680,15642
3284,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",50.0,1.267929,26661,26623
3285,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",60.0,1.276122,26661,26623
3286,"(1.7e-05, 1.804)","(1.7e-05, 0.396)",70.0,1.271122,8591,8553
3287,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",80.0,1.266122,18738,18700
3288,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",90.0,1.261122,18738,18700
3289,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",100.0,1.242929,1224,1186
3290,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",110.0,1.237929,1224,1186
3291,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",120.0,1.232929,1224,1186
3292,"(1.9e-05, 1.804)","(1.9e-05, 0.396)",130.0,1.227929,1224,1186
3293,"(1.8e-05, 1.804)","(1.8e-05, 0.396)",140.0,1.236122,18738,18700
3294,"(1.7e-05, 1.804)","(1.7e-05, 0.396)",150.0,1.231122,8591,8553
3295,"(1.6e-05, 1.804)","(1.6e-05, 0.396)",160.0,1.226122,26661,26623
3296,"(1.5e-05, 1.804)","(1.5e-05, 0.396)",170.0,1.221122,15680,15642
3297,"(1.3e-05, 1.804)","(1.3e-05, 0.396)",180.0,1.216122,23325,23287
3298,"(1.2e-05, 1.804)","(1.2e-05, 0.396)",190.0,1.211122,12622,12584
3299,"(1e-05, 1.804)","(1e-05, 0.396)",200.0,1.206122,19850,19812
3320,"(5e-06, 0.396)","(5e-06, 1.892)",10.0,1.020641,24399,24415
3321,"(8e-06, 0.396)","(8e-06, 1.892)",20.0,1.033478,27735,27751
3322,"(1e-05, 0.396)","(1e-05, 1.892)",30.0,1.046947,19812,19828
3323,"(1.2e-05, 0.396)","(1.2e-05, 1.892)",40.0,1.051429,12584,12600
3324,"(1.5e-05, 0.396)","(1.5e-05, 1.892)",50.0,1.056081,15642,15658
3325,"(1.7e-05, 0.396)","(1.7e-05, 1.892)",60.0,1.051081,8553,8569
3326,"(2e-05, 0.396)","(2e-05, 1.892)",70.0,1.055909,11611,11627
3327,"(2.2e-05, 0.396)","(2.2e-05, 1.892)",80.0,1.060917,4383,4399
3328,"(2.4e-05, 0.396)","(2.4e-05, 1.892)",90.0,1.055917,25650,25666
3329,"(2.6e-05, 0.396)","(2.6e-05, 1.892)",100.0,1.061111,17727,17743
3330,"(2.8e-05, 0.396)","(2.8e-05, 1.892)",110.0,1.066495,10638,10654
3331,"(3e-05, 0.396)","(3e-05, 1.892)",120.0,1.072075,3410,3426
3332,"(3.2e-05, 0.396)","(3.2e-05, 1.892)",130.0,1.067075,24538,24554
3333,"(3.4e-05, 0.396)","(3.4e-05, 1.892)",140.0,1.072857,16754,16770
3334,"(3.6e-05, 0.396)","(3.6e-05, 1.892)",150.0,1.036111,9665,9681
3335,"(3.7e-05, 0.396)","(3.7e-05, 1.892)",160.0,0.991429,19951,19967
3336,"(3.9e-05, 0.396)","(3.9e-05, 1.892)",170.0,0.958478,12723,12739
3337,"(4e-05, 0.396)","(4e-05, 1.892)",180.0,0.926949,23426,23442
3338,"(4.2e-05, 0.396)","(4.2e-05, 1.892)",190.0,-1.103333,15781,15797
3339,"(4.3e-05, 0.396)","(4.3e-05, 1.892)",200.0,-1.133333,26762,26778
3340,"(5e-06, 0.396)","(5e-06, 1.892)",10.0,1.028613,24399,24415
3341,"(8e-06, 0.396)","(8e-06, 1.892)",20.0,1.050345,27735,27751
3342,"(1e-05, 0.396)","(1e-05, 1.892)",30.0,1.063947,19812,19828
3343,"(1.2e-05, 0.396)","(1.2e-05, 1.892)",40.0,1.068496,12584,12600
3344,"(1.5e-05, 0.396)","(1.5e-05, 1.892)",50.0,1.073214,15642,15658
3345,"(1.7e-05, 0.396)","(1.7e-05, 1.892)",60.0,1.078108,8553,8569
3346,"(2e-05, 0.396)","(2e-05, 1.892)",70.0,1.083182,11611,11627
3347,"(2.2e-05, 0.396)","(2.2e-05, 1.892)",80.0,1.08844,4383,4399
3348,"(2.4e-05, 0.396)","(2.4e-05, 1.892)",90.0,1.08344,25650,25666
3349,"(2.6e-05, 0.396)","(2.6e-05, 1.892)",100.0,1.088889,17727,17743
3350,"(2.8e-05, 0.396)","(2.8e-05, 1.892)",110.0,1.094533,10638,10654
3351,"(3e-05, 0.396)","(3e-05, 1.892)",120.0,1.100377,3410,3426
3352,"(3.2e-05, 0.396)","(3.2e-05, 1.892)",130.0,1.106429,24538,24554
3353,"(3.4e-05, 0.396)","(3.4e-05, 1.892)",140.0,1.101429,16754,16770
3354,"(3.6e-05, 0.396)","(3.6e-05, 1.892)",150.0,1.063889,9665,9681
3355,"(3.7e-05, 0.396)","(3.7e-05, 1.892)",160.0,1.018214,19951,19967
3356,"(3.9e-05, 0.396)","(3.9e-05, 1.892)",170.0,0.984565,12723,12739
3357,"(4e-05, 0.396)","(4e-05, 1.892)",180.0,0.952373,23426,23442
3358,"(4.2e-05, 0.396)","(4.2e-05, 1.892)",190.0,0.921529,15781,15797
3359,"(4.3e-05, 0.396)","(4.3e-05, 1.892)",200.0,-1.10813,26762,26778
3362,"(1e-05, 0.396)","(1e-05, 1.892)",30.0,1.054565,19812,19828
3380,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",10.0,1.079112,3704,3690
3381,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",20.0,1.116214,13990,13976
3382,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",30.0,1.122255,24832,24818
3383,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",40.0,1.128515,24832,24818
3384,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",50.0,1.123515,24832,24818
3385,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",60.0,1.118515,24832,24818
3386,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",70.0,1.113515,13990,13976
3387,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",80.0,1.108515,3704,3690
3388,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",90.0,1.103515,21357,21343
3389,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",100.0,1.11,10932,10918
3390,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",110.0,1.105,507,493
3391,"(8e-05, 1.892)","(8e-05, 0.88)",120.0,1.1,18021,18007
3392,"(8e-05, 1.892)","(8e-05, 0.88)",130.0,1.095,18021,18007
3393,"(8e-05, 1.892)","(8e-05, 0.88)",140.0,1.09,18021,18007
3394,"(8e-05, 1.892)","(8e-05, 0.88)",150.0,1.085,18021,18007
3395,"(8e-05, 1.892)","(8e-05, 0.88)",160.0,1.08,18021,18007
3396,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",170.0,1.075,507,493
3397,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",180.0,1.07,10932,10918
3398,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",190.0,1.065,21357,21343
3399,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",200.0,1.071717,13990,13976
3400,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",10.0,1.149545,3704,3690
3401,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",20.0,1.211154,13990,13976
3402,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",30.0,1.230098,24832,24818
3403,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",40.0,1.237426,24832,24818
3404,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",50.0,1.232426,24832,24818
3405,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",60.0,1.227426,24832,24818
3406,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",70.0,1.222426,13990,13976
3407,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",80.0,1.217426,3704,3690
3408,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",90.0,1.212426,21357,21343
3409,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",100.0,1.22,10932,10918
3410,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",110.0,1.215,507,493
3411,"(8e-05, 1.892)","(8e-05, 0.88)",120.0,1.21,18021,18007
3412,"(8e-05, 1.892)","(8e-05, 0.88)",130.0,1.205,18021,18007
3413,"(8e-05, 1.892)","(8e-05, 0.88)",140.0,1.2,18021,18007
3414,"(8e-05, 1.892)","(8e-05, 0.88)",150.0,1.195,18021,18007
3415,"(8e-05, 1.892)","(8e-05, 0.88)",160.0,1.202828,18021,18007
3416,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",170.0,1.197828,507,493
3417,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",180.0,1.192828,10932,10918
3418,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",190.0,1.187828,21357,21343
3419,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",200.0,1.182828,13990,13976
3420,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",10.0,1.12344,3704,3690
3421,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",20.0,1.172692,13990,13976
3422,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",30.0,1.190882,24832,24818
3423,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",40.0,1.197822,24832,24818
3424,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",50.0,1.192822,24832,24818
3425,"(8.6e-05, 1.892)","(8.6e-05, 0.88)",60.0,1.187822,24832,24818
3426,"(8.5e-05, 1.892)","(8.5e-05, 0.88)",70.0,1.182822,13990,13976
3427,"(8.4e-05, 1.892)","(8.4e-05, 0.88)",80.0,1.177822,3704,3690
3428,"(8.3e-05, 1.892)","(8.3e-05, 0.88)",90.0,1.172822,21357,21343
3429,"(8.2e-05, 1.892)","(8.2e-05, 0.88)",100.0,1.18,10932,10918
3430,"(8.1e-05, 1.892)","(8.1e-05, 0.88)",110.0,1.175,507,493
3431,"(8e-05, 1.892)","(8e-05, 0.88)",120.0,1.17,18021,18007
3432,"(8e-05, 1.892)","(8e-05, 0.88)",130.0,1.165,18021,18007
