,state,state_p,act,r_disp,s,s_p
13716,"(2e-06, 1.936)","(2e-06, 2.332)",170.0,0.943571,20912,20976
13717,"(4e-06, 1.936)","(4e-06, 2.332)",180.0,0.924085,13545,13609
13718,"(7e-06, 1.936)","(7e-06, 2.332)",190.0,-0.095,16603,16667
13719,"(9e-06, 1.936)","(9e-06, 2.332)",200.0,-1.113889,9514,9578
13724,"(5.2e-05, 1.936)","(5.2e-05, 2.332)",50.0,1.260714,7707,7771
13725,"(4.9e-05, 1.936)","(4.9e-05, 2.332)",60.0,1.244336,4510,4574
13726,"(4.5e-05, 1.936)","(4.5e-05, 2.332)",70.0,1.217174,18827,18891
13727,"(4e-05, 1.936)","(4e-05, 2.332)",80.0,1.190769,23414,23478
13728,"(3.5e-05, 1.936)","(3.5e-05, 2.332)",90.0,1.155,27862,27926
13729,"(2.9e-05, 1.936)","(2.9e-05, 2.332)",100.0,1.130328,21051,21115
13730,"(2.4e-05, 1.936)","(2.4e-05, 2.332)",110.0,1.097,25638,25702
13731,"(1.7e-05, 1.936)","(1.7e-05, 2.332)",120.0,1.073858,8541,8605
13732,"(1.2e-05, 1.936)","(1.2e-05, 2.332)",130.0,1.042692,12572,12636
13735,"(0.0, 1.936)","(0.0, 2.332)",160.0,0.971095,62,126
13736,"(2e-06, 1.936)","(2e-06, 2.332)",170.0,0.950971,20912,20976
13737,"(4e-06, 1.936)","(4e-06, 2.332)",180.0,0.931277,13545,13609
13739,"(9e-06, 1.936)","(9e-06, 2.332)",200.0,-1.106944,9514,9578
13740,"(4.9e-05, 1.936)","(4.9e-05, 2.332)",10.0,1.04418,4510,4574
13741,"(5.2e-05, 1.936)","(5.2e-05, 2.332)",20.0,1.074746,7707,7771
13742,"(5.3e-05, 1.936)","(5.3e-05, 2.332)",30.0,1.107807,17854,17918
13743,"(5.3e-05, 1.936)","(5.3e-05, 2.332)",40.0,1.133153,17854,17918
13744,"(5.2e-05, 1.936)","(5.2e-05, 2.332)",50.0,1.138636,7707,7771
13745,"(4.9e-05, 1.936)","(4.9e-05, 2.332)",60.0,1.123153,4510,4574
13746,"(4.5e-05, 1.936)","(4.5e-05, 2.332)",70.0,1.107857,18827,18891
13747,"(4e-05, 1.936)","(4e-05, 2.332)",80.0,1.092743,23414,23478
13748,"(3.5e-05, 1.936)","(3.5e-05, 2.332)",90.0,1.068043,27862,27926
13749,"(2.9e-05, 1.936)","(2.9e-05, 2.332)",100.0,1.053448,21051,21115
13750,"(2.4e-05, 1.936)","(2.4e-05, 2.332)",110.0,1.039017,25638,25702
13751,"(1.7e-05, 1.936)","(1.7e-05, 2.332)",120.0,1.01563,8541,8605
13752,"(1.2e-05, 1.936)","(1.2e-05, 2.332)",130.0,1.001667,12572,12636
13753,"(7e-06, 1.936)","(7e-06, 2.332)",140.0,0.962258,16603,16667
13754,"(3e-06, 1.936)","(3e-06, 2.332)",150.0,0.932874,3259,3323
13755,"(0.0, 1.936)","(0.0, 2.332)",160.0,-1.103438,62,126
13756,"(2e-06, 1.936)","(2e-06, 2.332)",170.0,-1.131875,20912,20976
13757,"(4e-06, 1.936)","(4e-06, 2.332)",180.0,-1.168125,13545,13609
13758,"(7e-06, 1.936)","(7e-06, 2.332)",190.0,-1.196563,16603,16667
13759,"(9e-06, 1.936)","(9e-06, 2.332)",200.0,-1.232812,9514,9578
13760,"(0.000103, 2.332)","(0.000103, 3.96)",10.0,-1.013403,4852,4855
13761,"(0.000105, 2.332)","(0.000105, 3.96)",20.0,-1.026807,26119,26122
13762,"(0.000112, 2.332)","(0.000112, 3.96)",30.0,-1.048613,14165,14168
13763,"(0.00012, 2.332)","(0.00012, 3.96)",40.0,-1.062017,13192,13195
13764,"(0.000127, 2.332)","(0.000127, 3.96)",50.0,-1.117437,1794,1797
13765,"(0.000134, 2.332)","(0.000134, 3.96)",60.0,-1.172857,18335,18338
13766,"(0.00014, 2.332)","(0.00014, 3.96)",70.0,-1.228277,25146,25149
13767,"(0.000147, 2.332)","(0.000147, 3.96)",80.0,-1.275294,13331,13334
13768,"(0.000152, 2.332)","(0.000152, 3.96)",90.0,-1.322311,9300,9303
13769,"(0.000156, 2.332)","(0.000156, 3.96)",100.0,-1.369328,22922,22925
13770,"(0.000158, 2.332)","(0.000158, 3.96)",110.0,-1.407941,15416,15419
13771,"(0.00016, 2.332)","(0.00016, 3.96)",120.0,-1.446555,8327,8330
13772,"(0.000158, 2.332)","(0.000158, 3.96)",130.0,-1.493571,15416,15419
13773,"(0.000155, 2.332)","(0.000155, 3.96)",140.0,-1.523782,12358,12361
13774,"(0.000149, 2.332)","(0.000149, 3.96)",150.0,-1.562395,6242,6245
13775,"(0.000139, 2.332)","(0.000139, 3.96)",160.0,-1.592605,14304,14307
13776,"(0.000128, 2.332)","(0.000128, 3.96)",170.0,-1.622815,12219,12222
13777,"(0.000114, 2.332)","(0.000114, 3.96)",180.0,-1.644622,7215,7218
13778,"(9.5e-05, 2.332)","(9.5e-05, 3.96)",190.0,-1.666429,5964,5967
13779,"(7.9e-05, 2.332)","(7.9e-05, 3.96)",200.0,-1.679832,7910,7913
13780,"(0.000103, 2.332)","(0.000103, 3.96)",10.0,1.002299,4852,4855
13781,"(0.000105, 2.332)","(0.000105, 3.96)",20.0,1.012222,26119,26122
13782,"(0.000112, 2.332)","(0.000112, 3.96)",30.0,1.014851,14165,14168
13783,"(0.00012, 2.332)","(0.00012, 3.96)",40.0,1.017594,13192,13195
13784,"(0.000127, 2.332)","(0.000127, 3.96)",50.0,1.020455,1794,1797
13785,"(0.000134, 2.332)","(0.000134, 3.96)",60.0,0.984706,18335,18338
13786,"(0.00014, 2.332)","(0.00014, 3.96)",70.0,-1.063986,25146,25149
13787,"(0.000147, 2.332)","(0.000147, 3.96)",80.0,-1.105217,13331,13334
13788,"(0.000152, 2.332)","(0.000152, 3.96)",90.0,-1.146449,9300,9303
13789,"(0.000156, 2.332)","(0.000156, 3.96)",100.0,-1.187681,22922,22925
13790,"(0.000158, 2.332)","(0.000158, 3.96)",110.0,-1.221667,15416,15419
13791,"(0.00016, 2.332)","(0.00016, 3.96)",120.0,-1.255652,8327,8330
13792,"(0.000158, 2.332)","(0.000158, 3.96)",130.0,-1.296884,15416,15419
13793,"(0.000155, 2.332)","(0.000155, 3.96)",140.0,-1.323623,12358,12361
13794,"(0.000149, 2.332)","(0.000149, 3.96)",150.0,-1.357609,6242,6245
13795,"(0.000139, 2.332)","(0.000139, 3.96)",160.0,-1.384348,14304,14307
13796,"(0.000128, 2.332)","(0.000128, 3.96)",170.0,-1.411087,12219,12222
13797,"(0.000114, 2.332)","(0.000114, 3.96)",180.0,-1.43058,7215,7218
13798,"(9.5e-05, 2.332)","(9.5e-05, 3.96)",190.0,-1.450072,5964,5967
13799,"(7.9e-05, 2.332)","(7.9e-05, 3.96)",200.0,-1.462319,7910,7913
13800,"(0.000103, 2.332)","(0.000103, 3.96)",10.0,-0.005,4852,4855
13801,"(0.000105, 2.332)","(0.000105, 3.96)",20.0,-0.01,26119,26122
13802,"(0.000112, 2.332)","(0.000112, 3.96)",30.0,-0.015,14165,14168
13803,"(0.00012, 2.332)","(0.00012, 3.96)",40.0,-0.02,13192,13195
13804,"(0.000127, 2.332)","(0.000127, 3.96)",50.0,-1.040625,1794,1797
13805,"(0.000134, 2.332)","(0.000134, 3.96)",60.0,-1.0925,18335,18338
13806,"(0.00014, 2.332)","(0.00014, 3.96)",70.0,-1.144375,25146,25149
13807,"(0.000147, 2.332)","(0.000147, 3.96)",80.0,-1.188438,13331,13334
13808,"(0.000152, 2.332)","(0.000152, 3.96)",90.0,-1.2325,9300,9303
13809,"(0.000156, 2.332)","(0.000156, 3.96)",100.0,-1.276562,22922,22925
13810,"(0.000158, 2.332)","(0.000158, 3.96)",110.0,-1.312813,15416,15419
13811,"(0.00016, 2.332)","(0.00016, 3.96)",120.0,-1.349062,8327,8330
13812,"(0.000158, 2.332)","(0.000158, 3.96)",130.0,-1.393125,15416,15419
13813,"(0.000155, 2.332)","(0.000155, 3.96)",140.0,-1.421562,12358,12361
13814,"(0.000149, 2.332)","(0.000149, 3.96)",150.0,-1.457812,6242,6245
13815,"(0.000139, 2.332)","(0.000139, 3.96)",160.0,-1.48625,14304,14307
13816,"(0.000128, 2.332)","(0.000128, 3.96)",170.0,-1.514688,12219,12222
13817,"(0.000114, 2.332)","(0.000114, 3.96)",180.0,-1.535312,7215,7218
13818,"(9.5e-05, 2.332)","(9.5e-05, 3.96)",190.0,-1.555938,5964,5967
13819,"(7.9e-05, 2.332)","(7.9e-05, 3.96)",200.0,-1.56875,7910,7913
13820,"(8.6e-05, 3.96)","(8.6e-05, 3.52)",10.0,1.101383,24871,24837
13821,"(9.1e-05, 3.96)","(9.1e-05, 3.52)",20.0,1.199302,20284,20250
13822,"(9.7e-05, 3.96)","(9.7e-05, 3.52)",30.0,1.285,27095,27061
13823,"(0.000101, 3.96)","(0.000101, 3.52)",40.0,1.366667,12083,12049
13824,"(0.000103, 3.96)","(0.000103, 3.52)",50.0,1.429545,4855,4821
13825,"(0.000103, 3.96)","(0.000103, 3.52)",60.0,1.499412,4855,4821
13826,"(0.000102, 3.96)","(0.000102, 3.52)",70.0,1.517239,22647,22613
13827,"(9.8e-05, 3.96)","(9.8e-05, 3.52)",80.0,1.489412,9025,8991
13828,"(9.3e-05, 3.96)","(9.3e-05, 3.52)",90.0,1.430177,13056,13022
13829,"(8.7e-05, 3.96)","(8.7e-05, 3.52)",100.0,1.374658,7079,7045
13830,"(8e-05, 3.96)","(8e-05, 3.52)",110.0,1.331667,18060,18026
13831,"(7e-05, 3.96)","(7e-05, 3.52)",120.0,1.281935,26956,26922
13832,"(6.1e-05, 3.96)","(6.1e-05, 3.52)",130.0,1.243176,16948,16914
13833,"(5e-05, 3.96)","(5e-05, 3.52)",140.0,1.206074,14863,14829
13834,"(4e-05, 3.96)","(4e-05, 3.52)",150.0,1.170509,23481,23447
13835,"(2.9e-05, 3.96)","(2.9e-05, 3.52)",160.0,1.143529,21118,21084
13836,"(1.9e-05, 3.96)","(1.9e-05, 3.52)",170.0,1.110402,1241,1207
13837,"(1.1e-05, 3.96)","(1.1e-05, 3.52)",180.0,1.085141,2353,2319
13838,"(4e-06, 3.96)","(4e-06, 3.52)",190.0,1.060556,13612,13578
13839,"(1e-06, 3.96)","(1e-06, 3.52)",200.0,1.042857,10554,10520
13840,"(8.6e-05, 3.96)","(8.6e-05, 3.52)",10.0,1.087391,24871,24837
13841,"(9.1e-05, 3.96)","(9.1e-05, 3.52)",20.0,1.165439,20284,20250
13842,"(9.7e-05, 3.96)","(9.7e-05, 3.52)",30.0,1.24125,27095,27061
13843,"(0.000101, 3.96)","(0.000101, 3.52)",40.0,1.302368,12083,12049
13844,"(0.000103, 3.96)","(0.000103, 3.52)",50.0,1.351712,4855,4821
13845,"(0.000103, 3.96)","(0.000103, 3.52)",60.0,1.395532,4855,4821
13846,"(0.000102, 3.96)","(0.000102, 3.52)",70.0,1.432153,22647,22613
13847,"(9.8e-05, 3.96)","(9.8e-05, 3.52)",80.0,1.437941,9025,8991
13848,"(9.3e-05, 3.96)","(9.3e-05, 3.52)",90.0,1.380532,13056,13022
13849,"(8.7e-05, 3.96)","(8.7e-05, 3.52)",100.0,1.326712,7079,7045
13850,"(8e-05, 3.96)","(8e-05, 3.52)",110.0,1.285,18060,18026
13851,"(7e-05, 3.96)","(7e-05, 3.52)",120.0,1.236774,26956,26922
13852,"(6.1e-05, 3.96)","(6.1e-05, 3.52)",130.0,1.199151,16948,16914
13853,"(5e-05, 3.96)","(5e-05, 3.52)",140.0,1.163129,14863,14829
13854,"(4e-05, 3.96)","(4e-05, 3.52)",150.0,1.128593,23481,23447
13855,"(2.9e-05, 3.96)","(2.9e-05, 3.52)",160.0,1.102353,21118,21084
13856,"(1.9e-05, 3.96)","(1.9e-05, 3.52)",170.0,1.070172,1241,1207
13857,"(1.1e-05, 3.96)","(1.1e-05, 3.52)",180.0,1.045593,2353,2319
13858,"(4e-06, 3.96)","(4e-06, 3.52)",190.0,1.021667,13612,13578
13859,"(1e-06, 3.96)","(1e-06, 3.52)",200.0,1.004396,10554,10520
13860,"(8.6e-05, 3.96)","(8.6e-05, 3.52)",10.0,1.098448,24871,24837
13861,"(9.1e-05, 3.96)","(9.1e-05, 3.52)",20.0,1.194301,20284,20250
13862,"(9.7e-05, 3.96)","(9.7e-05, 3.52)",30.0,1.302647,27095,27061
13863,"(0.000101, 3.96)","(0.000101, 3.52)",40.0,1.388805,12083,12049
13864,"(0.000103, 3.96)","(0.000103, 3.52)",50.0,1.468333,4855,4821
13865,"(0.000103, 3.96)","(0.000103, 3.52)",60.0,1.525556,4855,4821
13866,"(0.000102, 3.96)","(0.000102, 3.52)",70.0,1.576511,22647,22613
13867,"(9.8e-05, 3.96)","(9.8e-05, 3.52)",80.0,1.607059,9025,8991
13868,"(9.3e-05, 3.96)","(9.3e-05, 3.52)",90.0,1.543652,13056,13022
13869,"(8.7e-05, 3.96)","(8.7e-05, 3.52)",100.0,1.484247,7079,7045
13870,"(8e-05, 3.96)","(8e-05, 3.52)",110.0,1.438333,18060,18026
13871,"(7e-05, 3.96)","(7e-05, 3.52)",120.0,1.385161,26956,26922
13872,"(6.1e-05, 3.96)","(6.1e-05, 3.52)",130.0,1.343805,16948,16914
13873,"(5e-05, 3.96)","(5e-05, 3.52)",140.0,1.304233,14863,14829
13874,"(4e-05, 3.96)","(4e-05, 3.52)",150.0,1.266317,23481,23447
13875,"(2.9e-05, 3.96)","(2.9e-05, 3.52)",160.0,1.237647,21118,21084
13876,"(1.9e-05, 3.96)","(1.9e-05, 3.52)",170.0,1.202356,1241,1207
13877,"(1.1e-05, 3.96)","(1.1e-05, 3.52)",180.0,1.175537,2353,2319
13878,"(4e-06, 3.96)","(4e-06, 3.52)",190.0,1.149444,13612,13578
13879,"(1e-06, 3.96)","(1e-06, 3.52)",200.0,1.130769,10554,10520
13880,"(0.0001, 3.52)","(0.0001, 3.564)",10.0,1.001579,1624,1548
13881,"(0.000101, 3.52)","(0.000101, 3.564)",20.0,0.996579,12049,11973
13882,"(0.000105, 3.52)","(0.000105, 3.564)",30.0,-0.015,26088,26012
13883,"(0.000112, 3.52)","(0.000112, 3.564)",40.0,-0.02,14134,14058
13884,"(0.000118, 3.52)","(0.000118, 3.564)",50.0,-1.031536,20389,20313
13885,"(0.000125, 3.52)","(0.000125, 3.564)",60.0,-1.043072,9130,9054
13886,"(0.000131, 3.52)","(0.000131, 3.564)",70.0,-1.054608,15246,15170
13887,"(0.000137, 3.52)","(0.000137, 3.564)",80.0,-1.059608,21640,21564
13888,"(0.000142, 3.52)","(0.000142, 3.564)",90.0,-1.07768,17331,17255
13889,"(0.000146, 3.52)","(0.000146, 3.564)",100.0,-1.089216,3014,2938
13890,"(0.000148, 3.52)","(0.000148, 3.564)",110.0,-1.100752,24003,23927
13891,"(0.000149, 3.52)","(0.000149, 3.564)",120.0,-1.112288,6211,6135
13892,"(0.000148, 3.52)","(0.000148, 3.564)",130.0,-1.123824,24003,23927
13893,"(0.000144, 3.52)","(0.000144, 3.564)",140.0,-1.141895,10242,10166
13894,"(0.00014, 3.52)","(0.00014, 3.564)",150.0,-1.173039,25115,25039
13895,"(0.000132, 3.52)","(0.000132, 3.564)",160.0,-1.204183,26227,26151
13896,"(0.000121, 3.52)","(0.000121, 3.564)",170.0,-1.228791,23864,23788
13897,"(0.000109, 3.52)","(0.000109, 3.564)",180.0,-1.253399,11076,11000
13898,"(9.5e-05, 3.52)","(9.5e-05, 3.564)",190.0,-1.278007,5933,5857
13899,"(8e-05, 3.52)","(8e-05, 3.564)",200.0,-1.296078,18026,17950
13900,"(0.0001, 3.52)","(0.0001, 3.564)",10.0,1.044724,1624,1548
13901,"(0.000101, 3.52)","(0.000101, 3.564)",20.0,1.088266,12049,11973
13902,"(0.000105, 3.52)","(0.000105, 3.564)",30.0,1.122725,26088,26012
13903,"(0.000112, 3.52)","(0.000112, 3.564)",40.0,1.145644,14134,14058
13904,"(0.000118, 3.52)","(0.000118, 3.564)",50.0,1.14784,20389,20313
13905,"(0.000125, 3.52)","(0.000125, 3.564)",60.0,1.1575,9130,9054
13906,"(0.000131, 3.52)","(0.000131, 3.564)",70.0,1.13784,15246,15170
13907,"(0.000137, 3.52)","(0.000137, 3.564)",80.0,1.125644,21640,21564
13908,"(0.000142, 3.52)","(0.000142, 3.564)",90.0,1.092725,17331,17255
13909,"(0.000146, 3.52)","(0.000146, 3.564)",100.0,1.067647,3014,2938
13910,"(0.000148, 3.52)","(0.000148, 3.564)",110.0,1.049651,24003,23927
13911,"(0.000149, 3.52)","(0.000149, 3.564)",120.0,1.025714,6211,6135
13912,"(0.000148, 3.52)","(0.000148, 3.564)",130.0,1.002416,24003,23927
13913,"(0.000144, 3.52)","(0.000144, 3.564)",140.0,0.985556,10242,10166
13914,"(0.00014, 3.52)","(0.00014, 3.564)",150.0,0.968956,25115,25039
13915,"(0.000132, 3.52)","(0.000132, 3.564)",160.0,0.952609,26227,26151
13916,"(0.000121, 3.52)","(0.000121, 3.564)",170.0,0.942027,23864,23788
13917,"(0.000109, 3.52)","(0.000109, 3.564)",180.0,0.931505,11076,11000
13918,"(9.5e-05, 3.52)","(9.5e-05, 3.564)",190.0,0.921043,5933,5857
13919,"(8e-05, 3.52)","(8e-05, 3.564)",200.0,0.910638,18026,17950
13920,"(0.0001, 3.52)","(0.0001, 3.564)",10.0,1.052292,1624,1548
13921,"(0.000101, 3.52)","(0.000101, 3.564)",20.0,1.09929,12049,11973
13922,"(0.000105, 3.52)","(0.000105, 3.564)",30.0,1.138409,26088,26012
13923,"(0.000112, 3.52)","(0.000112, 3.564)",40.0,1.174118,14134,14058
13924,"(0.000118, 3.52)","(0.000118, 3.564)",50.0,1.183333,20389,20313
13925,"(0.000125, 3.52)","(0.000125, 3.564)",60.0,1.185569,9130,9054
13926,"(0.000131, 3.52)","(0.000131, 3.564)",70.0,1.187892,15246,15170
13927,"(0.000137, 3.52)","(0.000137, 3.564)",80.0,1.168333,21640,21564
13928,"(0.000142, 3.52)","(0.000142, 3.564)",90.0,1.149118,17331,17255
13929,"(0.000146, 3.52)","(0.000146, 3.564)",100.0,1.12341,3014,2938
13930,"(0.000148, 3.52)","(0.000148, 3.564)",110.0,1.098409,24003,23927
13931,"(0.000149, 3.52)","(0.000149, 3.564)",120.0,1.080449,6211,6135
13932,"(0.000148, 3.52)","(0.000148, 3.564)",130.0,1.062778,24003,23927
13933,"(0.000144, 3.52)","(0.000144, 3.564)",140.0,1.03929,10242,10166
13934,"(0.00014, 3.52)","(0.00014, 3.564)",150.0,1.028261,25115,25039
13935,"(0.000132, 3.52)","(0.000132, 3.564)",160.0,1.011398,26227,26151
13936,"(0.000121, 3.52)","(0.000121, 3.564)",170.0,1.000561,23864,23788
13937,"(0.000109, 3.52)","(0.000109, 3.564)",180.0,0.989787,11076,11000
13938,"(9.5e-05, 3.52)","(9.5e-05, 3.564)",190.0,0.984787,5933,5857
13939,"(8e-05, 3.52)","(8e-05, 3.564)",200.0,0.974074,18026,17950
13940,"(9.2e-05, 3.564)","(9.2e-05, 4.4)",10.0,1.061116,2660,2691
13941,"(9.5e-05, 3.564)","(9.5e-05, 4.4)",20.0,1.121579,5857,5888
13942,"(9.9e-05, 3.564)","(9.9e-05, 4.4)",30.0,1.17394,19062,19093
13943,"(0.000105, 3.564)","(0.000105, 4.4)",40.0,1.21445,26012,26043
13944,"(0.000111, 3.564)","(0.000111, 4.4)",50.0,1.258582,3772,3803
13945,"(0.000117, 3.564)","(0.000117, 4.4)",60.0,1.279645,10027,10058
13946,"(0.000124, 3.564)","(0.000124, 4.4)",70.0,1.301788,27124,27155
13947,"(0.000131, 3.564)","(0.000131, 4.4)",80.0,1.310785,15170,15201
13948,"(0.000138, 3.564)","(0.000138, 4.4)",90.0,1.305785,3911,3942
13949,"(0.000146, 3.564)","(0.000146, 4.4)",100.0,1.29375,2938,2969
13950,"(0.000153, 3.564)","(0.000153, 4.4)",110.0,1.281788,19340,19371
13951,"(0.000161, 3.564)","(0.000161, 4.4)",120.0,1.28375,18367,18398
13952,"(0.000168, 3.564)","(0.000168, 4.4)",130.0,1.27875,7386,7417
13953,"(0.000175, 3.564)","(0.000175, 4.4)",140.0,1.280785,24066,24097
13954,"(0.000181, 3.564)","(0.000181, 4.4)",150.0,1.282895,1965,1996
13955,"(0.000186, 3.564)","(0.000186, 4.4)",160.0,1.285079,26429,26460
13956,"(0.000188, 3.564)","(0.000188, 4.4)",170.0,1.28734,18506,18537
13957,"(0.000185, 3.564)","(0.000185, 4.4)",180.0,1.275079,15448,15479
13958,"(0.000179, 3.564)","(0.000179, 4.4)",190.0,1.270079,9332,9363
13959,"(0.00017, 3.564)","(0.00017, 4.4)",200.0,1.27234,28514,28545
13960,"(9.2e-05, 3.564)","(9.2e-05, 4.4)",10.0,1.058025,2660,2691
13961,"(9.5e-05, 3.564)","(9.5e-05, 4.4)",20.0,1.119464,5857,5888
13962,"(9.9e-05, 3.564)","(9.9e-05, 4.4)",30.0,1.184052,19062,19093
13963,"(0.000105, 3.564)","(0.000105, 4.4)",40.0,1.226305,26012,26043
13964,"(0.000111, 3.564)","(0.000111, 4.4)",50.0,1.259264,3772,3803
13965,"(0.000117, 3.564)","(0.000117, 4.4)",60.0,1.294607,10027,10058
13966,"(0.000124, 3.564)","(0.000124, 4.4)",70.0,1.296579,27124,27155
13967,"(0.000131, 3.564)","(0.000131, 4.4)",80.0,1.291579,15170,15201
13968,"(0.000138, 3.564)","(0.000138, 4.4)",90.0,1.293624,3911,3942
13969,"(0.000146, 3.564)","(0.000146, 4.4)",100.0,1.274607,2938,2969
13970,"(0.000153, 3.564)","(0.000153, 4.4)",110.0,1.269607,19340,19371
13971,"(0.000161, 3.564)","(0.000161, 4.4)",120.0,1.257708,18367,18398
13972,"(0.000168, 3.564)","(0.000168, 4.4)",130.0,1.252708,7386,7417
13973,"(0.000175, 3.564)","(0.000175, 4.4)",140.0,1.254607,24066,24097
13974,"(0.000181, 3.564)","(0.000181, 4.4)",150.0,1.249607,1965,1996
13975,"(0.000186, 3.564)","(0.000186, 4.4)",160.0,1.251579,26429,26460
13976,"(0.000188, 3.564)","(0.000188, 4.4)",170.0,1.260745,18506,18537
13977,"(0.000185, 3.564)","(0.000185, 4.4)",180.0,1.248624,15448,15479
13978,"(0.000179, 3.564)","(0.000179, 4.4)",190.0,1.243624,9332,9363
13979,"(0.00017, 3.564)","(0.00017, 4.4)",200.0,1.245745,28514,28545
13980,"(9.2e-05, 3.564)","(9.2e-05, 4.4)",10.0,1.054091,2660,2691
13981,"(9.5e-05, 3.564)","(9.5e-05, 4.4)",20.0,1.115604,5857,5888
13982,"(9.9e-05, 3.564)","(9.9e-05, 4.4)",30.0,1.161768,19062,19093
13983,"(0.000105, 3.564)","(0.000105, 4.4)",40.0,1.206316,26012,26043
13984,"(0.000111, 3.564)","(0.000111, 4.4)",50.0,1.227688,3772,3803
13985,"(0.000117, 3.564)","(0.000117, 4.4)",60.0,1.236304,10027,10058
13986,"(0.000124, 3.564)","(0.000124, 4.4)",70.0,1.238224,27124,27155
13987,"(0.000131, 3.564)","(0.000131, 4.4)",80.0,1.226304,15170,15201
13988,"(0.000138, 3.564)","(0.000138, 4.4)",90.0,1.207688,3911,3942
13989,"(0.000146, 3.564)","(0.000146, 4.4)",100.0,1.202688,2938,2969
13990,"(0.000153, 3.564)","(0.000153, 4.4)",110.0,1.184362,19340,19371
13991,"(0.000161, 3.564)","(0.000161, 4.4)",120.0,1.172804,18367,18398
13992,"(0.000168, 3.564)","(0.000168, 4.4)",130.0,1.161316,7386,7417
13993,"(0.000175, 3.564)","(0.000175, 4.4)",140.0,1.156316,24066,24097
13994,"(0.000181, 3.564)","(0.000181, 4.4)",150.0,1.151316,1965,1996
13995,"(0.000186, 3.564)","(0.000186, 4.4)",160.0,1.146316,26429,26460
13996,"(0.000188, 3.564)","(0.000188, 4.4)",170.0,1.147804,18506,18537
13997,"(0.000185, 3.564)","(0.000185, 4.4)",180.0,1.142804,15448,15479
13998,"(0.000179, 3.564)","(0.000179, 4.4)",190.0,1.137804,9332,9363
13999,"(0.00017, 3.564)","(0.00017, 4.4)",200.0,1.139362,28514,28545
14000,"(2.3e-05, 4.4)","(2.3e-05, 3.388)",10.0,1.090238,14645,14606
14001,"(2.8e-05, 4.4)","(2.8e-05, 3.388)",20.0,1.183396,10614,10575
14002,"(3.4e-05, 4.4)","(3.4e-05, 3.388)",30.0,1.282436,16730,16691
14003,"(3.8e-05, 4.4)","(3.8e-05, 3.388)",40.0,1.325745,2413,2374
14004,"(4.2e-05, 4.4)","(4.2e-05, 3.388)",50.0,1.320745,15757,15718
14005,"(4.5e-05, 4.4)","(4.5e-05, 3.388)",60.0,1.315745,18815,18776
14006,"(4.8e-05, 4.4)","(4.8e-05, 3.388)",70.0,1.310745,22290,22251
14007,"(5.1e-05, 4.4)","(5.1e-05, 3.388)",80.0,1.305745,25765,25726
14008,"(5.3e-05, 4.4)","(5.3e-05, 3.388)",90.0,1.300745,17842,17803
14009,"(5.6e-05, 4.4)","(5.6e-05, 3.388)",100.0,1.295745,21178,21139
14010,"(5.8e-05, 4.4)","(5.8e-05, 3.388)",110.0,1.290745,13811,13772
14011,"(6.1e-05, 4.4)","(6.1e-05, 3.388)",120.0,1.285745,16869,16830
14012,"(6.4e-05, 4.4)","(6.4e-05, 3.388)",130.0,1.280745,20066,20027
14013,"(6.7e-05, 4.4)","(6.7e-05, 3.388)",140.0,1.275745,23541,23502
14014,"(7e-05, 4.4)","(7e-05, 3.388)",150.0,1.270745,26877,26838
14015,"(7.3e-05, 4.4)","(7.3e-05, 3.388)",160.0,1.258624,1440,1401
14016,"(7.7e-05, 4.4)","(7.7e-05, 3.388)",170.0,1.246579,14923,14884
14017,"(8.1e-05, 4.4)","(8.1e-05, 3.388)",180.0,1.234607,467,428
14018,"(8.4e-05, 4.4)","(8.4e-05, 3.388)",190.0,1.236579,3664,3625
14019,"(8.8e-05, 4.4)","(8.8e-05, 3.388)",200.0,1.231579,17008,16969
14020,"(2.3e-05, 4.4)","(2.3e-05, 3.388)",10.0,1.085361,14645,14606
14021,"(2.8e-05, 4.4)","(2.8e-05, 3.388)",20.0,1.142866,10614,10575
14022,"(3.4e-05, 4.4)","(3.4e-05, 3.388)",30.0,1.191667,16730,16691
14023,"(3.8e-05, 4.4)","(3.8e-05, 3.388)",40.0,1.219726,2413,2374
14024,"(4.2e-05, 4.4)","(4.2e-05, 3.388)",50.0,1.223276,15757,15718
14025,"(4.5e-05, 4.4)","(4.5e-05, 3.388)",60.0,1.218276,18815,18776
14026,"(4.8e-05, 4.4)","(4.8e-05, 3.388)",70.0,1.187973,22290,22251
14027,"(5.1e-05, 4.4)","(5.1e-05, 3.388)",80.0,1.150789,25765,25726
14028,"(5.3e-05, 4.4)","(5.3e-05, 3.388)",90.0,1.115256,17842,17803
14029,"(5.6e-05, 4.4)","(5.6e-05, 3.388)",100.0,1.08125,21178,21139
14030,"(5.8e-05, 4.4)","(5.8e-05, 3.388)",110.0,1.048659,13811,13772
14031,"(6.1e-05, 4.4)","(6.1e-05, 3.388)",120.0,1.017381,16869,16830
14032,"(6.4e-05, 4.4)","(6.4e-05, 3.388)",130.0,0.99348,20066,20027
14033,"(6.7e-05, 4.4)","(6.7e-05, 3.388)",140.0,0.97023,23541,23502
14034,"(7e-05, 4.4)","(7e-05, 3.388)",150.0,0.947599,26877,26838
14035,"(7.3e-05, 4.4)","(7.3e-05, 3.388)",160.0,0.931173,1440,1401
14036,"(7.7e-05, 4.4)","(7.7e-05, 3.388)",170.0,-0.085,14923,14884
