,state,state_p,act,r_vel,s,s_p
7706,"(0.000205, 4.312)","(0.000205, 6.424)",70.0,1.586247,40373,40351
7707,"(0.000208, 4.312)","(0.000208, 6.424)",80.0,1.627458,14797,14775
7708,"(0.000209, 4.312)","(0.000209, 6.424)",90.0,1.663029,5762,5740
7709,"(0.000208, 4.312)","(0.000208, 6.424)",100.0,1.683333,14797,14775
7710,"(0.000205, 4.312)","(0.000205, 6.424)",110.0,1.7,40373,40351
7711,"(0.000199, 4.312)","(0.000199, 6.424)",120.0,1.744627,37315,37293
7712,"(0.000192, 4.312)","(0.000192, 6.424)",130.0,1.748953,43153,43131
7713,"(0.000182, 4.312)","(0.000182, 6.424)",140.0,1.767696,19940,19918
7714,"(0.00017, 4.312)","(0.00017, 6.424)",150.0,1.787069,13963,13941
7715,"(0.000155, 4.312)","(0.000155, 6.424)",160.0,1.822439,33145,33123
7716,"(0.000141, 4.312)","(0.000141, 6.424)",170.0,1.865,44682,44660
7717,"(0.000125, 4.312)","(0.000125, 6.424)",180.0,1.915714,18272,18250
7718,"(0.000106, 4.312)","(0.000106, 6.424)",190.0,1.939783,17716,17694
7719,"(8.9e-05, 4.312)","(8.9e-05, 6.424)",200.0,1.995522,55107,55085
7720,"(0.000209, 4.312)","(0.000209, 6.424)",10.0,1.090016,5762,5740
7721,"(0.000201, 4.312)","(0.000201, 6.424)",20.0,1.181525,20496,20474
7722,"(0.000197, 4.312)","(0.000197, 6.424)",30.0,1.272546,55246,55224
7723,"(0.000198, 4.312)","(0.000198, 6.424)",40.0,1.358431,46211,46189
7724,"(0.000199, 4.312)","(0.000199, 6.424)",50.0,1.458122,37315,37293
7725,"(0.000202, 4.312)","(0.000202, 6.424)",60.0,1.508293,11739,11717
7726,"(0.000205, 4.312)","(0.000205, 6.424)",70.0,1.570023,40373,40351
7727,"(0.000208, 4.312)","(0.000208, 6.424)",80.0,1.610235,14797,14775
7728,"(0.000209, 4.312)","(0.000209, 6.424)",90.0,1.665462,5762,5740
7729,"(0.000208, 4.312)","(0.000208, 6.424)",100.0,1.677273,14797,14775
7730,"(0.000205, 4.312)","(0.000205, 6.424)",110.0,1.715781,40373,40351
7731,"(0.000199, 4.312)","(0.000199, 6.424)",120.0,1.715253,37315,37293
7732,"(0.000192, 4.312)","(0.000192, 6.424)",130.0,1.751537,43153,43131
7733,"(0.000182, 4.312)","(0.000182, 6.424)",140.0,1.770314,19940,19918
7734,"(0.00017, 4.312)","(0.00017, 6.424)",150.0,1.789721,13963,13941
7735,"(0.000155, 4.312)","(0.000155, 6.424)",160.0,1.825149,33145,33123
7736,"(0.000141, 4.312)","(0.000141, 6.424)",170.0,1.867778,44682,44660
7737,"(0.000125, 4.312)","(0.000125, 6.424)",180.0,1.918571,18272,18250
7738,"(0.000106, 4.312)","(0.000106, 6.424)",190.0,1.972647,17716,17694
7739,"(8.9e-05, 4.312)","(8.9e-05, 6.424)",200.0,2.043293,55107,55085
7740,"(0.000209, 4.312)","(0.000209, 6.424)",10.0,1.14466,5762,5740
7741,"(0.000201, 4.312)","(0.000201, 6.424)",20.0,1.29,20496,20474
7742,"(0.000197, 4.312)","(0.000197, 6.424)",30.0,1.425341,55246,55224
7743,"(0.000198, 4.312)","(0.000198, 6.424)",40.0,1.420341,46211,46189
7744,"(0.000199, 4.312)","(0.000199, 6.424)",50.0,1.423571,37315,37293
7745,"(0.000202, 4.312)","(0.000202, 6.424)",60.0,1.418571,11739,11717
7746,"(0.000205, 4.312)","(0.000205, 6.424)",70.0,1.417722,40373,40351
7747,"(0.000208, 4.312)","(0.000208, 6.424)",80.0,1.404444,14797,14775
7748,"(0.000209, 4.312)","(0.000209, 6.424)",90.0,1.347857,5762,5740
7749,"(0.000208, 4.312)","(0.000208, 6.424)",100.0,1.302,14797,14775
7750,"(0.000205, 4.312)","(0.000205, 6.424)",110.0,1.272225,40373,40351
7751,"(0.000199, 4.312)","(0.000199, 6.424)",120.0,1.253472,37315,37293
7752,"(0.000192, 4.312)","(0.000192, 6.424)",130.0,1.248472,43153,43131
7753,"(0.000182, 4.312)","(0.000182, 6.424)",140.0,1.257225,19940,19918
7754,"(0.00017, 4.312)","(0.00017, 6.424)",150.0,1.269828,13963,13941
7755,"(0.000155, 4.312)","(0.000155, 6.424)",160.0,1.293984,33145,33123
7756,"(0.000141, 4.312)","(0.000141, 6.424)",170.0,1.307857,44682,44660
7757,"(0.000125, 4.312)","(0.000125, 6.424)",180.0,1.338169,18272,18250
7758,"(0.000106, 4.312)","(0.000106, 6.424)",190.0,1.333169,17716,17694
7759,"(8.9e-05, 4.312)","(8.9e-05, 6.424)",200.0,1.328169,55107,55085
7760,"(5.7e-05, 6.424)","(5.7e-05, 6.996)",10.0,1.254202,1570,1646
7761,"(9.1e-05, 6.424)","(9.1e-05, 6.996)",20.0,1.547875,37154,37230
7762,"(0.000132, 6.424)","(0.000132, 6.996)",30.0,1.868028,12690,12766
7763,"(0.000181, 6.424)","(0.000181, 6.996)",40.0,2.058481,28258,28334
7764,"(0.000236, 6.424)","(0.000236, 6.996)",50.0,2.164333,47301,47377
7765,"(0.000289, 6.424)","(0.000289, 6.996)",60.0,2.182938,28397,28473
7766,"(0.000336, 6.424)","(0.000336, 6.996)",70.0,2.171989,6574,6650
7767,"(0.000368, 6.424)","(0.000368, 6.996)",80.0,2.149333,4628,4704
7768,"(0.000381, 6.424)","(0.000381, 6.996)",90.0,2.076447,2126,2202
7769,"(0.000369, 6.424)","(0.000369, 6.996)",100.0,2.033756,51749,51825
7770,"(0.000342, 6.424)","(0.000342, 6.996)",110.0,2.023481,9771,9847
7771,"(0.000283, 6.424)","(0.000283, 6.996)",120.0,2.029059,25617,25693
7772,"(0.000218, 6.424)","(0.000218, 6.996)",130.0,2.061943,37988,38064
7773,"(0.000153, 6.424)","(0.000153, 6.996)",140.0,2.101958,51332,51408
7774,"(0.00015, 6.424)","(0.00015, 6.996)",150.0,2.102719,22003,22079
7775,"(0.000147, 6.424)","(0.000147, 6.996)",160.0,2.126989,47718,47794
7776,"(0.000142, 6.424)","(0.000142, 6.996)",170.0,2.158169,35486,35562
7777,"(0.000138, 6.424)","(0.000138, 6.996)",180.0,2.190556,15748,15824
7778,"(0.000132, 6.424)","(0.000132, 6.996)",190.0,2.198296,12690,12766
7779,"(0.000127, 6.424)","(0.000127, 6.996)",200.0,2.252436,736,812
7780,"(5.7e-05, 6.424)","(5.7e-05, 6.996)",10.0,1.211028,1570,1646
7781,"(9.1e-05, 6.424)","(9.1e-05, 6.996)",20.0,1.447203,37154,37230
7782,"(0.000132, 6.424)","(0.000132, 6.996)",30.0,1.712723,12690,12766
7783,"(0.000181, 6.424)","(0.000181, 6.996)",40.0,1.861402,28258,28334
7784,"(0.000236, 6.424)","(0.000236, 6.996)",50.0,1.91929,47301,47377
7785,"(0.000289, 6.424)","(0.000289, 6.996)",60.0,1.903518,28397,28473
7786,"(0.000336, 6.424)","(0.000336, 6.996)",70.0,1.866907,6574,6650
7787,"(0.000368, 6.424)","(0.000368, 6.996)",80.0,1.821333,4628,4704
7788,"(0.000381, 6.424)","(0.000381, 6.996)",90.0,1.758618,2126,2202
7789,"(0.000369, 6.424)","(0.000369, 6.996)",100.0,1.721574,51749,51825
7790,"(0.000342, 6.424)","(0.000342, 6.996)",110.0,1.712089,9771,9847
7791,"(0.000283, 6.424)","(0.000283, 6.996)",120.0,1.716081,25617,25693
7792,"(0.000218, 6.424)","(0.000218, 6.996)",130.0,1.74329,37988,38064
7793,"(0.000153, 6.424)","(0.000153, 6.996)",140.0,1.771689,51332,51408
7794,"(0.00015, 6.424)","(0.00015, 6.996)",150.0,1.801344,22003,22079
7795,"(0.000147, 6.424)","(0.000147, 6.996)",160.0,1.837582,47718,47794
7796,"(0.000142, 6.424)","(0.000142, 6.996)",170.0,1.853889,35486,35562
7797,"(0.000138, 6.424)","(0.000138, 6.996)",180.0,1.915747,15748,15824
7798,"(0.000132, 6.424)","(0.000132, 6.996)",190.0,1.988582,12690,12766
7799,"(0.000127, 6.424)","(0.000127, 6.996)",200.0,2.034557,736,812
7800,"(5.7e-05, 6.424)","(5.7e-05, 6.996)",10.0,1.177137,1570,1646
7801,"(9.1e-05, 6.424)","(9.1e-05, 6.996)",20.0,1.367551,37154,37230
7802,"(0.000132, 6.424)","(0.000132, 6.996)",30.0,1.562103,12690,12766
7803,"(0.000181, 6.424)","(0.000181, 6.996)",40.0,1.775213,28258,28334
7804,"(0.000236, 6.424)","(0.000236, 6.996)",50.0,1.839641,47301,47377
7805,"(0.000289, 6.424)","(0.000289, 6.996)",60.0,1.824396,28397,28473
7806,"(0.000336, 6.424)","(0.000336, 6.996)",70.0,1.809262,6574,6650
7807,"(0.000368, 6.424)","(0.000368, 6.996)",80.0,1.76,4628,4704
7808,"(0.000381, 6.424)","(0.000381, 6.996)",90.0,1.699186,2126,2202
7809,"(0.000369, 6.424)","(0.000369, 6.996)",100.0,1.663198,51749,51825
7810,"(0.000342, 6.424)","(0.000342, 6.996)",110.0,1.653861,9771,9847
7811,"(0.000283, 6.424)","(0.000283, 6.996)",120.0,1.657557,25617,25693
7812,"(0.000218, 6.424)","(0.000218, 6.996)",130.0,1.683705,37988,38064
7813,"(0.000153, 6.424)","(0.000153, 6.996)",140.0,1.715714,51332,51408
7814,"(0.00015, 6.424)","(0.00015, 6.996)",150.0,1.744407,22003,22079
7815,"(0.000147, 6.424)","(0.000147, 6.996)",160.0,1.779504,47718,47794
7816,"(0.000142, 6.424)","(0.000142, 6.996)",170.0,1.827181,35486,35562
7817,"(0.000138, 6.424)","(0.000138, 6.996)",180.0,1.883684,15748,15824
7818,"(0.000132, 6.424)","(0.000132, 6.996)",190.0,1.956672,12690,12766
7819,"(0.000127, 6.424)","(0.000127, 6.996)",200.0,2.042857,736,812
7820,"(2.3e-05, 6.996)","(2.3e-05, 6.248)",10.0,1.129199,21245,21143
7821,"(4.3e-05, 6.996)","(4.3e-05, 6.248)",20.0,1.144185,13183,13081
7822,"(6.6e-05, 6.996)","(6.6e-05, 6.248)",30.0,1.037209,33477,33375
7823,"(9.6e-05, 6.996)","(9.6e-05, 6.248)",40.0,-1.058168,49462,49360
7824,"(0.000139, 6.996)","(0.000139, 6.248)",50.0,-1.143321,6789,6687
7825,"(0.000183, 6.996)","(0.000183, 6.248)",60.0,-1.213206,11237,11135
7826,"(0.000234, 6.996)","(0.000234, 6.248)",70.0,-1.279275,9569,9467
7827,"(0.000282, 6.996)","(0.000282, 6.248)",80.0,-1.341527,33894,33792
7828,"(0.000326, 6.996)","(0.000326, 6.248)",90.0,-1.403779,38342,38240
7829,"(0.000358, 6.996)","(0.000358, 6.248)",100.0,-1.458397,36118,36016
7830,"(0.000377, 6.996)","(0.000377, 6.248)",110.0,-1.493931,36674,36572
7831,"(0.000372, 6.996)","(0.000372, 6.248)",120.0,-1.521832,25415,25313
7832,"(0.000354, 6.996)","(0.000354, 6.248)",130.0,-1.534466,16241,16139
7833,"(0.000307, 6.996)","(0.000307, 6.248)",140.0,-1.531832,37647,37545
7834,"(0.000253, 6.996)","(0.000253, 6.248)",150.0,-1.521565,10125,10023
7835,"(0.000202, 6.996)","(0.000202, 6.248)",160.0,-1.511298,11793,11691
7836,"(0.000129, 6.996)","(0.000129, 6.248)",170.0,-1.504847,38481,38379
7837,"(0.000121, 6.996)","(0.000121, 6.248)",180.0,-1.49458,53215,53113
7838,"(0.000119, 6.996)","(0.000119, 6.248)",190.0,-1.476679,15268,15166
7839,"(0.000115, 6.996)","(0.000115, 6.248)",200.0,-1.451145,50018,49916
7840,"(2.3e-05, 6.996)","(2.3e-05, 6.248)",10.0,1.254036,21245,21143
7841,"(4.3e-05, 6.996)","(4.3e-05, 6.248)",20.0,1.511845,13183,13081
7842,"(6.6e-05, 6.996)","(6.6e-05, 6.248)",30.0,1.751197,33477,33375
7843,"(9.6e-05, 6.996)","(9.6e-05, 6.248)",40.0,1.857246,49462,49360
7844,"(0.000139, 6.996)","(0.000139, 6.248)",50.0,1.904231,6789,6687
7845,"(0.000183, 6.996)","(0.000183, 6.248)",60.0,1.881585,11237,11135
7846,"(0.000234, 6.996)","(0.000234, 6.248)",70.0,1.836642,9569,9467
7847,"(0.000282, 6.996)","(0.000282, 6.248)",80.0,1.79871,33894,33792
7848,"(0.000326, 6.996)","(0.000326, 6.248)",90.0,1.716236,38342,38240
7849,"(0.000358, 6.996)","(0.000358, 6.248)",100.0,1.649187,36118,36016
7850,"(0.000377, 6.996)","(0.000377, 6.248)",110.0,1.60813,36674,36572
7851,"(0.000372, 6.996)","(0.000372, 6.248)",120.0,1.577076,25415,25313
7852,"(0.000354, 6.996)","(0.000354, 6.248)",130.0,1.563571,16241,16139
7853,"(0.000307, 6.996)","(0.000307, 6.248)",140.0,1.567076,37647,37545
7854,"(0.000253, 6.996)","(0.000253, 6.248)",150.0,1.579354,10125,10023
7855,"(0.000202, 6.996)","(0.000202, 6.248)",160.0,1.605484,11793,11691
7856,"(0.000129, 6.996)","(0.000129, 6.248)",170.0,1.605027,38481,38379
7857,"(0.000121, 6.996)","(0.000121, 6.248)",180.0,1.600027,53215,53113
7858,"(0.000119, 6.996)","(0.000119, 6.248)",190.0,1.618115,15268,15166
7859,"(0.000115, 6.996)","(0.000115, 6.248)",200.0,1.622527,50018,49916
7860,"(2.3e-05, 6.996)","(2.3e-05, 6.248)",10.0,1.079548,21245,21143
7861,"(4.3e-05, 6.996)","(4.3e-05, 6.248)",20.0,1.074548,13183,13081
7862,"(6.6e-05, 6.996)","(6.6e-05, 6.248)",30.0,1.069548,33477,33375
7863,"(9.6e-05, 6.996)","(9.6e-05, 6.248)",40.0,1.064548,49462,49360
7864,"(0.000139, 6.996)","(0.000139, 6.248)",50.0,1.059548,6789,6687
7865,"(0.000183, 6.996)","(0.000183, 6.248)",60.0,1.054548,11237,11135
7866,"(0.000234, 6.996)","(0.000234, 6.248)",70.0,1.049548,9569,9467
7867,"(0.000282, 6.996)","(0.000282, 6.248)",80.0,1.044548,33894,33792
7868,"(0.000326, 6.996)","(0.000326, 6.248)",90.0,0.999944,38342,38240
7869,"(0.000358, 6.996)","(0.000358, 6.248)",100.0,0.95813,36118,36016
7870,"(0.000377, 6.996)","(0.000377, 6.248)",110.0,-1.068441,36674,36572
7871,"(0.000372, 6.996)","(0.000372, 6.248)",120.0,-1.08957,25415,25313
7872,"(0.000354, 6.996)","(0.000354, 6.248)",130.0,-1.099946,16241,16139
7873,"(0.000307, 6.996)","(0.000307, 6.248)",140.0,-1.09957,37647,37545
7874,"(0.000253, 6.996)","(0.000253, 6.248)",150.0,-1.093817,10125,10023
7875,"(0.000202, 6.996)","(0.000202, 6.248)",160.0,-0.08,11793,11691
7876,"(0.000129, 6.996)","(0.000129, 6.248)",170.0,-0.085,38481,38379
7877,"(0.000121, 6.996)","(0.000121, 6.248)",180.0,0.912695,53215,53113
7878,"(0.000119, 6.996)","(0.000119, 6.248)",190.0,0.91313,15268,15166
7879,"(0.000115, 6.996)","(0.000115, 6.248)",200.0,0.927624,50018,49916
7880,"(2.3e-05, 6.248)","(2.3e-05, 6.248)",10.0,1.293932,21143,21143
7881,"(4.3e-05, 6.248)","(4.3e-05, 6.248)",20.0,1.626771,13081,13081
7882,"(6.6e-05, 6.248)","(6.6e-05, 6.248)",30.0,1.96332,33375,33375
7883,"(9.6e-05, 6.248)","(9.6e-05, 6.248)",40.0,2.165629,49360,49360
7884,"(0.000139, 6.248)","(0.000139, 6.248)",50.0,2.214264,6687,6687
7885,"(0.000183, 6.248)","(0.000183, 6.248)",60.0,2.188845,11135,11135
7886,"(0.000234, 6.248)","(0.000234, 6.248)",70.0,2.144104,9467,9467
7887,"(0.000282, 6.248)","(0.000282, 6.248)",80.0,2.082093,33792,33792
7888,"(0.000326, 6.248)","(0.000326, 6.248)",90.0,2.005562,38240,38240
7889,"(0.000358, 6.248)","(0.000358, 6.248)",100.0,1.92832,36016,36016
7890,"(0.000377, 6.248)","(0.000377, 6.248)",110.0,1.88134,36572,36572
7891,"(0.000372, 6.248)","(0.000372, 6.248)",120.0,1.846005,25313,25313
7892,"(0.000354, 6.248)","(0.000354, 6.248)",130.0,1.831104,16139,16139
7893,"(0.000307, 6.248)","(0.000307, 6.248)",140.0,1.836005,37545,37545
7894,"(0.000253, 6.248)","(0.000253, 6.248)",150.0,1.851121,10023,10023
7895,"(0.000202, 6.248)","(0.000202, 6.248)",160.0,1.882366,11691,11691
7896,"(0.000129, 6.248)","(0.000129, 6.248)",170.0,1.877366,38379,38379
7897,"(0.000121, 6.248)","(0.000121, 6.248)",180.0,1.893696,53113,53113
7898,"(0.000119, 6.248)","(0.000119, 6.248)",190.0,1.888696,15166,15166
7899,"(0.000115, 6.248)","(0.000115, 6.248)",200.0,1.894536,49916,49916
7900,"(2.3e-05, 6.248)","(2.3e-05, 6.248)",10.0,1.133889,21143,21143
7901,"(4.3e-05, 6.248)","(4.3e-05, 6.248)",20.0,1.259912,13081,13081
7902,"(6.6e-05, 6.248)","(6.6e-05, 6.248)",30.0,1.175871,33375,33375
7903,"(9.6e-05, 6.248)","(9.6e-05, 6.248)",40.0,1.063019,49360,49360
7904,"(0.000139, 6.248)","(0.000139, 6.248)",50.0,-1.031969,6687,6687
7905,"(0.000183, 6.248)","(0.000183, 6.248)",60.0,-1.106655,11135,11135
7906,"(0.000234, 6.248)","(0.000234, 6.248)",70.0,-1.167404,9467,9467
7907,"(0.000282, 6.248)","(0.000282, 6.248)",80.0,-1.228153,33792,33792
7908,"(0.000326, 6.248)","(0.000326, 6.248)",90.0,-1.285418,38240,38240
7909,"(0.000358, 6.248)","(0.000358, 6.248)",100.0,-1.335714,36016,36016
7910,"(0.000377, 6.248)","(0.000377, 6.248)",110.0,-1.368589,36572,36572
7911,"(0.000372, 6.248)","(0.000372, 6.248)",120.0,-1.394495,25313,25313
7912,"(0.000354, 6.248)","(0.000354, 6.248)",130.0,-1.406463,16139,16139
7913,"(0.000307, 6.248)","(0.000307, 6.248)",140.0,-1.404495,37545,37545
7914,"(0.000253, 6.248)","(0.000253, 6.248)",150.0,-1.395557,10023,10023
7915,"(0.000202, 6.248)","(0.000202, 6.248)",160.0,-1.383136,11691,11691
7916,"(0.000129, 6.248)","(0.000129, 6.248)",170.0,-1.377683,38379,38379
7917,"(0.000121, 6.248)","(0.000121, 6.248)",180.0,-1.368746,53113,53113
7918,"(0.000119, 6.248)","(0.000119, 6.248)",190.0,-1.356324,15166,15166
7919,"(0.000115, 6.248)","(0.000115, 6.248)",200.0,-1.316028,49916,49916
7920,"(2.3e-05, 6.248)","(2.3e-05, 6.248)",10.0,1.288594,21143,21143
7921,"(4.3e-05, 6.248)","(4.3e-05, 6.248)",20.0,1.620045,13081,13081
7922,"(6.6e-05, 6.248)","(6.6e-05, 6.248)",30.0,1.923667,33375,33375
7923,"(9.6e-05, 6.248)","(9.6e-05, 6.248)",40.0,2.130888,49360,49360
7924,"(0.000139, 6.248)","(0.000139, 6.248)",50.0,2.191463,6687,6687
7925,"(0.000183, 6.248)","(0.000183, 6.248)",60.0,2.17303,11135,11135
7926,"(0.000234, 6.248)","(0.000234, 6.248)",70.0,2.135149,9467,9467
7927,"(0.000282, 6.248)","(0.000282, 6.248)",80.0,2.079534,33792,33792
7928,"(0.000326, 6.248)","(0.000326, 6.248)",90.0,1.997135,38240,38240
7929,"(0.000358, 6.248)","(0.000358, 6.248)",100.0,1.92019,36016,36016
7930,"(0.000377, 6.248)","(0.000377, 6.248)",110.0,1.873382,36572,36572
7931,"(0.000372, 6.248)","(0.000372, 6.248)",120.0,1.838172,25313,25313
7932,"(0.000354, 6.248)","(0.000354, 6.248)",130.0,1.823312,16139,16139
7933,"(0.000307, 6.248)","(0.000307, 6.248)",140.0,1.828172,37545,37545
7934,"(0.000253, 6.248)","(0.000253, 6.248)",150.0,1.843206,10023,10023
7935,"(0.000202, 6.248)","(0.000202, 6.248)",160.0,1.869062,11691,11691
7936,"(0.000129, 6.248)","(0.000129, 6.248)",170.0,1.879865,38379,38379
7937,"(0.000121, 6.248)","(0.000121, 6.248)",180.0,1.874865,53113,53113
7938,"(0.000119, 6.248)","(0.000119, 6.248)",190.0,1.896781,15166,15166
7939,"(0.000115, 6.248)","(0.000115, 6.248)",200.0,1.902755,49916,49916
7940,"(0.00012, 6.248)","(0.00012, 5.192)",10.0,1.328988,6131,6137
7941,"(0.000129, 6.248)","(0.000129, 5.192)",20.0,1.731026,38379,38385
7942,"(0.000132, 6.248)","(0.000132, 5.192)",30.0,2.113527,12664,12670
7943,"(0.000134, 6.248)","(0.000134, 5.192)",40.0,2.313333,50611,50617
7944,"(0.000135, 6.248)","(0.000135, 5.192)",50.0,2.518071,41437,41443
7945,"(0.000137, 6.248)","(0.000137, 5.192)",60.0,2.532264,24340,24346
7946,"(0.000139, 6.248)","(0.000139, 5.192)",70.0,2.339126,6687,6693
7947,"(0.00014, 6.248)","(0.00014, 5.192)",80.0,2.223333,53669,53675
7948,"(0.000141, 6.248)","(0.000141, 5.192)",90.0,2.13828,44634,44640
7949,"(0.00014, 6.248)","(0.00014, 5.192)",100.0,2.039231,53669,53675
7950,"(0.000136, 6.248)","(0.000136, 5.192)",110.0,1.959837,32541,32547
7951,"(0.00013, 6.248)","(0.00013, 5.192)",120.0,1.885559,29622,29628
7952,"(0.000119, 6.248)","(0.000119, 5.192)",130.0,1.831648,15166,15172
7953,"(9.5e-05, 6.248)","(9.5e-05, 5.192)",140.0,1.790274,2517,2523
7954,"(6.2e-05, 6.248)","(6.2e-05, 5.192)",150.0,1.755189,13637,13643
7955,"(7e-06, 6.248)","(7e-06, 5.192)",160.0,1.740375,49638,49644
7956,"(7.6e-05, 6.248)","(7.6e-05, 5.192)",170.0,1.730508,1961,1967
7957,"(0.000142, 6.248)","(0.000142, 5.192)",180.0,1.730375,35460,35466
7958,"(0.000202, 6.248)","(0.000202, 5.192)",190.0,1.735189,11691,11697
7959,"(0.000252, 6.248)","(0.000252, 5.192)",200.0,1.755191,18919,18925
7960,"(0.00012, 6.248)","(0.00012, 5.192)",10.0,1.296339,6131,6137
7961,"(0.000129, 6.248)","(0.000129, 5.192)",20.0,1.650969,38379,38385
7962,"(0.000132, 6.248)","(0.000132, 5.192)",30.0,2.037817,12664,12670
7963,"(0.000134, 6.248)","(0.000134, 5.192)",40.0,2.409167,50611,50617
7964,"(0.000135, 6.248)","(0.000135, 5.192)",50.0,2.288492,41437,41443
7965,"(0.000137, 6.248)","(0.000137, 5.192)",60.0,2.161729,24340,24346
7966,"(0.000139, 6.248)","(0.000139, 5.192)",70.0,2.032376,6687,6693
7967,"(0.00014, 6.248)","(0.00014, 5.192)",80.0,1.909833,53669,53675
7968,"(0.000141, 6.248)","(0.000141, 5.192)",90.0,1.829598,44634,44640
7969,"(0.00014, 6.248)","(0.00014, 5.192)",100.0,1.743846,53669,53675
7970,"(0.000136, 6.248)","(0.000136, 5.192)",110.0,1.67497,32541,32547
7971,"(0.00013, 6.248)","(0.00013, 5.192)",120.0,1.610487,29622,29628
7972,"(0.000119, 6.248)","(0.000119, 5.192)",130.0,1.563492,15166,15172
7973,"(9.5e-05, 6.248)","(9.5e-05, 5.192)",140.0,1.52726,2517,2523
7974,"(6.2e-05, 6.248)","(6.2e-05, 5.192)",150.0,1.496429,13637,13643
7975,"(7e-06, 6.248)","(7e-06, 5.192)",160.0,1.483003,49638,49644
7976,"(7.6e-05, 6.248)","(7.6e-05, 5.192)",170.0,1.469667,1961,1967
7977,"(0.000142, 6.248)","(0.000142, 5.192)",180.0,1.473003,35460,35466
7978,"(0.000202, 6.248)","(0.000202, 5.192)",190.0,1.476429,11691,11697
7979,"(0.000252, 6.248)","(0.000252, 5.192)",200.0,1.488556,18919,18925
7980,"(0.00012, 6.248)","(0.00012, 5.192)",10.0,1.3097,6131,6137
7981,"(0.000129, 6.248)","(0.000129, 5.192)",20.0,1.692413,38379,38385
7982,"(0.000132, 6.248)","(0.000132, 5.192)",30.0,2.123047,12664,12670
7983,"(0.000134, 6.248)","(0.000134, 5.192)",40.0,2.44124,50611,50617
7984,"(0.000135, 6.248)","(0.000135, 5.192)",50.0,2.494841,41437,41443
7985,"(0.000137, 6.248)","(0.000137, 5.192)",60.0,2.357218,24340,24346
7986,"(0.000139, 6.248)","(0.000139, 5.192)",70.0,2.200915,6687,6693
7987,"(0.00014, 6.248)","(0.00014, 5.192)",80.0,2.083746,53669,53675
7988,"(0.000141, 6.248)","(0.000141, 5.192)",90.0,1.996801,44634,44640
7989,"(0.00014, 6.248)","(0.00014, 5.192)",100.0,1.903846,53669,53675
7990,"(0.000136, 6.248)","(0.000136, 5.192)",110.0,1.829273,32541,32547
7991,"(0.00013, 6.248)","(0.00013, 5.192)",120.0,1.759484,29622,29628
7992,"(0.000119, 6.248)","(0.000119, 5.192)",130.0,1.708743,15166,15172
7993,"(9.5e-05, 6.248)","(9.5e-05, 5.192)",140.0,1.669726,2517,2523
7994,"(6.2e-05, 6.248)","(6.2e-05, 5.192)",150.0,1.63659,13637,13643
7995,"(7e-06, 6.248)","(7e-06, 5.192)",160.0,1.622413,49638,49644
7996,"(7.6e-05, 6.248)","(7.6e-05, 5.192)",170.0,1.612861,1961,1967
7997,"(0.000142, 6.248)","(0.000142, 5.192)",180.0,1.612413,35460,35466
7998,"(0.000202, 6.248)","(0.000202, 5.192)",190.0,1.61659,11691,11697
7999,"(0.000252, 6.248)","(0.000252, 5.192)",200.0,1.634973,18919,18925
8000,"(0.000145, 5.192)","(0.000145, 8.58)",10.0,1.20786,9890,9924
8001,"(0.000115, 5.192)","(0.000115, 8.58)",20.0,1.433272,49922,49956
8002,"(6.2e-05, 5.192)","(6.2e-05, 8.58)",30.0,1.579752,13643,13677
8003,"(1.7e-05, 5.192)","(1.7e-05, 8.58)",40.0,1.713756,17952,17986
8004,"(0.000115, 5.192)","(0.000115, 8.58)",50.0,1.874306,49922,49956
8005,"(0.000223, 5.192)","(0.000223, 8.58)",60.0,2.026391,50200,50234
8006,"(0.000313, 5.192)","(0.000313, 8.58)",70.0,2.153,40609,40643
8007,"(0.000375, 5.192)","(0.000375, 8.58)",80.0,2.322851,54648,54682
8008,"(0.000408, 5.192)","(0.000408, 8.58)",90.0,2.481559,43528,43562
8009,"(0.000412, 5.192)","(0.000412, 8.58)",100.0,2.592512,8778,8812
8010,"(0.000388, 5.192)","(0.000388, 8.58)",110.0,2.71462,52146,52180
8011,"(0.000358, 5.192)","(0.000358, 8.58)",120.0,2.83418,36022,36056
8012,"(0.000324, 5.192)","(0.000324, 8.58)",130.0,2.990866,577,611
8013,"(0.000285, 5.192)","(0.000285, 8.58)",140.0,3.073678,7805,7839
8014,"(0.00024, 5.192)","(0.00024, 8.58)",150.0,3.210285,12948,12982
8015,"(0.000208, 5.192)","(0.000208, 8.58)",160.0,3.128211,14755,14789
8016,"(0.000175, 5.192)","(0.000175, 8.58)",170.0,3.067738,25458,25492
8017,"(0.000142, 5.192)","(0.000142, 8.58)",180.0,2.948889,35466,35500
8018,"(0.000122, 5.192)","(0.000122, 8.58)",190.0,2.918774,44084,44118
8019,"(0.000103, 5.192)","(0.000103, 8.58)",200.0,3.255828,43389,43423
8020,"(0.000145, 5.192)","(0.000145, 8.58)",10.0,1.167767,9890,9924
8021,"(0.000115, 5.192)","(0.000115, 8.58)",20.0,1.343041,49922,49956
8022,"(6.2e-05, 5.192)","(6.2e-05, 8.58)",30.0,1.507814,13643,13677
8023,"(1.7e-05, 5.192)","(1.7e-05, 8.58)",40.0,1.624764,17952,17986
8024,"(0.000115, 5.192)","(0.000115, 8.58)",50.0,1.693884,49922,49956
8025,"(0.000223, 5.192)","(0.000223, 8.58)",60.0,1.711304,50200,50234
