,state,state_p,act,r_vel,s,s_p
4426,"(1e-06, 1.892)","(1e-06, 0.088)",70.0,1.008478,46377,46383
4427,"(2e-06, 1.892)","(2e-06, 0.088)",80.0,1.003478,37481,37487
4428,"(2e-06, 1.892)","(2e-06, 0.088)",90.0,0.998478,37481,37487
4429,"(2e-06, 1.892)","(2e-06, 0.088)",100.0,0.993478,37481,37487
4430,"(2e-06, 1.892)","(2e-06, 0.088)",110.0,0.988478,37481,37487
4431,"(2e-06, 1.892)","(2e-06, 0.088)",120.0,0.983478,37481,37487
4432,"(2e-06, 1.892)","(2e-06, 0.088)",130.0,0.978478,37481,37487
4433,"(2e-06, 1.892)","(2e-06, 0.088)",140.0,0.973478,37481,37487
4434,"(2e-06, 1.892)","(2e-06, 0.088)",150.0,0.968478,37481,37487
4435,"(2e-06, 1.892)","(2e-06, 0.088)",160.0,0.963478,37481,37487
4436,"(2e-06, 1.892)","(2e-06, 0.088)",170.0,0.958478,37481,37487
4437,"(2e-06, 1.892)","(2e-06, 0.088)",180.0,0.953478,37481,37487
4438,"(2e-06, 1.892)","(2e-06, 0.088)",190.0,0.948478,37481,37487
4439,"(2e-06, 1.892)","(2e-06, 0.088)",200.0,0.943478,37481,37487
4440,"(1e-06, 1.892)","(1e-06, 0.088)",10.0,1.081207,46377,46383
4441,"(1e-06, 1.892)","(1e-06, 0.088)",20.0,1.135455,46377,46383
4442,"(1e-06, 1.892)","(1e-06, 0.088)",30.0,1.173679,46377,46383
4443,"(1e-06, 1.892)","(1e-06, 0.088)",40.0,1.168679,46377,46383
4444,"(1e-06, 1.892)","(1e-06, 0.088)",50.0,1.163679,46377,46383
4445,"(1e-06, 1.892)","(1e-06, 0.088)",60.0,1.158679,46377,46383
4446,"(2e-06, 1.892)","(2e-06, 0.088)",70.0,1.153679,37481,37487
4447,"(2e-06, 1.892)","(2e-06, 0.088)",80.0,1.171538,37481,37487
4448,"(1e-06, 1.892)","(1e-06, 0.088)",90.0,1.166538,46377,46383
4449,"(1e-06, 1.892)","(1e-06, 0.088)",100.0,1.161538,46377,46383
4450,"(1e-06, 1.892)","(1e-06, 0.088)",110.0,1.156538,46377,46383
4451,"(2e-06, 1.892)","(2e-06, 0.088)",120.0,1.151538,37481,37487
4452,"(2e-06, 1.892)","(2e-06, 0.088)",130.0,1.146538,37481,37487
4453,"(2e-06, 1.892)","(2e-06, 0.088)",140.0,1.141538,37481,37487
4454,"(2e-06, 1.892)","(2e-06, 0.088)",150.0,1.136538,37481,37487
4455,"(2e-06, 1.892)","(2e-06, 0.088)",160.0,1.131538,37481,37487
4456,"(2e-06, 1.892)","(2e-06, 0.088)",170.0,1.126538,37481,37487
4457,"(2e-06, 1.892)","(2e-06, 0.088)",180.0,1.121538,37481,37487
4458,"(2e-06, 1.892)","(2e-06, 0.088)",190.0,1.116538,37481,37487
4459,"(2e-06, 1.892)","(2e-06, 0.088)",200.0,1.111538,37481,37487
4460,"(6e-05, 0.088)","(6e-05, 1.936)",10.0,1.166548,30537,30503
4461,"(6.9e-05, 0.088)","(6.9e-05, 1.936)",20.0,1.362549,7463,7429
4462,"(8e-05, 0.088)","(8e-05, 1.936)",30.0,1.594195,22892,22858
4463,"(9e-05, 0.088)","(9e-05, 1.936)",40.0,1.810065,46105,46071
4464,"(9.9e-05, 0.088)","(9.9e-05, 1.936)",50.0,2.018796,23309,23275
4465,"(0.000107, 0.088)","(0.000107, 1.936)",60.0,2.228065,8575,8541
4466,"(0.000111, 0.088)","(0.000111, 1.936)",70.0,2.358162,29147,29113
4467,"(0.000111, 0.088)","(0.000111, 1.936)",80.0,2.182222,29147,29113
4468,"(0.00011, 0.088)","(0.00011, 1.936)",90.0,2.029074,37765,37731
4469,"(0.000101, 0.088)","(0.000101, 1.936)",100.0,1.908042,5656,5622
4470,"(8.8e-05, 0.088)","(8.8e-05, 1.936)",110.0,1.799305,8019,7985
4471,"(7.4e-05, 0.088)","(7.4e-05, 1.936)",120.0,1.701006,19695,19661
4472,"(5.2e-05, 0.088)","(5.2e-05, 1.936)",130.0,1.611647,45132,45098
4473,"(5e-05, 0.088)","(5e-05, 1.936)",140.0,1.53,7046,7012
4474,"(5e-05, 0.088)","(5e-05, 1.936)",150.0,1.463462,7046,7012
4475,"(4.9e-05, 0.088)","(4.9e-05, 1.936)",160.0,1.401481,16081,16047
4476,"(4.9e-05, 0.088)","(4.9e-05, 1.936)",170.0,1.343571,16081,16047
4477,"(4.8e-05, 0.088)","(4.8e-05, 1.936)",180.0,1.28931,24699,24665
4478,"(4.8e-05, 0.088)","(4.8e-05, 1.936)",190.0,1.238333,24699,24665
4479,"(4.7e-05, 0.088)","(4.7e-05, 1.936)",200.0,1.196296,32900,32866
4500,"(6e-05, 0.088)","(6e-05, 1.936)",10.0,1.171471,30537,30503
4520,"(8e-06, 1.936)","(8e-06, 0.484)",10.0,1.068529,40511,40449
4521,"(6e-06, 1.936)","(6e-06, 0.484)",20.0,1.130625,2842,2780
4522,"(5e-06, 1.936)","(5e-06, 0.484)",30.0,1.181721,11877,11815
4523,"(3e-06, 1.936)","(3e-06, 0.484)",40.0,1.238621,28835,28773
4524,"(1e-06, 1.936)","(1e-06, 0.484)",50.0,1.278571,46349,46287
4525,"(1e-06, 1.936)","(1e-06, 0.484)",60.0,1.321852,46349,46287
4526,"(1e-06, 1.936)","(1e-06, 0.484)",70.0,1.342358,46349,46287
4527,"(1e-06, 1.936)","(1e-06, 0.484)",80.0,1.337358,46349,46287
4528,"(0.0, 1.936)","(0.0, 0.484)",90.0,1.332358,62,0
4529,"(2e-06, 1.936)","(2e-06, 0.484)",100.0,1.301852,37453,37391
4530,"(4e-06, 1.936)","(4e-06, 0.484)",110.0,1.296852,20634,20572
4531,"(6e-06, 1.936)","(6e-06, 0.484)",120.0,1.267273,2842,2780
4532,"(8e-06, 1.936)","(8e-06, 0.484)",130.0,1.262273,40511,40449
4533,"(1.1e-05, 1.936)","(1.1e-05, 0.484)",140.0,1.233571,14935,14873
4534,"(1.4e-05, 1.936)","(1.4e-05, 0.484)",150.0,1.205702,43847,43785
4535,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",160.0,1.178621,26472,26410
4536,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",170.0,1.152288,17993,17931
4537,"(1.8e-05, 1.936)","(1.8e-05, 0.484)",180.0,1.147288,9097,9035
4538,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",190.0,1.121667,17993,17931
4539,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",200.0,1.096721,26472,26410
4540,"(8e-06, 1.936)","(8e-06, 0.484)",10.0,1.112647,40511,40449
4541,"(6e-06, 1.936)","(6e-06, 0.484)",20.0,1.215806,2842,2780
4542,"(5e-06, 1.936)","(5e-06, 0.484)",30.0,1.318333,11877,11815
4543,"(3e-06, 1.936)","(3e-06, 0.484)",40.0,1.413962,28835,28773
4544,"(1e-06, 1.936)","(1e-06, 0.484)",50.0,1.495,46349,46287
4545,"(1e-06, 1.936)","(1e-06, 0.484)",60.0,1.52102,46349,46287
4546,"(1e-06, 1.936)","(1e-06, 0.484)",70.0,1.51602,46349,46287
4547,"(1e-06, 1.936)","(1e-06, 0.484)",80.0,1.51102,46349,46287
4548,"(0.0, 1.936)","(0.0, 0.484)",90.0,1.50602,62,0
4549,"(2e-06, 1.936)","(2e-06, 0.484)",100.0,1.50102,37453,37391
4550,"(4e-06, 1.936)","(4e-06, 0.484)",110.0,1.49602,20634,20572
4551,"(6e-06, 1.936)","(6e-06, 0.484)",120.0,1.49102,2842,2780
4552,"(8e-06, 1.936)","(8e-06, 0.484)",130.0,1.48602,40511,40449
4553,"(1.1e-05, 1.936)","(1.1e-05, 0.484)",140.0,1.48102,14935,14873
4554,"(1.4e-05, 1.936)","(1.4e-05, 0.484)",150.0,1.47602,43847,43785
4555,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",160.0,1.410196,26472,26410
4556,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",170.0,1.348962,17993,17931
4557,"(1.8e-05, 1.936)","(1.8e-05, 0.484)",180.0,1.267143,9097,9035
4558,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",190.0,1.215345,17993,17931
4559,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",200.0,1.166667,26472,26410
4560,"(8e-06, 1.936)","(8e-06, 0.484)",10.0,1.125137,40511,40449
4561,"(6e-06, 1.936)","(6e-06, 0.484)",20.0,1.279062,2842,2780
4562,"(5e-06, 1.936)","(5e-06, 0.484)",30.0,1.432368,11877,11815
4563,"(3e-06, 1.936)","(3e-06, 0.484)",40.0,1.48,28835,28773
4564,"(1e-06, 1.936)","(1e-06, 0.484)",50.0,1.475,46349,46287
4565,"(1e-06, 1.936)","(1e-06, 0.484)",60.0,1.47,46349,46287
4566,"(1e-06, 1.936)","(1e-06, 0.484)",70.0,1.465,46349,46287
4567,"(1e-06, 1.936)","(1e-06, 0.484)",80.0,1.46,46349,46287
4568,"(0.0, 1.936)","(0.0, 0.484)",90.0,1.455,62,0
4569,"(2e-06, 1.936)","(2e-06, 0.484)",100.0,1.45,37453,37391
4570,"(4e-06, 1.936)","(4e-06, 0.484)",110.0,1.445,20634,20572
4571,"(6e-06, 1.936)","(6e-06, 0.484)",120.0,1.44,2842,2780
4572,"(8e-06, 1.936)","(8e-06, 0.484)",130.0,1.435,40511,40449
4573,"(1.1e-05, 1.936)","(1.1e-05, 0.484)",140.0,1.43,14935,14873
4574,"(1.4e-05, 1.936)","(1.4e-05, 0.484)",150.0,1.425,43847,43785
4575,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",160.0,1.42,26472,26410
4576,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",170.0,1.415,17993,17931
4577,"(1.8e-05, 1.936)","(1.8e-05, 0.484)",180.0,1.41,9097,9035
4578,"(1.7e-05, 1.936)","(1.7e-05, 0.484)",190.0,1.405,17993,17931
4579,"(1.6e-05, 1.936)","(1.6e-05, 0.484)",200.0,1.4,26472,26410
4580,"(2.9e-05, 0.484)","(2.9e-05, 2.42)",10.0,1.104034,24047,24160
4581,"(3.1e-05, 0.484)","(3.1e-05, 2.42)",20.0,1.221834,6394,6507
4582,"(2.6e-05, 0.484)","(2.6e-05, 2.42)",30.0,1.354231,50318,50431
4583,"(1.8e-05, 0.484)","(1.8e-05, 2.42)",40.0,1.457178,9035,9148
4584,"(9e-06, 0.484)","(9e-06, 2.42)",50.0,1.557222,31692,31805
4585,"(1e-06, 0.484)","(1e-06, 2.42)",60.0,1.641362,46287,46400
4586,"(6e-06, 0.484)","(6e-06, 2.42)",70.0,1.644245,2780,2893
4587,"(1.2e-05, 0.484)","(1.2e-05, 2.42)",80.0,1.631362,5838,5951
4588,"(1.9e-05, 0.484)","(1.9e-05, 2.42)",90.0,1.595553,417,530
4589,"(2.5e-05, 0.484)","(2.5e-05, 2.42)",100.0,1.553604,3336,3449
4590,"(3e-05, 0.484)","(3e-05, 2.42)",110.0,1.499585,15429,15542
4591,"(3.4e-05, 0.484)","(3.4e-05, 2.42)",120.0,1.448475,35167,35280
4592,"(3.9e-05, 0.484)","(3.9e-05, 2.42)",130.0,1.400021,47399,47512
4593,"(4.2e-05, 0.484)","(4.2e-05, 2.42)",140.0,1.354,21684,21797
4594,"(4.4e-05, 0.484)","(4.4e-05, 2.42)",150.0,1.310214,4031,4144
4595,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",160.0,1.273612,41700,41813
4596,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",170.0,1.243358,41700,41813
4597,"(4.5e-05, 0.484)","(4.5e-05, 2.42)",180.0,1.204545,51013,51126
4598,"(4e-05, 0.484)","(4e-05, 2.42)",190.0,1.176429,38642,38755
4599,"(2.8e-05, 0.484)","(2.8e-05, 2.42)",200.0,1.149123,32248,32361
4600,"(2.9e-05, 0.484)","(2.9e-05, 2.42)",10.0,1.106801,24047,24160
4601,"(3.1e-05, 0.484)","(3.1e-05, 2.42)",20.0,1.224483,6394,6507
4602,"(2.6e-05, 0.484)","(2.6e-05, 2.42)",30.0,1.335943,50318,50431
4603,"(1.8e-05, 0.484)","(1.8e-05, 2.42)",40.0,1.465477,9035,9148
4604,"(9e-06, 0.484)","(9e-06, 2.42)",50.0,1.559071,31692,31805
4605,"(1e-06, 0.484)","(1e-06, 2.42)",60.0,1.612202,46287,46400
4606,"(6e-06, 0.484)","(6e-06, 2.42)",70.0,1.653679,2780,2893
4607,"(1.2e-05, 0.484)","(1.2e-05, 2.42)",80.0,1.640751,5838,5951
4608,"(1.9e-05, 0.484)","(1.9e-05, 2.42)",90.0,1.60477,417,530
4609,"(2.5e-05, 0.484)","(2.5e-05, 2.42)",100.0,1.548214,3336,3449
4610,"(3e-05, 0.484)","(3e-05, 2.42)",110.0,1.501522,15429,15542
4611,"(3.4e-05, 0.484)","(3.4e-05, 2.42)",120.0,1.456949,35167,35280
4612,"(3.9e-05, 0.484)","(3.9e-05, 2.42)",130.0,1.408251,47399,47512
4613,"(4.2e-05, 0.484)","(4.2e-05, 2.42)",140.0,1.362,21684,21797
4614,"(4.4e-05, 0.484)","(4.4e-05, 2.42)",150.0,1.323438,4031,4144
4615,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",160.0,1.276061,41700,41813
4616,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",170.0,1.245855,41700,41813
4617,"(4.5e-05, 0.484)","(4.5e-05, 2.42)",180.0,1.211818,51013,51126
4618,"(4e-05, 0.484)","(4e-05, 2.42)",190.0,1.179021,38642,38755
4619,"(2.8e-05, 0.484)","(2.8e-05, 2.42)",200.0,1.151748,32248,32361
4620,"(2.9e-05, 0.484)","(2.9e-05, 2.42)",10.0,1.106821,24047,24160
4621,"(3.1e-05, 0.484)","(3.1e-05, 2.42)",20.0,1.224043,6394,6507
4622,"(2.6e-05, 0.484)","(2.6e-05, 2.42)",30.0,1.333837,50318,50431
4623,"(1.8e-05, 0.484)","(1.8e-05, 2.42)",40.0,1.460851,9035,9148
4624,"(9e-06, 0.484)","(9e-06, 2.42)",50.0,1.549661,31692,31805
4625,"(1e-06, 0.484)","(1e-06, 2.42)",60.0,1.603803,46287,46400
4626,"(6e-06, 0.484)","(6e-06, 2.42)",70.0,1.630072,2780,2893
4627,"(1.2e-05, 0.484)","(1.2e-05, 2.42)",80.0,1.617143,5838,5951
4628,"(1.9e-05, 0.484)","(1.9e-05, 2.42)",90.0,1.573605,417,530
4629,"(2.5e-05, 0.484)","(2.5e-05, 2.42)",100.0,1.524661,3336,3449
4630,"(3e-05, 0.484)","(3e-05, 2.42)",110.0,1.471316,15429,15542
4631,"(3.4e-05, 0.484)","(3.4e-05, 2.42)",120.0,1.420851,35167,35280
4632,"(3.9e-05, 0.484)","(3.9e-05, 2.42)",130.0,1.373017,47399,47512
4633,"(4.2e-05, 0.484)","(4.2e-05, 2.42)",140.0,1.32759,21684,21797
4634,"(4.4e-05, 0.484)","(4.4e-05, 2.42)",150.0,1.289706,4031,4144
4635,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",160.0,1.253333,41700,41813
4636,"(4.6e-05, 0.484)","(4.6e-05, 2.42)",170.0,1.218371,41700,41813
4637,"(4.5e-05, 0.484)","(4.5e-05, 2.42)",180.0,1.184725,51013,51126
4638,"(4e-05, 0.484)","(4e-05, 2.42)",190.0,1.156799,38642,38755
4639,"(2.8e-05, 0.484)","(2.8e-05, 2.42)",200.0,1.125352,32248,32361
4640,"(2.9e-05, 2.42)","(2.9e-05, 1.1)",10.0,1.245794,24160,24167
4641,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",20.0,1.397143,32361,32368
4642,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",30.0,1.548492,32361,32368
4643,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",40.0,1.700524,32361,32368
4644,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",50.0,1.860167,32361,32368
4645,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",60.0,2.022083,32361,32368
4646,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",70.0,2.178483,41257,41264
4647,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",80.0,2.333494,41257,41264
4648,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",90.0,2.496935,41257,41264
4649,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",100.0,2.667241,41257,41264
4650,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",110.0,2.820912,50431,50438
4651,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",120.0,2.994264,50431,50438
4652,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",130.0,3.164508,50431,50438
4653,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",140.0,3.326552,50431,50438
4654,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",150.0,3.47455,3449,3456
4655,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",160.0,3.406726,3449,3456
4656,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",170.0,3.253983,3449,3456
4657,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",180.0,3.113252,12484,12491
4658,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",190.0,2.983125,12484,12491
4659,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",200.0,2.862406,12484,12491
4660,"(2.9e-05, 2.42)","(2.9e-05, 1.1)",10.0,1.191507,24160,24167
4661,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",20.0,1.336437,32361,32368
4662,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",30.0,1.482268,32361,32368
4663,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",40.0,1.630602,32361,32368
4664,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",50.0,1.783581,32361,32368
4665,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",60.0,1.934158,32361,32368
4666,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",70.0,2.089031,41257,41264
4667,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",80.0,2.243333,41257,41264
4668,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",90.0,2.401429,41257,41264
4669,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",100.0,2.559524,41257,41264
4670,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",110.0,2.712677,50431,50438
4671,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",120.0,2.870481,50431,50438
4672,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",130.0,3.031045,50431,50438
4673,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",140.0,3.191905,50431,50438
4674,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",150.0,3.35,3449,3456
4675,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",160.0,3.525263,3449,3456
4676,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",170.0,3.69431,3449,3456
4677,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",180.0,3.852446,12484,12491
4678,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",190.0,3.994552,12484,12491
4679,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",200.0,4.020301,12484,12491
4680,"(2.9e-05, 2.42)","(2.9e-05, 1.1)",10.0,1.262857,24160,24167
4681,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",20.0,1.421452,32361,32368
4682,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",30.0,1.576928,32361,32368
4683,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",40.0,1.737426,32361,32368
4684,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",50.0,1.893919,32361,32368
4685,"(2.8e-05, 2.42)","(2.8e-05, 1.1)",60.0,2.058235,32361,32368
4686,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",70.0,2.211835,41257,41264
4687,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",80.0,2.374966,41257,41264
4688,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",90.0,2.546241,41257,41264
4689,"(2.7e-05, 2.42)","(2.7e-05, 1.1)",100.0,2.701938,41257,41264
4690,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",110.0,2.878884,50431,50438
4691,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",120.0,3.054035,50431,50438
4692,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",130.0,3.222037,50431,50438
4693,"(2.6e-05, 2.42)","(2.6e-05, 1.1)",140.0,3.343462,50431,50438
4694,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",150.0,3.212037,3449,3456
4695,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",160.0,3.061593,3449,3456
4696,"(2.5e-05, 2.42)","(2.5e-05, 1.1)",170.0,2.923475,3449,3456
4697,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",180.0,2.796179,12484,12491
4698,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",190.0,2.678438,12484,12491
4699,"(2.4e-05, 2.42)","(2.4e-05, 1.1)",200.0,2.569173,12484,12491
4700,"(2.9e-05, 1.1)","(2.9e-05, 1.98)",10.0,1.151398,24167,24118
4701,"(2.2e-05, 1.1)","(2.2e-05, 1.98)",20.0,1.323333,29449,29400
4702,"(1.5e-05, 1.1)","(1.5e-05, 1.98)",30.0,1.491173,34731,34682
4703,"(9e-06, 1.1)","(9e-06, 1.98)",40.0,1.662759,31812,31763
4704,"(7e-06, 1.1)","(7e-06, 1.98)",50.0,1.809586,49743,49694
4705,"(9e-06, 1.1)","(9e-06, 1.98)",60.0,1.95374,31812,31763
4706,"(1.4e-05, 1.1)","(1.4e-05, 1.98)",70.0,1.998333,43905,43856
4707,"(2.1e-05, 1.1)","(2.1e-05, 1.98)",80.0,1.851473,38206,38157
4708,"(3.5e-05, 1.1)","(3.5e-05, 1.98)",90.0,1.723116,26947,26898
4709,"(5.2e-05, 1.1)","(5.2e-05, 1.98)",100.0,1.621233,45156,45107
4710,"(6.9e-05, 1.1)","(6.9e-05, 1.98)",110.0,1.519194,7487,7438
4711,"(9.2e-05, 1.1)","(9.2e-05, 1.98)",120.0,1.436933,28615,28566
4712,"(0.000112, 1.1)","(0.000112, 1.98)",130.0,1.361901,20970,20921
4713,"(0.000135, 1.1)","(0.000135, 1.98)",140.0,1.300787,41542,41493
4714,"(0.000155, 1.1)","(0.000155, 1.98)",150.0,1.236828,33202,33153
4715,"(0.000173, 1.1)","(0.000173, 1.98)",160.0,1.184249,42654,42605
4716,"(0.000192, 1.1)","(0.000192, 1.98)",170.0,1.135,43210,43161
4717,"(0.000204, 1.1)","(0.000204, 1.98)",180.0,1.088744,49604,49555
4718,"(0.000214, 1.1)","(0.000214, 1.98)",190.0,1.045187,17912,17863
4719,"(0.000219, 1.1)","(0.000219, 1.98)",200.0,1.009091,29310,29261
4720,"(2.9e-05, 1.1)","(2.9e-05, 1.98)",10.0,1.126148,24167,24118
4721,"(2.2e-05, 1.1)","(2.2e-05, 1.98)",20.0,1.259939,29449,29400
4722,"(1.5e-05, 1.1)","(1.5e-05, 1.98)",30.0,1.383649,34731,34682
4723,"(9e-06, 1.1)","(9e-06, 1.98)",40.0,1.502059,31812,31763
4724,"(7e-06, 1.1)","(7e-06, 1.98)",50.0,1.617857,49743,49694
4725,"(9e-06, 1.1)","(9e-06, 1.98)",60.0,1.709496,31812,31763
4726,"(1.4e-05, 1.1)","(1.4e-05, 1.98)",70.0,1.69,43905,43856
4727,"(2.1e-05, 1.1)","(2.1e-05, 1.98)",80.0,1.564651,38206,38157
4728,"(3.5e-05, 1.1)","(3.5e-05, 1.98)",90.0,1.455,26947,26898
4729,"(5.2e-05, 1.1)","(5.2e-05, 1.98)",100.0,1.367808,45156,45107
4730,"(6.9e-05, 1.1)","(6.9e-05, 1.98)",110.0,1.280484,7487,7438
4731,"(9.2e-05, 1.1)","(9.2e-05, 1.98)",120.0,1.209939,28615,28566
4732,"(0.000112, 1.1)","(0.000112, 1.98)",130.0,1.145526,20970,20921
4733,"(0.000135, 1.1)","(0.000135, 1.98)",140.0,1.092921,41542,41493
4734,"(0.000155, 1.1)","(0.000155, 1.98)",150.0,1.037903,33202,33153
4735,"(0.000173, 1.1)","(0.000173, 1.98)",160.0,0.992539,42654,42605
4736,"(0.000192, 1.1)","(0.000192, 1.98)",170.0,0.95,43210,43161
4737,"(0.000204, 1.1)","(0.000204, 1.98)",180.0,-0.09,49604,49555
4738,"(0.000214, 1.1)","(0.000214, 1.98)",190.0,-1.128816,17912,17863
4739,"(0.000219, 1.1)","(0.000219, 1.98)",200.0,-1.162802,29310,29261
4740,"(2.9e-05, 1.1)","(2.9e-05, 1.98)",10.0,1.137132,24167,24118
4741,"(2.2e-05, 1.1)","(2.2e-05, 1.98)",20.0,1.29814,29449,29400
4742,"(1.5e-05, 1.1)","(1.5e-05, 1.98)",30.0,1.446039,34731,34682
4743,"(9e-06, 1.1)","(9e-06, 1.98)",40.0,1.587143,31812,31763
4744,"(7e-06, 1.1)","(7e-06, 1.98)",50.0,1.719186,49743,49694
4745,"(9e-06, 1.1)","(9e-06, 1.98)",60.0,1.829504,31812,31763
4746,"(1.4e-05, 1.1)","(1.4e-05, 1.98)",70.0,1.84,43905,43856
4747,"(2.1e-05, 1.1)","(2.1e-05, 1.98)",80.0,1.704186,38206,38157
4748,"(3.5e-05, 1.1)","(3.5e-05, 1.98)",90.0,1.585435,26947,26898
4749,"(5.2e-05, 1.1)","(5.2e-05, 1.98)",100.0,1.491096,45156,45107
4750,"(6.9e-05, 1.1)","(6.9e-05, 1.98)",110.0,1.396613,7487,7438
4751,"(9.2e-05, 1.1)","(9.2e-05, 1.98)",120.0,1.320368,28615,28566
4752,"(0.000112, 1.1)","(0.000112, 1.98)",130.0,1.250789,20970,20921
4753,"(0.000135, 1.1)","(0.000135, 1.98)",140.0,1.194045,41542,41493
4754,"(0.000155, 1.1)","(0.000155, 1.98)",150.0,1.134677,33202,33153
4755,"(0.000173, 1.1)","(0.000173, 1.98)",160.0,1.085803,42654,42605
4756,"(0.000192, 1.1)","(0.000192, 1.98)",170.0,1.04,43210,43161
4757,"(0.000204, 1.1)","(0.000204, 1.98)",180.0,0.996957,49604,49555
4758,"(0.000214, 1.1)","(0.000214, 1.98)",190.0,0.956402,17912,17863
4759,"(0.000219, 1.1)","(0.000219, 1.98)",200.0,0.922727,29310,29261
4760,"(5.1e-05, 1.98)","(5.1e-05, 1.54)",10.0,1.127964,54003,53964
4761,"(5.7e-05, 1.98)","(5.7e-05, 1.54)",20.0,1.288413,1600,1561
4762,"(6.3e-05, 1.98)","(6.3e-05, 1.54)",30.0,1.435355,4519,4480
4763,"(6.8e-05, 1.98)","(6.8e-05, 1.54)",40.0,1.590236,16612,16573
4764,"(7e-05, 1.98)","(7e-05, 1.54)",50.0,1.745563,54559,54520
4765,"(6.9e-05, 1.98)","(6.9e-05, 1.54)",60.0,1.899245,7438,7399
4766,"(6.4e-05, 1.98)","(6.4e-05, 1.54)",70.0,2.062436,51640,51601
4767,"(5.9e-05, 1.98)","(5.9e-05, 1.54)",80.0,2.219669,39130,39091
4768,"(4.8e-05, 1.98)","(4.8e-05, 1.54)",90.0,2.360882,24674,24635
4769,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",100.0,2.300575,29956,29917
4770,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",110.0,2.229916,29956,29917
4771,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",120.0,2.138925,29956,29917
4772,"(4.1e-05, 1.98)","(4.1e-05, 1.54)",130.0,2.054171,29956,29917
4773,"(4e-05, 1.98)","(4e-05, 1.54)",140.0,1.985276,38713,38674
