s,a,r,sp
239,3,8.840026,230
239,4,8.963086,230
239,5,9.086146,230
239,6,9.209206,230
239,7,9.116627,229
239,8,9.016627,228
239,9,8.916627,226
239,10,8.816627,224
239,11,8.716627,223
239,12,8.616627,221
239,13,8.516627,219
239,14,8.416627,217
239,15,8.316627,215
239,16,8.216627,227
239,17,8.116627,227
239,18,8.016627,227
239,19,7.916627,227
239,20,7.816627,227
237,1,8.934819,229
237,2,8.834819,230
237,3,8.734819,230
237,4,8.634819,230
237,5,8.534819,230
237,6,8.434819,230
237,7,8.334819,229
237,8,8.234819,228
237,9,8.134819,226
237,10,8.034819,224
237,11,7.934819,223
237,12,7.834819,221
237,13,7.734819,219
237,14,7.634819,217
237,15,7.534819,215
237,16,7.434819,227
237,17,7.334819,227
237,18,7.234819,227
237,19,7.134819,227
237,20,7.034819,227
227,1,12.283608,229
227,2,17.660596,230
227,3,17.560596,230
227,4,17.460596,230
227,5,17.360596,230
227,6,17.260596,230
227,7,17.160596,229
227,8,17.060596,228
227,9,16.960596,226
227,10,16.860596,224
227,11,16.760596,223
227,12,15.239511,221
227,13,11.276345,219
227,14,8.935609,217
227,15,5.6213,215
