,state,state_p,act,r_vel
19329,"(9e-05, 4.664)","(0.000285, 3.608)",100.0,0.956645
19330,"(9e-05, 4.664)","(0.000276, 3.608)",110.0,-1.088003
19331,"(9e-05, 4.664)","(0.000255, 3.608)",120.0,-1.132607
19332,"(9e-05, 4.664)","(0.000223, 3.608)",130.0,-1.173911
19333,"(9e-05, 4.664)","(0.00018, 3.608)",140.0,-1.208614
19334,"(9e-05, 4.664)","(0.000116, 3.608)",150.0,-1.243317
19335,"(9e-05, 4.664)","(0.000111, 3.608)",160.0,-1.271419
19336,"(9e-05, 4.664)","(0.000111, 3.608)",170.0,-1.28962
19337,"(9e-05, 4.664)","(0.000111, 3.608)",180.0,-1.307822
19338,"(9e-05, 4.664)","(0.000111, 3.608)",190.0,-1.319422
19339,"(9e-05, 4.664)","(0.000111, 3.608)",200.0,-1.324422
19340,"(0.000111, 3.608)","(6e-06, 3.916)",10.0,-1.040714
19341,"(0.000111, 3.608)","(1.1e-05, 3.916)",20.0,-1.206429
19342,"(0.000111, 3.608)","(2.1e-05, 3.916)",30.0,-1.363214
19343,"(0.000111, 3.608)","(3.3e-05, 3.916)",40.0,-1.52
19344,"(0.000111, 3.608)","(4.3e-05, 3.916)",50.0,-1.658929
19345,"(0.000111, 3.608)","(5.2e-05, 3.916)",60.0,-1.797857
19346,"(0.000111, 3.608)","(5.8e-05, 3.916)",70.0,-1.918929
19347,"(0.000111, 3.608)","(6.5e-05, 3.916)",80.0,-2.04
19348,"(0.000111, 3.608)","(6.9e-05, 3.916)",90.0,-2.152143
19349,"(0.000111, 3.608)","(7.3e-05, 3.916)",100.0,-2.255357
19350,"(0.000111, 3.608)","(7.6e-05, 3.916)",110.0,-2.358571
19351,"(0.000111, 3.608)","(7.7e-05, 3.916)",120.0,-2.461786
19352,"(0.000111, 3.608)","(7.7e-05, 3.916)",130.0,-2.565
19353,"(0.000111, 3.608)","(7.4e-05, 3.916)",140.0,-2.659286
19354,"(0.000111, 3.608)","(6.9e-05, 3.916)",150.0,-2.753571
19355,"(0.000111, 3.608)","(5.6e-05, 3.916)",160.0,-2.838929
19356,"(0.000111, 3.608)","(2.8e-05, 3.916)",170.0,-2.924286
19357,"(0.000111, 3.608)","(2.1e-05, 3.916)",180.0,-3.009643
19358,"(0.000111, 3.608)","(7.6e-05, 3.916)",190.0,-3.077143
19359,"(0.000111, 3.608)","(0.000132, 3.916)",200.0,-3.153571
19360,"(0.000151, 3.608)","(6e-06, 3.916)",10.0,1.187982
19361,"(0.000151, 3.608)","(1.1e-05, 3.916)",20.0,1.401765
19362,"(0.000151, 3.608)","(2.1e-05, 3.916)",30.0,1.630161
19363,"(0.000151, 3.608)","(3.3e-05, 3.916)",40.0,1.877674
19364,"(0.000151, 3.608)","(4.3e-05, 3.916)",50.0,2.13373
19365,"(0.000151, 3.608)","(5.2e-05, 3.916)",60.0,2.030606
19366,"(0.000151, 3.608)","(5.8e-05, 3.916)",70.0,1.898649
19367,"(0.000151, 3.608)","(6.5e-05, 3.916)",80.0,1.781429
19368,"(0.000151, 3.608)","(6.9e-05, 3.916)",90.0,1.683814
19369,"(0.000151, 3.608)","(7.3e-05, 3.916)",100.0,1.601822
19370,"(0.000151, 3.608)","(7.6e-05, 3.916)",110.0,1.526395
19371,"(0.000151, 3.608)","(7.7e-05, 3.916)",120.0,1.456729
19372,"(0.000151, 3.608)","(7.7e-05, 3.916)",130.0,1.392143
19373,"(0.000151, 3.608)","(7.4e-05, 3.916)",140.0,1.336897
19374,"(0.000151, 3.608)","(6.9e-05, 3.916)",150.0,1.285
19375,"(0.000151, 3.608)","(5.6e-05, 3.916)",160.0,1.240388
19376,"(0.000151, 3.608)","(2.8e-05, 3.916)",170.0,1.198019
19377,"(0.000151, 3.608)","(2.1e-05, 3.916)",180.0,1.157706
19378,"(0.000151, 3.608)","(7.6e-05, 3.916)",190.0,1.126557
19379,"(0.000151, 3.608)","(0.000132, 3.916)",200.0,1.092982
19400,"(6.9e-05, 3.916)","(4.1e-05, 3.564)",10.0,1.124393
19401,"(6.9e-05, 3.916)","(4e-05, 3.564)",20.0,1.266173
19402,"(6.9e-05, 3.916)","(5.6e-05, 3.564)",30.0,1.442732
19403,"(6.9e-05, 3.916)","(7.9e-05, 3.564)",40.0,1.597849
19404,"(6.9e-05, 3.916)","(0.000107, 3.564)",50.0,1.755856
19405,"(6.9e-05, 3.916)","(0.000134, 3.564)",60.0,1.917658
19406,"(6.9e-05, 3.916)","(0.000166, 3.564)",70.0,2.056716
19407,"(6.9e-05, 3.916)","(0.000194, 3.564)",80.0,2.095952
19408,"(6.9e-05, 3.916)","(0.000221, 3.564)",90.0,2.084518
19409,"(6.9e-05, 3.916)","(0.000245, 3.564)",100.0,2.047923
19410,"(6.9e-05, 3.916)","(0.000268, 3.564)",110.0,2.000233
19411,"(6.9e-05, 3.916)","(0.000285, 3.564)",120.0,1.977464
19412,"(6.9e-05, 3.916)","(0.000295, 3.564)",130.0,1.937833
19413,"(6.9e-05, 3.916)","(0.0003, 3.564)",140.0,1.910392
19414,"(6.9e-05, 3.916)","(0.000292, 3.564)",150.0,1.883449
19415,"(6.9e-05, 3.916)","(0.000273, 3.564)",160.0,1.846431
19416,"(6.9e-05, 3.916)","(0.000243, 3.564)",170.0,1.836196
19417,"(6.9e-05, 3.916)","(0.000202, 3.564)",180.0,1.831196
19418,"(6.9e-05, 3.916)","(0.000139, 3.564)",190.0,1.81066
19419,"(6.9e-05, 3.916)","(8.8e-05, 3.564)",200.0,1.810811
19420,"(7.6e-05, 3.916)","(4.1e-05, 3.564)",10.0,1.122874
19421,"(7.6e-05, 3.916)","(4e-05, 3.564)",20.0,1.266423
19422,"(7.6e-05, 3.916)","(5.6e-05, 3.564)",30.0,1.438704
19423,"(7.6e-05, 3.916)","(7.9e-05, 3.564)",40.0,1.595226
19424,"(7.6e-05, 3.916)","(0.000107, 3.564)",50.0,1.751018
19425,"(7.6e-05, 3.916)","(0.000134, 3.564)",60.0,1.908272
19426,"(7.6e-05, 3.916)","(0.000166, 3.564)",70.0,2.075215
19427,"(7.6e-05, 3.916)","(0.000194, 3.564)",80.0,2.209284
19428,"(7.6e-05, 3.916)","(0.000221, 3.564)",90.0,2.217248
19429,"(7.6e-05, 3.916)","(0.000245, 3.564)",100.0,2.186467
19430,"(7.6e-05, 3.916)","(0.000268, 3.564)",110.0,2.175114
19431,"(7.6e-05, 3.916)","(0.000285, 3.564)",120.0,2.12663
19432,"(7.6e-05, 3.916)","(0.000295, 3.564)",130.0,2.091593
19433,"(7.6e-05, 3.916)","(0.0003, 3.564)",140.0,2.063152
19434,"(7.6e-05, 3.916)","(0.000292, 3.564)",150.0,2.058152
19435,"(7.6e-05, 3.916)","(0.000273, 3.564)",160.0,2.041622
19436,"(7.6e-05, 3.916)","(0.000243, 3.564)",170.0,2.030903
19437,"(7.6e-05, 3.916)","(0.000202, 3.564)",180.0,2.00893
19438,"(7.6e-05, 3.916)","(0.000139, 3.564)",190.0,2.009558
19439,"(7.6e-05, 3.916)","(8.8e-05, 3.564)",200.0,2.015903
19440,"(2.8e-05, 3.916)","(4.1e-05, 3.564)",10.0,1.129036
19441,"(2.8e-05, 3.916)","(4e-05, 3.564)",20.0,1.277179
19442,"(2.8e-05, 3.916)","(5.6e-05, 3.564)",30.0,1.44148
19443,"(2.8e-05, 3.916)","(7.9e-05, 3.564)",40.0,1.59588
19444,"(2.8e-05, 3.916)","(0.000107, 3.564)",50.0,1.755142
19445,"(2.8e-05, 3.916)","(0.000134, 3.564)",60.0,1.915736
19446,"(2.8e-05, 3.916)","(0.000166, 3.564)",70.0,2.074244
19447,"(2.8e-05, 3.916)","(0.000194, 3.564)",80.0,2.181239
19448,"(2.8e-05, 3.916)","(0.000221, 3.564)",90.0,2.169706
19449,"(2.8e-05, 3.916)","(0.000245, 3.564)",100.0,2.132609
19450,"(2.8e-05, 3.916)","(0.000268, 3.564)",110.0,2.115029
19451,"(2.8e-05, 3.916)","(0.000285, 3.564)",120.0,2.067119
19452,"(2.8e-05, 3.916)","(0.000295, 3.564)",130.0,2.026667
19453,"(2.8e-05, 3.916)","(0.0003, 3.564)",140.0,2.015873
19454,"(2.8e-05, 3.916)","(0.000292, 3.564)",150.0,1.988014
19455,"(2.8e-05, 3.916)","(0.000273, 3.564)",160.0,1.971771
19456,"(2.8e-05, 3.916)","(0.000243, 3.564)",170.0,1.939194
19457,"(2.8e-05, 3.916)","(0.000202, 3.564)",180.0,1.934194
19458,"(2.8e-05, 3.916)","(0.000139, 3.564)",190.0,1.929194
19459,"(2.8e-05, 3.916)","(8.8e-05, 3.564)",200.0,1.935135
19460,"(4.1e-05, 3.564)","(1.7e-05, 4.884)",10.0,1.172711
19461,"(4.1e-05, 3.564)","(2e-06, 4.884)",20.0,1.366761
19462,"(4.1e-05, 3.564)","(1.9e-05, 4.884)",30.0,1.567996
19463,"(4.1e-05, 3.564)","(2.8e-05, 4.884)",40.0,1.773578
19464,"(4.1e-05, 3.564)","(3.1e-05, 4.884)",50.0,1.980128
19465,"(4.1e-05, 3.564)","(2.8e-05, 4.884)",60.0,1.964898
19466,"(4.1e-05, 3.564)","(2.1e-05, 4.884)",70.0,1.835813
19467,"(4.1e-05, 3.564)","(2e-06, 4.884)",80.0,1.729231
19468,"(4.1e-05, 3.564)","(1.8e-05, 4.884)",90.0,1.633112
19469,"(4.1e-05, 3.564)","(4.4e-05, 4.884)",100.0,1.545918
19470,"(4.1e-05, 3.564)","(7.9e-05, 4.884)",110.0,1.472344
19471,"(4.1e-05, 3.564)","(0.000111, 4.884)",120.0,1.404419
19472,"(4.1e-05, 3.564)","(0.000145, 4.884)",130.0,1.346552
19473,"(4.1e-05, 3.564)","(0.000186, 4.884)",140.0,1.292369
19474,"(4.1e-05, 3.564)","(0.000221, 4.884)",150.0,1.241498
19475,"(4.1e-05, 3.564)","(0.000258, 4.884)",160.0,1.197778
19476,"(4.1e-05, 3.564)","(0.00029, 4.884)",170.0,1.15627
19477,"(4.1e-05, 3.564)","(0.000315, 4.884)",180.0,1.11679
19478,"(4.1e-05, 3.564)","(0.00033, 4.884)",190.0,1.082711
19479,"(4.1e-05, 3.564)","(0.000335, 4.884)",200.0,1.053392
19480,"(0.000292, 3.564)","(1.7e-05, 4.884)",10.0,1.053621
19481,"(0.000292, 3.564)","(2e-06, 4.884)",20.0,1.048621
19482,"(0.000292, 3.564)","(1.9e-05, 4.884)",30.0,1.043621
19483,"(0.000292, 3.564)","(2.8e-05, 4.884)",40.0,1.038621
19484,"(0.000292, 3.564)","(3.1e-05, 4.884)",50.0,1.033621
19485,"(0.000292, 3.564)","(2.8e-05, 4.884)",60.0,1.028621
19486,"(0.000292, 3.564)","(2.1e-05, 4.884)",70.0,1.023621
19487,"(0.000292, 3.564)","(2e-06, 4.884)",80.0,1.018621
19488,"(0.000292, 3.564)","(1.8e-05, 4.884)",90.0,1.013621
19489,"(0.000292, 3.564)","(4.4e-05, 4.884)",100.0,1.008621
19490,"(0.000292, 3.564)","(7.9e-05, 4.884)",110.0,1.003621
19491,"(0.000292, 3.564)","(0.000111, 4.884)",120.0,0.998621
19492,"(0.000292, 3.564)","(0.000145, 4.884)",130.0,0.993621
19493,"(0.000292, 3.564)","(0.000186, 4.884)",140.0,0.988621
19494,"(0.000292, 3.564)","(0.000221, 4.884)",150.0,0.95867
19495,"(0.000292, 3.564)","(0.000258, 4.884)",160.0,0.923268
19496,"(0.000292, 3.564)","(0.00029, 4.884)",170.0,-1.111059
19497,"(0.000292, 3.564)","(0.000315, 4.884)",180.0,-1.145375
19498,"(0.000292, 3.564)","(0.00033, 4.884)",190.0,-1.176433
19499,"(0.000292, 3.564)","(0.000335, 4.884)",200.0,-1.204235
19500,"(7.9e-05, 3.564)","(1.7e-05, 4.884)",10.0,1.193939
19501,"(7.9e-05, 3.564)","(2e-06, 4.884)",20.0,1.42038
19502,"(7.9e-05, 3.564)","(1.9e-05, 4.884)",30.0,1.665297
19503,"(7.9e-05, 3.564)","(2.8e-05, 4.884)",40.0,1.93671
19504,"(7.9e-05, 3.564)","(3.1e-05, 4.884)",50.0,2.190686
19505,"(7.9e-05, 3.564)","(2.8e-05, 4.884)",60.0,2.276122
19506,"(7.9e-05, 3.564)","(2.1e-05, 4.884)",70.0,2.127679
19507,"(7.9e-05, 3.564)","(2e-06, 4.884)",80.0,2.005249
19508,"(7.9e-05, 3.564)","(1.8e-05, 4.884)",90.0,1.894914
19509,"(7.9e-05, 3.564)","(4.4e-05, 4.884)",100.0,1.794898
19510,"(7.9e-05, 3.564)","(7.9e-05, 4.884)",110.0,1.710625
19511,"(7.9e-05, 3.564)","(0.000111, 4.884)",120.0,1.632884
19512,"(7.9e-05, 3.564)","(0.000145, 4.884)",130.0,1.566769
19513,"(7.9e-05, 3.564)","(0.000186, 4.884)",140.0,1.504913
19514,"(7.9e-05, 3.564)","(0.000221, 4.884)",150.0,1.446886
19515,"(7.9e-05, 3.564)","(0.000258, 4.884)",160.0,1.397124
19516,"(7.9e-05, 3.564)","(0.00029, 4.884)",170.0,1.349921
19517,"(7.9e-05, 3.564)","(0.000315, 4.884)",180.0,1.305062
19518,"(7.9e-05, 3.564)","(0.00033, 4.884)",190.0,1.266446
19519,"(7.9e-05, 3.564)","(0.000335, 4.884)",200.0,1.233333
19520,"(2.8e-05, 4.884)","(0.000105, 5.852)",10.0,1.097041
19521,"(2.8e-05, 4.884)","(9.4e-05, 5.852)",20.0,1.202245
19522,"(2.8e-05, 4.884)","(9.3e-05, 5.852)",30.0,1.305
19523,"(2.8e-05, 4.884)","(9.4e-05, 5.852)",40.0,1.418257
19524,"(2.8e-05, 4.884)","(9.7e-05, 5.852)",50.0,1.509884
19525,"(2.8e-05, 4.884)","(0.0001, 5.852)",60.0,1.571078
19526,"(2.8e-05, 4.884)","(0.000103, 5.852)",70.0,1.592397
19527,"(2.8e-05, 4.884)","(0.000107, 5.852)",80.0,1.614596
19528,"(2.8e-05, 4.884)","(0.00011, 5.852)",90.0,1.614218
19529,"(2.8e-05, 4.884)","(0.000113, 5.852)",100.0,1.6
19530,"(2.8e-05, 4.884)","(0.000117, 5.852)",110.0,1.581364
19531,"(2.8e-05, 4.884)","(0.000119, 5.852)",120.0,1.562951
19532,"(2.8e-05, 4.884)","(0.000122, 5.852)",130.0,1.544756
19533,"(2.8e-05, 4.884)","(0.000124, 5.852)",140.0,1.535405
19534,"(2.8e-05, 4.884)","(0.000125, 5.852)",150.0,1.509
19535,"(2.8e-05, 4.884)","(0.000125, 5.852)",160.0,1.504
19536,"(2.8e-05, 4.884)","(0.000124, 5.852)",170.0,1.503235
19537,"(2.8e-05, 4.884)","(0.000122, 5.852)",180.0,1.502493
19538,"(2.8e-05, 4.884)","(0.00012, 5.852)",190.0,1.501774
19539,"(2.8e-05, 4.884)","(0.000117, 5.852)",200.0,1.505405
19540,"(8.4e-05, 4.884)","(0.000105, 5.852)",10.0,1.079507
19541,"(8.4e-05, 4.884)","(9.4e-05, 5.852)",20.0,1.154147
19542,"(8.4e-05, 4.884)","(9.3e-05, 5.852)",30.0,1.229804
19543,"(8.4e-05, 4.884)","(9.4e-05, 5.852)",40.0,1.320796
19544,"(8.4e-05, 4.884)","(9.7e-05, 5.852)",50.0,1.375
19545,"(8.4e-05, 4.884)","(0.0001, 5.852)",60.0,1.403511
19546,"(8.4e-05, 4.884)","(0.000103, 5.852)",70.0,1.433665
19547,"(8.4e-05, 4.884)","(0.000107, 5.852)",80.0,1.444848
19548,"(8.4e-05, 4.884)","(0.00011, 5.852)",90.0,1.44395
19549,"(8.4e-05, 4.884)","(0.000113, 5.852)",100.0,1.447222
19550,"(8.4e-05, 4.884)","(0.000117, 5.852)",110.0,1.429848
19551,"(8.4e-05, 4.884)","(0.000119, 5.852)",120.0,1.424848
19552,"(8.4e-05, 4.884)","(0.000122, 5.852)",130.0,1.403665
19553,"(8.4e-05, 4.884)","(0.000124, 5.852)",140.0,1.386757
19554,"(8.4e-05, 4.884)","(0.000125, 5.852)",150.0,1.385705
19555,"(8.4e-05, 4.884)","(0.000125, 5.852)",160.0,1.368925
19556,"(8.4e-05, 4.884)","(0.000124, 5.852)",170.0,1.36004
19557,"(8.4e-05, 4.884)","(0.000122, 5.852)",180.0,1.358925
19558,"(8.4e-05, 4.884)","(0.00012, 5.852)",190.0,1.353925
19559,"(8.4e-05, 4.884)","(0.000117, 5.852)",200.0,1.356757
19560,"(2.8e-05, 4.884)","(0.000105, 5.852)",10.0,1.087184
19561,"(2.8e-05, 4.884)","(9.4e-05, 5.852)",20.0,1.179956
19562,"(2.8e-05, 4.884)","(9.3e-05, 5.852)",30.0,1.285716
19563,"(2.8e-05, 4.884)","(9.4e-05, 5.852)",40.0,1.363249
19564,"(2.8e-05, 4.884)","(9.7e-05, 5.852)",50.0,1.440054
19565,"(2.8e-05, 4.884)","(0.0001, 5.852)",60.0,1.488106
19566,"(2.8e-05, 4.884)","(0.000103, 5.852)",70.0,1.504548
19567,"(2.8e-05, 4.884)","(0.000107, 5.852)",80.0,1.499548
19568,"(2.8e-05, 4.884)","(0.00011, 5.852)",90.0,1.498909
19569,"(2.8e-05, 4.884)","(0.000113, 5.852)",100.0,1.489548
19570,"(2.8e-05, 4.884)","(0.000117, 5.852)",110.0,1.458889
19571,"(2.8e-05, 4.884)","(0.000119, 5.852)",120.0,1.441377
19572,"(2.8e-05, 4.884)","(0.000122, 5.852)",130.0,1.428151
19573,"(2.8e-05, 4.884)","(0.000124, 5.852)",140.0,1.402973
19574,"(2.8e-05, 4.884)","(0.000125, 5.852)",150.0,1.397973
19575,"(2.8e-05, 4.884)","(0.000125, 5.852)",160.0,1.392973
19576,"(2.8e-05, 4.884)","(0.000124, 5.852)",170.0,1.380054
19577,"(2.8e-05, 4.884)","(0.000122, 5.852)",180.0,1.375054
19578,"(2.8e-05, 4.884)","(0.00012, 5.852)",190.0,1.370054
19579,"(2.8e-05, 4.884)","(0.000117, 5.852)",200.0,1.372973
19580,"(0.000125, 5.852)","(5.6e-05, 3.872)",10.0,1.284425
19581,"(0.000125, 5.852)","(7.9e-05, 3.872)",20.0,1.629151
19582,"(0.000125, 5.852)","(0.000105, 3.872)",30.0,2.011239
19583,"(0.000125, 5.852)","(0.000135, 3.872)",40.0,2.427183
19584,"(0.000125, 5.852)","(0.00017, 3.872)",50.0,2.44831
19585,"(0.000125, 5.852)","(0.000209, 3.872)",60.0,2.302215
19586,"(0.000125, 5.852)","(0.00025, 3.872)",70.0,2.171349
19587,"(0.000125, 5.852)","(0.00029, 3.872)",80.0,2.078902
19588,"(0.000125, 5.852)","(0.000325, 3.872)",90.0,1.999118
19589,"(0.000125, 5.852)","(0.000351, 3.872)",100.0,1.918839
19590,"(0.000125, 5.852)","(0.00036, 3.872)",110.0,1.854341
19591,"(0.000125, 5.852)","(0.000357, 3.872)",120.0,1.803271
19592,"(0.000125, 5.852)","(0.000328, 3.872)",130.0,1.778501
19593,"(0.000125, 5.852)","(0.00029, 3.872)",140.0,1.758947
19594,"(0.000125, 5.852)","(0.000224, 3.872)",150.0,1.753947
19595,"(0.000125, 5.852)","(0.000158, 3.872)",160.0,1.763501
19596,"(0.000125, 5.852)","(0.000124, 3.872)",170.0,1.78328
19597,"(0.000125, 5.852)","(0.000122, 3.872)",180.0,1.793469
19598,"(0.000125, 5.852)","(0.000121, 3.872)",190.0,1.798733
19599,"(0.000125, 5.852)","(0.000118, 3.872)",200.0,1.788587
19600,"(0.000125, 5.852)","(5.6e-05, 3.872)",10.0,1.289011
19601,"(0.000125, 5.852)","(7.9e-05, 3.872)",20.0,1.636651
19602,"(0.000125, 5.852)","(0.000105, 3.872)",30.0,2.039755
19603,"(0.000125, 5.852)","(0.000135, 3.872)",40.0,2.464321
19604,"(0.000125, 5.852)","(0.00017, 3.872)",50.0,2.503369
19605,"(0.000125, 5.852)","(0.000209, 3.872)",60.0,2.354615
19606,"(0.000125, 5.852)","(0.00025, 3.872)",70.0,2.221329
19607,"(0.000125, 5.852)","(0.00029, 3.872)",80.0,2.127173
19608,"(0.000125, 5.852)","(0.000325, 3.872)",90.0,2.052059
19609,"(0.000125, 5.852)","(0.000351, 3.872)",100.0,1.96983
19610,"(0.000125, 5.852)","(0.00036, 3.872)",110.0,1.903791
19611,"(0.000125, 5.852)","(0.000357, 3.872)",120.0,1.851528
19612,"(0.000125, 5.852)","(0.000328, 3.872)",130.0,1.826247
19613,"(0.000125, 5.852)","(0.00029, 3.872)",140.0,1.806316
19614,"(0.000125, 5.852)","(0.000224, 3.872)",150.0,1.801316
19615,"(0.000125, 5.852)","(0.000158, 3.872)",160.0,1.811247
19616,"(0.000125, 5.852)","(0.000124, 3.872)",170.0,1.831667
19617,"(0.000125, 5.852)","(0.000122, 3.872)",180.0,1.837027
19618,"(0.000125, 5.852)","(0.000121, 3.872)",190.0,1.8425
19619,"(0.000125, 5.852)","(0.000118, 3.872)",200.0,1.848087
19620,"(9.4e-05, 5.852)","(5.6e-05, 3.872)",10.0,1.209106
19621,"(9.4e-05, 5.852)","(7.9e-05, 3.872)",20.0,1.428806
19622,"(9.4e-05, 5.852)","(0.000105, 3.872)",30.0,1.664443
19623,"(9.4e-05, 5.852)","(0.000135, 3.872)",40.0,1.805758
19624,"(9.4e-05, 5.852)","(0.00017, 3.872)",50.0,1.773507
19625,"(9.4e-05, 5.852)","(0.000209, 3.872)",60.0,1.632069
19626,"(9.4e-05, 5.852)","(0.00025, 3.872)",70.0,1.524871
19627,"(9.4e-05, 5.852)","(0.00029, 3.872)",80.0,1.438528
19628,"(9.4e-05, 5.852)","(0.000325, 3.872)",90.0,1.372647
19629,"(9.4e-05, 5.852)","(0.000351, 3.872)",100.0,1.315439
19630,"(9.4e-05, 5.852)","(0.00036, 3.872)",110.0,1.269176
19631,"(9.4e-05, 5.852)","(0.000357, 3.872)",120.0,1.232225
19632,"(9.4e-05, 5.852)","(0.000328, 3.872)",130.0,1.210132
19633,"(9.4e-05, 5.852)","(0.00029, 3.872)",140.0,1.198421
19634,"(9.4e-05, 5.852)","(0.000224, 3.872)",150.0,1.193421
19635,"(9.4e-05, 5.852)","(0.000158, 3.872)",160.0,1.198515
19636,"(9.4e-05, 5.852)","(0.000124, 3.872)",170.0,1.210699
19637,"(9.4e-05, 5.852)","(0.000122, 3.872)",180.0,1.216233
19638,"(9.4e-05, 5.852)","(0.000121, 3.872)",190.0,1.229176
19639,"(9.4e-05, 5.852)","(0.000118, 3.872)",200.0,1.227824
19640,"(0.0001, 3.872)","(9.6e-05, 3.168)",10.0,1.102209
19641,"(0.0001, 3.872)","(0.000122, 3.168)",20.0,1.217459
19642,"(0.0001, 3.872)","(0.000153, 3.168)",30.0,1.358853
19643,"(0.0001, 3.872)","(0.000179, 3.168)",40.0,1.47005
19644,"(0.0001, 3.872)","(0.000198, 3.168)",50.0,1.589555
19645,"(0.0001, 3.872)","(0.00021, 3.168)",60.0,1.671705
19646,"(0.0001, 3.872)","(0.000215, 3.168)",70.0,1.742448
19647,"(0.0001, 3.872)","(0.000215, 3.168)",80.0,1.769668
19648,"(0.0001, 3.872)","(0.000209, 3.168)",90.0,1.764668
19649,"(0.0001, 3.872)","(0.000197, 3.168)",100.0,1.732738
19650,"(0.0001, 3.872)","(0.000172, 3.168)",110.0,1.722448
19651,"(0.0001, 3.872)","(0.000146, 3.168)",120.0,1.681279
19652,"(0.0001, 3.872)","(0.000106, 3.168)",130.0,1.651332
19653,"(0.0001, 3.872)","(9.4e-05, 3.168)",140.0,1.631705
19654,"(0.0001, 3.872)","(9.4e-05, 3.168)",150.0,1.607584
19655,"(0.0001, 3.872)","(9.4e-05, 3.168)",160.0,1.583889
19656,"(0.0001, 3.872)","(9.4e-05, 3.168)",170.0,1.565138
19657,"(0.0001, 3.872)","(9.4e-05, 3.168)",180.0,1.546612
19658,"(0.0001, 3.872)","(9.4e-05, 3.168)",190.0,1.537153
19659,"(0.0001, 3.872)","(9.4e-05, 3.168)",200.0,1.527717
19660,"(0.000122, 3.872)","(9.7e-05, 3.168)",10.0,1.019138
19661,"(0.000122, 3.872)","(0.000122, 3.168)",20.0,1.032105
19662,"(0.000122, 3.872)","(0.000153, 3.168)",30.0,1.045714
19663,"(0.000122, 3.872)","(0.000179, 3.168)",40.0,1.056087
19664,"(0.000122, 3.872)","(0.000198, 3.168)",50.0,1.062912
19665,"(0.000122, 3.872)","(0.00021, 3.168)",60.0,1.065941
19666,"(0.000122, 3.872)","(0.000215, 3.168)",70.0,1.065
19667,"(0.000122, 3.872)","(0.000215, 3.168)",80.0,1.068209
19668,"(0.000122, 3.872)","(0.000209, 3.168)",90.0,1.071541
19669,"(0.000122, 3.872)","(0.000197, 3.168)",100.0,1.087931
19670,"(0.000122, 3.872)","(0.000172, 3.168)",110.0,1.032912
19671,"(0.000122, 3.872)","(0.000146, 3.168)",120.0,0.985775
19672,"(0.000122, 3.872)","(0.000106, 3.168)",130.0,0.94178
19673,"(0.000122, 3.872)","(9.4e-05, 3.168)",140.0,-1.096936
19674,"(0.000122, 3.872)","(9.4e-05, 3.168)",150.0,-1.135606
19675,"(0.000122, 3.872)","(9.4e-05, 3.168)",160.0,-1.170909
19676,"(0.000122, 3.872)","(9.4e-05, 3.168)",170.0,-1.206212
19677,"(0.000122, 3.872)","(9.4e-05, 3.168)",180.0,-1.238148
19678,"(0.000122, 3.872)","(9.4e-05, 3.168)",190.0,-1.266717
19679,"(0.000122, 3.872)","(9.4e-05, 3.168)",200.0,-1.291919
19680,"(0.000121, 3.872)","(9.7e-05, 3.168)",10.0,1.026469
19681,"(0.000121, 3.872)","(0.000122, 3.168)",20.0,1.047348
19682,"(0.000121, 3.872)","(0.000153, 3.168)",30.0,1.073561
19683,"(0.000121, 3.872)","(0.000179, 3.168)",40.0,1.089023
19684,"(0.000121, 3.872)","(0.000198, 3.168)",50.0,1.105268
19685,"(0.000121, 3.872)","(0.00021, 3.168)",60.0,1.131417
19686,"(0.000121, 3.872)","(0.000215, 3.168)",70.0,1.145
19687,"(0.000121, 3.872)","(0.000215, 3.168)",80.0,1.173992
19688,"(0.000121, 3.872)","(0.000209, 3.168)",90.0,1.135
19689,"(0.000121, 3.872)","(0.000197, 3.168)",100.0,1.080268
19690,"(0.000121, 3.872)","(0.000172, 3.168)",110.0,1.025586
19691,"(0.000121, 3.872)","(0.000146, 3.168)",120.0,0.978732
19692,"(0.000121, 3.872)","(0.000106, 3.168)",130.0,-0.065
19693,"(0.000121, 3.872)","(9.4e-05, 3.168)",140.0,-1.103898
19694,"(0.000121, 3.872)","(9.4e-05, 3.168)",150.0,-1.142797
19695,"(0.000121, 3.872)","(9.4e-05, 3.168)",160.0,-1.178305
19696,"(0.000121, 3.872)","(9.4e-05, 3.168)",170.0,-1.213814
19697,"(0.000121, 3.872)","(9.4e-05, 3.168)",180.0,-1.245932
19698,"(0.000121, 3.872)","(9.4e-05, 3.168)",190.0,-1.274661
19699,"(0.000121, 3.872)","(9.4e-05, 3.168)",200.0,-1.3
19700,"(9.4e-05, 3.168)","(2.6e-05, 2.86)",10.0,-1.100745
19701,"(9.4e-05, 3.168)","(1.1e-05, 2.86)",20.0,-1.254681
19702,"(9.4e-05, 3.168)","(4e-06, 2.86)",30.0,-1.419255
19703,"(9.4e-05, 3.168)","(1.3e-05, 2.86)",40.0,-1.58383
19704,"(9.4e-05, 3.168)","(1.8e-05, 2.86)",50.0,-1.737766
19705,"(9.4e-05, 3.168)","(1.6e-05, 2.86)",60.0,-1.891702
19706,"(9.4e-05, 3.168)","(7e-06, 2.86)",70.0,-2.024362
19707,"(9.4e-05, 3.168)","(1e-05, 2.86)",80.0,-2.16766
