,state,state_p,act,r_disp
9559,"(1.4e-05, 4.972)","(2.8e-05, 4.268)",200.0,-1.167797
9560,"(3.3e-05, 4.972)","(9e-05, 4.268)",10.0,1.02424
9561,"(3.3e-05, 4.972)","(9.2e-05, 4.268)",20.0,1.050241
9562,"(3.3e-05, 4.972)","(9e-05, 4.268)",30.0,1.078168
9563,"(3.3e-05, 4.972)","(8.5e-05, 4.268)",40.0,1.101019
9564,"(3.3e-05, 4.972)","(8e-05, 4.268)",50.0,1.117857
9565,"(3.3e-05, 4.972)","(7.3e-05, 4.268)",60.0,1.135563
9566,"(3.3e-05, 4.972)","(6.6e-05, 4.268)",70.0,1.146208
9567,"(3.3e-05, 4.972)","(5.8e-05, 4.268)",80.0,1.102857
9568,"(3.3e-05, 4.972)","(4.9e-05, 4.268)",90.0,1.061918
9569,"(3.3e-05, 4.972)","(4e-05, 4.268)",100.0,1.029755
9570,"(3.3e-05, 4.972)","(2.9e-05, 4.268)",110.0,0.992619
9571,"(3.3e-05, 4.972)","(2e-05, 4.268)",120.0,0.963256
9572,"(3.3e-05, 4.972)","(1.1e-05, 4.268)",130.0,-0.065
9573,"(3.3e-05, 4.972)","(4e-06, 4.268)",140.0,-1.087045
9574,"(3.3e-05, 4.972)","(2e-06, 4.268)",150.0,-1.109091
9575,"(3.3e-05, 4.972)","(7e-06, 4.268)",160.0,-1.131136
9576,"(3.3e-05, 4.972)","(1.2e-05, 4.268)",170.0,-1.1475
9577,"(3.3e-05, 4.972)","(1.8e-05, 4.268)",180.0,-1.158182
9578,"(3.3e-05, 4.972)","(2.3e-05, 4.268)",190.0,-1.168864
9579,"(3.3e-05, 4.972)","(2.8e-05, 4.268)",200.0,-1.173864
9580,"(9e-05, 4.268)","(3.3e-05, 3.828)",10.0,1.041875
9581,"(9e-05, 4.268)","(2.7e-05, 3.828)",20.0,1.076486
9582,"(9e-05, 4.268)","(1.9e-05, 3.828)",30.0,1.107905
9583,"(9e-05, 4.268)","(1.1e-05, 3.828)",40.0,1.128571
9584,"(9e-05, 4.268)","(4e-06, 3.828)",50.0,1.143605
9585,"(9e-05, 4.268)","(1e-06, 3.828)",60.0,1.138605
9586,"(9e-05, 4.268)","(5e-06, 3.828)",70.0,1.133605
9587,"(9e-05, 4.268)","(9e-06, 3.828)",80.0,1.115172
9588,"(9e-05, 4.268)","(1.3e-05, 3.828)",90.0,1.103571
9589,"(9e-05, 4.268)","(1.7e-05, 3.828)",100.0,1.085593
9590,"(9e-05, 4.268)","(2.1e-05, 3.828)",110.0,1.067905
9591,"(9e-05, 4.268)","(2.5e-05, 3.828)",120.0,1.050497
9592,"(9e-05, 4.268)","(2.9e-05, 3.828)",130.0,1.033361
9593,"(9e-05, 4.268)","(3.3e-05, 3.828)",140.0,1.016486
9594,"(9e-05, 4.268)","(3.7e-05, 3.828)",150.0,1.005645
9595,"(9e-05, 4.268)","(4.2e-05, 3.828)",160.0,0.994866
9596,"(9e-05, 4.268)","(4.6e-05, 3.828)",170.0,0.984149
9597,"(9e-05, 4.268)","(5.1e-05, 3.828)",180.0,0.973492
9598,"(9e-05, 4.268)","(5.5e-05, 3.828)",190.0,0.968492
9599,"(9e-05, 4.268)","(6e-05, 3.828)",200.0,0.963492
9600,"(1.8e-05, 4.268)","(3.3e-05, 3.828)",10.0,1.007821
9601,"(1.8e-05, 4.268)","(2.7e-05, 3.828)",20.0,1.02268
9602,"(1.8e-05, 4.268)","(1.9e-05, 3.828)",30.0,1.031358
9603,"(1.8e-05, 4.268)","(1.1e-05, 3.828)",40.0,1.047568
9604,"(1.8e-05, 4.268)","(4e-06, 3.828)",50.0,1.064655
9605,"(1.8e-05, 4.268)","(1e-06, 3.828)",60.0,1.082676
9606,"(1.8e-05, 4.268)","(5e-06, 3.828)",70.0,1.085567
9607,"(1.8e-05, 4.268)","(9e-06, 3.828)",80.0,1.057222
9608,"(1.8e-05, 4.268)","(1.3e-05, 3.828)",90.0,1.015403
9609,"(1.8e-05, 4.268)","(1.7e-05, 3.828)",100.0,0.975974
9610,"(1.8e-05, 4.268)","(2.1e-05, 3.828)",110.0,-0.055
9611,"(1.8e-05, 4.268)","(2.5e-05, 3.828)",120.0,-1.085316
9612,"(1.8e-05, 4.268)","(2.9e-05, 3.828)",130.0,-1.121962
9613,"(1.8e-05, 4.268)","(3.3e-05, 3.828)",140.0,-1.152278
9614,"(1.8e-05, 4.268)","(3.7e-05, 3.828)",150.0,-1.176266
9615,"(1.8e-05, 4.268)","(4.2e-05, 3.828)",160.0,-1.206582
9616,"(1.8e-05, 4.268)","(4.6e-05, 3.828)",170.0,-1.23057
9617,"(1.8e-05, 4.268)","(5.1e-05, 3.828)",180.0,-1.248228
9618,"(1.8e-05, 4.268)","(5.5e-05, 3.828)",190.0,-1.265886
9619,"(1.8e-05, 4.268)","(6e-05, 3.828)",200.0,-1.283544
9620,"(4e-05, 4.268)","(3.3e-05, 3.828)",10.0,1.021455
9621,"(4e-05, 4.268)","(2.7e-05, 3.828)",20.0,1.044348
9622,"(4e-05, 4.268)","(1.9e-05, 3.828)",30.0,1.056823
9623,"(4e-05, 4.268)","(1.1e-05, 3.828)",40.0,1.069888
9624,"(4e-05, 4.268)","(4e-06, 3.828)",50.0,1.071045
9625,"(4e-05, 4.268)","(1e-06, 3.828)",60.0,1.072273
9626,"(4e-05, 4.268)","(5e-06, 3.828)",70.0,1.073571
9627,"(4e-05, 4.268)","(9e-06, 3.828)",80.0,1.062273
9628,"(4e-05, 4.268)","(1.3e-05, 3.828)",90.0,1.051045
9629,"(4e-05, 4.268)","(1.7e-05, 3.828)",100.0,1.039888
9630,"(4e-05, 4.268)","(2.1e-05, 3.828)",110.0,1.028799
9631,"(4e-05, 4.268)","(2.5e-05, 3.828)",120.0,1.011823
9632,"(4e-05, 4.268)","(2.9e-05, 3.828)",130.0,1.000934
9633,"(4e-05, 4.268)","(3.3e-05, 3.828)",140.0,0.990109
9634,"(4e-05, 4.268)","(3.7e-05, 3.828)",150.0,0.979348
9635,"(4e-05, 4.268)","(4.2e-05, 3.828)",160.0,0.968649
9636,"(4e-05, 4.268)","(4.6e-05, 3.828)",170.0,0.958011
9637,"(4e-05, 4.268)","(5.1e-05, 3.828)",180.0,0.947433
9638,"(4e-05, 4.268)","(5.5e-05, 3.828)",190.0,0.936915
9639,"(4e-05, 4.268)","(6e-05, 3.828)",200.0,0.931915
9640,"(2.1e-05, 3.828)","(9.6e-05, 3.652)",10.0,1.079112
9641,"(2.1e-05, 3.828)","(9.4e-05, 3.652)",20.0,1.044545
9642,"(2.1e-05, 3.828)","(9.2e-05, 3.652)",30.0,1.020714
9643,"(2.1e-05, 3.828)","(9.1e-05, 3.652)",40.0,-0.02
9644,"(2.1e-05, 3.828)","(9.3e-05, 3.652)",50.0,-1.076724
9645,"(2.1e-05, 3.828)","(9.5e-05, 3.652)",60.0,-1.142069
9646,"(2.1e-05, 3.828)","(9.8e-05, 3.652)",70.0,-1.190172
9647,"(2.1e-05, 3.828)","(0.000102, 3.652)",80.0,-1.238276
9648,"(2.1e-05, 3.828)","(0.000106, 3.652)",90.0,-1.286379
9649,"(2.1e-05, 3.828)","(0.000111, 3.652)",100.0,-1.334483
9650,"(2.1e-05, 3.828)","(0.000116, 3.652)",110.0,-1.382586
9651,"(2.1e-05, 3.828)","(0.000122, 3.652)",120.0,-1.422069
9652,"(2.1e-05, 3.828)","(0.000127, 3.652)",130.0,-1.461552
9653,"(2.1e-05, 3.828)","(0.000133, 3.652)",140.0,-1.501034
9654,"(2.1e-05, 3.828)","(0.000139, 3.652)",150.0,-1.540517
9655,"(2.1e-05, 3.828)","(0.000145, 3.652)",160.0,-1.58
9656,"(2.1e-05, 3.828)","(0.000151, 3.652)",170.0,-1.610862
9657,"(2.1e-05, 3.828)","(0.000157, 3.652)",180.0,-1.641724
9658,"(2.1e-05, 3.828)","(0.000163, 3.652)",190.0,-1.663966
9659,"(2.1e-05, 3.828)","(0.000169, 3.652)",200.0,-1.694828
9660,"(1e-06, 3.828)","(9.6e-05, 3.652)",10.0,-0.005
9661,"(1e-06, 3.828)","(9.4e-05, 3.652)",20.0,-0.01
9662,"(1e-06, 3.828)","(9.2e-05, 3.652)",30.0,-1.043037
9663,"(1e-06, 3.828)","(9.1e-05, 3.652)",40.0,-1.104112
9664,"(1e-06, 3.828)","(9.3e-05, 3.652)",50.0,-1.165187
9665,"(1e-06, 3.828)","(9.5e-05, 3.652)",60.0,-1.235607
9666,"(1e-06, 3.828)","(9.8e-05, 3.652)",70.0,-1.287336
9667,"(1e-06, 3.828)","(0.000102, 3.652)",80.0,-1.339065
9668,"(1e-06, 3.828)","(0.000106, 3.652)",90.0,-1.390794
9669,"(1e-06, 3.828)","(0.000111, 3.652)",100.0,-1.442523
9670,"(1e-06, 3.828)","(0.000116, 3.652)",110.0,-1.494252
9671,"(1e-06, 3.828)","(0.000122, 3.652)",120.0,-1.536636
9672,"(1e-06, 3.828)","(0.000127, 3.652)",130.0,-1.579019
9673,"(1e-06, 3.828)","(0.000133, 3.652)",140.0,-1.621402
9674,"(1e-06, 3.828)","(0.000139, 3.652)",150.0,-1.663785
9675,"(1e-06, 3.828)","(0.000145, 3.652)",160.0,-1.706168
9676,"(1e-06, 3.828)","(0.000151, 3.652)",170.0,-1.739206
9677,"(1e-06, 3.828)","(0.000157, 3.652)",180.0,-1.772243
9678,"(1e-06, 3.828)","(0.000163, 3.652)",190.0,-1.795935
9679,"(1e-06, 3.828)","(0.000169, 3.652)",200.0,-1.828972
9680,"(1.9e-05, 3.828)","(9.6e-05, 3.652)",10.0,-0.005
9681,"(1.9e-05, 3.828)","(9.4e-05, 3.652)",20.0,-0.01
9682,"(1.9e-05, 3.828)","(9.2e-05, 3.652)",30.0,-0.015
9683,"(1.9e-05, 3.828)","(9.1e-05, 3.652)",40.0,-0.02
9684,"(1.9e-05, 3.828)","(9.3e-05, 3.652)",50.0,-0.025
9685,"(1.9e-05, 3.828)","(9.5e-05, 3.652)",60.0,-1.062
9686,"(1.9e-05, 3.828)","(9.8e-05, 3.652)",70.0,-1.107
9687,"(1.9e-05, 3.828)","(0.000102, 3.652)",80.0,-1.152
9688,"(1.9e-05, 3.828)","(0.000106, 3.652)",90.0,-1.197
9689,"(1.9e-05, 3.828)","(0.000111, 3.652)",100.0,-1.242
9690,"(1.9e-05, 3.828)","(0.000116, 3.652)",110.0,-1.287
9691,"(1.9e-05, 3.828)","(0.000122, 3.652)",120.0,-1.324
9692,"(1.9e-05, 3.828)","(0.000127, 3.652)",130.0,-1.361
9693,"(1.9e-05, 3.828)","(0.000133, 3.652)",140.0,-1.398
9694,"(1.9e-05, 3.828)","(0.000139, 3.652)",150.0,-1.435
9695,"(1.9e-05, 3.828)","(0.000145, 3.652)",160.0,-1.472
9696,"(1.9e-05, 3.828)","(0.000151, 3.652)",170.0,-1.501
9697,"(1.9e-05, 3.828)","(0.000157, 3.652)",180.0,-1.53
9698,"(1.9e-05, 3.828)","(0.000163, 3.652)",190.0,-1.551
9699,"(1.9e-05, 3.828)","(0.000169, 3.652)",200.0,-1.58
9700,"(0.000106, 3.652)","(8.4e-05, 2.156)",10.0,1.17
9701,"(0.000106, 3.652)","(8.4e-05, 2.156)",20.0,1.313944
9702,"(0.000106, 3.652)","(8.5e-05, 2.156)",30.0,1.431154
9703,"(0.000106, 3.652)","(8.6e-05, 2.156)",40.0,1.520984
9704,"(0.000106, 3.652)","(8.7e-05, 2.156)",50.0,1.581838
9705,"(0.000106, 3.652)","(8.9e-05, 2.156)",60.0,1.648571
9706,"(0.000106, 3.652)","(9.1e-05, 2.156)",70.0,1.674091
9707,"(0.000106, 3.652)","(9.2e-05, 2.156)",80.0,1.623717
9708,"(0.000106, 3.652)","(9.3e-05, 2.156)",90.0,1.561838
9709,"(0.000106, 3.652)","(9.4e-05, 2.156)",100.0,1.490984
9710,"(0.000106, 3.652)","(9.4e-05, 2.156)",110.0,1.425315
9711,"(0.000106, 3.652)","(9.4e-05, 2.156)",120.0,1.375115
9712,"(0.000106, 3.652)","(9.3e-05, 2.156)",130.0,1.327593
9713,"(0.000106, 3.652)","(9.3e-05, 2.156)",140.0,1.282518
9714,"(0.000106, 3.652)","(9.3e-05, 2.156)",150.0,1.239685
9715,"(0.000106, 3.652)","(9.4e-05, 2.156)",160.0,1.207671
9716,"(0.000106, 3.652)","(9.5e-05, 2.156)",170.0,1.176745
9717,"(0.000106, 3.652)","(9.6e-05, 2.156)",180.0,1.138758
9718,"(0.000106, 3.652)","(9.7e-05, 2.156)",190.0,1.117903
9719,"(0.000106, 3.652)","(9.9e-05, 2.156)",200.0,1.089873
9720,"(0.000139, 3.652)","(8.4e-05, 2.156)",10.0,1.209689
9721,"(0.000139, 3.652)","(8.4e-05, 2.156)",20.0,1.404474
9722,"(0.000139, 3.652)","(8.5e-05, 2.156)",30.0,1.542971
9723,"(0.000139, 3.652)","(8.6e-05, 2.156)",40.0,1.537971
9724,"(0.000139, 3.652)","(8.7e-05, 2.156)",50.0,1.532971
9725,"(0.000139, 3.652)","(8.9e-05, 2.156)",60.0,1.527971
9726,"(0.000139, 3.652)","(9.1e-05, 2.156)",70.0,1.522971
9727,"(0.000139, 3.652)","(9.2e-05, 2.156)",80.0,1.517971
9728,"(0.000139, 3.652)","(9.3e-05, 2.156)",90.0,1.512971
9729,"(0.000139, 3.652)","(9.4e-05, 2.156)",100.0,1.507971
9730,"(0.000139, 3.652)","(9.4e-05, 2.156)",110.0,1.502971
9731,"(0.000139, 3.652)","(9.4e-05, 2.156)",120.0,1.497971
9732,"(0.000139, 3.652)","(9.3e-05, 2.156)",130.0,1.459823
9733,"(0.000139, 3.652)","(9.3e-05, 2.156)",140.0,1.412759
9734,"(0.000139, 3.652)","(9.3e-05, 2.156)",150.0,1.367953
9735,"(0.000139, 3.652)","(9.4e-05, 2.156)",160.0,1.334474
9736,"(0.000139, 3.652)","(9.5e-05, 2.156)",170.0,1.293205
9737,"(0.000139, 3.652)","(9.6e-05, 2.156)",180.0,1.262201
9738,"(0.000139, 3.652)","(9.7e-05, 2.156)",190.0,1.23216
9739,"(0.000139, 3.652)","(9.9e-05, 2.156)",200.0,1.20303
9760,"(8.5e-05, 2.156)","(4e-05, 1.848)",10.0,1.139828
9761,"(8.5e-05, 2.156)","(4.2e-05, 1.848)",20.0,1.257176
9762,"(8.5e-05, 2.156)","(4.4e-05, 1.848)",30.0,1.345656
9763,"(8.5e-05, 2.156)","(4.6e-05, 1.848)",40.0,1.398803
9764,"(8.5e-05, 2.156)","(4.8e-05, 1.848)",50.0,1.43114
9765,"(8.5e-05, 2.156)","(5e-05, 1.848)",60.0,1.452143
9766,"(8.5e-05, 2.156)","(5.2e-05, 1.848)",70.0,1.474091
9767,"(8.5e-05, 2.156)","(5.4e-05, 1.848)",80.0,1.482936
9768,"(8.5e-05, 2.156)","(5.6e-05, 1.848)",90.0,1.477936
9769,"(8.5e-05, 2.156)","(5.7e-05, 1.848)",100.0,1.487037
9770,"(8.5e-05, 2.156)","(5.9e-05, 1.848)",110.0,1.440495
9771,"(8.5e-05, 2.156)","(6e-05, 1.848)",120.0,1.383478
9772,"(8.5e-05, 2.156)","(6.2e-05, 1.848)",130.0,1.329958
9773,"(8.5e-05, 2.156)","(6.3e-05, 1.848)",140.0,1.290656
9774,"(8.5e-05, 2.156)","(6.4e-05, 1.848)",150.0,1.24246
9775,"(8.5e-05, 2.156)","(6.5e-05, 1.848)",160.0,1.206822
9776,"(8.5e-05, 2.156)","(6.6e-05, 1.848)",170.0,1.172576
9777,"(8.5e-05, 2.156)","(6.7e-05, 1.848)",180.0,1.13963
9778,"(8.5e-05, 2.156)","(6.8e-05, 1.848)",190.0,1.107899
9779,"(8.5e-05, 2.156)","(6.9e-05, 1.848)",200.0,1.077305
9780,"(9.3e-05, 2.156)","(4e-05, 1.848)",10.0,1.162785
9781,"(9.3e-05, 2.156)","(4.2e-05, 1.848)",20.0,1.288507
9782,"(9.3e-05, 2.156)","(4.4e-05, 1.848)",30.0,1.388226
9783,"(9.3e-05, 2.156)","(4.6e-05, 1.848)",40.0,1.454576
9784,"(9.3e-05, 2.156)","(4.8e-05, 1.848)",50.0,1.501316
9785,"(9.3e-05, 2.156)","(5e-05, 1.848)",60.0,1.523571
9786,"(9.3e-05, 2.156)","(5.2e-05, 1.848)",70.0,1.546818
9787,"(9.3e-05, 2.156)","(5.4e-05, 1.848)",80.0,1.55633
9788,"(9.3e-05, 2.156)","(5.6e-05, 1.848)",90.0,1.55133
9789,"(9.3e-05, 2.156)","(5.7e-05, 1.848)",100.0,1.561111
9790,"(9.3e-05, 2.156)","(5.9e-05, 1.848)",110.0,1.484823
9791,"(9.3e-05, 2.156)","(6e-05, 1.848)",120.0,1.427179
9792,"(9.3e-05, 2.156)","(6.2e-05, 1.848)",130.0,1.373017
9793,"(9.3e-05, 2.156)","(6.3e-05, 1.848)",140.0,1.333226
9794,"(9.3e-05, 2.156)","(6.4e-05, 1.848)",150.0,1.284375
9795,"(9.3e-05, 2.156)","(6.5e-05, 1.848)",160.0,1.248244
9796,"(9.3e-05, 2.156)","(6.6e-05, 1.848)",170.0,1.203889
9797,"(9.3e-05, 2.156)","(6.7e-05, 1.848)",180.0,1.17087
9798,"(9.3e-05, 2.156)","(6.8e-05, 1.848)",190.0,1.147857
9799,"(9.3e-05, 2.156)","(6.9e-05, 1.848)",200.0,1.116783
9800,"(9.7e-05, 2.156)","(4e-05, 1.848)",10.0,1.167185
9801,"(9.7e-05, 2.156)","(4.2e-05, 1.848)",20.0,1.301111
9802,"(9.7e-05, 2.156)","(4.4e-05, 1.848)",30.0,1.401
9803,"(9.7e-05, 2.156)","(4.6e-05, 1.848)",40.0,1.48
9804,"(9.7e-05, 2.156)","(4.8e-05, 1.848)",50.0,1.527632
9805,"(9.7e-05, 2.156)","(5e-05, 1.848)",60.0,1.550357
9806,"(9.7e-05, 2.156)","(5.2e-05, 1.848)",70.0,1.559595
9807,"(9.7e-05, 2.156)","(5.4e-05, 1.848)",80.0,1.583853
9808,"(9.7e-05, 2.156)","(5.6e-05, 1.848)",90.0,1.578853
9809,"(9.7e-05, 2.156)","(5.7e-05, 1.848)",100.0,1.573853
9810,"(9.7e-05, 2.156)","(5.9e-05, 1.848)",110.0,1.511372
9811,"(9.7e-05, 2.156)","(6e-05, 1.848)",120.0,1.452821
9812,"(9.7e-05, 2.156)","(6.2e-05, 1.848)",130.0,1.39781
9813,"(9.7e-05, 2.156)","(6.3e-05, 1.848)",140.0,1.346
9814,"(9.7e-05, 2.156)","(6.4e-05, 1.848)",150.0,1.297093
9815,"(9.7e-05, 2.156)","(6.5e-05, 1.848)",160.0,1.260909
9816,"(9.7e-05, 2.156)","(6.6e-05, 1.848)",170.0,1.216471
9817,"(9.7e-05, 2.156)","(6.7e-05, 1.848)",180.0,1.183381
9818,"(9.7e-05, 2.156)","(6.8e-05, 1.848)",190.0,1.160319
9819,"(9.7e-05, 2.156)","(6.9e-05, 1.848)",200.0,1.129167
9820,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",10.0,-0.005
9821,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",20.0,-0.01
9822,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",30.0,-0.015
9823,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",40.0,-0.02
9824,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",50.0,-0.025
9825,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",60.0,-0.03
9826,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",70.0,-0.035
9827,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",80.0,-0.04
9828,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",90.0,-0.045
9829,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",100.0,-0.05
9830,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",110.0,-0.055
9831,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",120.0,-0.06
9832,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",130.0,-0.065
9833,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",140.0,-0.07
9834,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",150.0,-0.075
9835,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",160.0,-0.08
9836,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",170.0,-0.085
9837,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",180.0,-0.09
9838,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",190.0,-0.095
9839,"(5.7e-05, 1.848)","(3.5e-05, 0.044)",200.0,-0.1
9840,"(5e-05, 1.848)","(3.5e-05, 0.044)",10.0,-0.005
9841,"(5e-05, 1.848)","(3.5e-05, 0.044)",20.0,-0.01
9842,"(5e-05, 1.848)","(3.5e-05, 0.044)",30.0,-0.015
9843,"(5e-05, 1.848)","(3.5e-05, 0.044)",40.0,-0.02
9844,"(5e-05, 1.848)","(3.5e-05, 0.044)",50.0,-0.025
9845,"(5e-05, 1.848)","(3.5e-05, 0.044)",60.0,-0.03
9846,"(5e-05, 1.848)","(3.5e-05, 0.044)",70.0,-0.035
9847,"(5e-05, 1.848)","(3.5e-05, 0.044)",80.0,-0.04
9848,"(5e-05, 1.848)","(3.5e-05, 0.044)",90.0,-0.045
9849,"(5e-05, 1.848)","(3.5e-05, 0.044)",100.0,-0.05
9850,"(5e-05, 1.848)","(3.5e-05, 0.044)",110.0,-0.055
9851,"(5e-05, 1.848)","(3.5e-05, 0.044)",120.0,-0.06
9852,"(5e-05, 1.848)","(3.5e-05, 0.044)",130.0,-0.065
9853,"(5e-05, 1.848)","(3.5e-05, 0.044)",140.0,-0.07
9854,"(5e-05, 1.848)","(3.5e-05, 0.044)",150.0,-0.075
9855,"(5e-05, 1.848)","(3.5e-05, 0.044)",160.0,-0.08
9856,"(5e-05, 1.848)","(3.5e-05, 0.044)",170.0,-0.085
9857,"(5e-05, 1.848)","(3.5e-05, 0.044)",180.0,-0.09
9858,"(5e-05, 1.848)","(3.5e-05, 0.044)",190.0,-0.095
9859,"(5e-05, 1.848)","(3.5e-05, 0.044)",200.0,-0.1
9860,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",10.0,-0.005
9861,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",20.0,-0.01
9862,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",30.0,-0.015
9863,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",40.0,-0.02
9864,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",50.0,-0.025
9865,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",60.0,-0.03
9866,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",70.0,-0.035
9867,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",80.0,-0.04
9868,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",90.0,-0.045
9869,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",100.0,-0.05
9870,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",110.0,-0.055
9871,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",120.0,-0.06
9872,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",130.0,-0.065
9873,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",140.0,-0.07
9874,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",150.0,-0.075
9875,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",160.0,-0.08
9876,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",170.0,-0.085
9877,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",180.0,-0.09
9878,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",190.0,-0.095
9879,"(4.2e-05, 1.848)","(3.5e-05, 0.044)",200.0,-0.1
9880,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",10.0,1.123713
9881,"(3.5e-05, 0.044)","(7.4e-05, 0.484)",20.0,1.13
9882,"(3.5e-05, 0.044)","(7.4e-05, 0.484)",30.0,1.136515
9883,"(3.5e-05, 0.044)","(7.4e-05, 0.484)",40.0,1.131515
9884,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",50.0,1.126515
9885,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",60.0,1.121515
9886,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",70.0,1.116515
9887,"(3.5e-05, 0.044)","(7.6e-05, 0.484)",80.0,1.111515
9888,"(3.5e-05, 0.044)","(7.6e-05, 0.484)",90.0,1.106515
9889,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",100.0,1.101515
9890,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",110.0,1.096515
9891,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",120.0,1.103265
9892,"(3.5e-05, 0.044)","(7.8e-05, 0.484)",130.0,1.098265
9893,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",140.0,1.093265
9894,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",150.0,1.088265
9895,"(3.5e-05, 0.044)","(7.7e-05, 0.484)",160.0,1.083265
9896,"(3.5e-05, 0.044)","(7.6e-05, 0.484)",170.0,1.078265
9897,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",180.0,1.073265
9898,"(3.5e-05, 0.044)","(7.5e-05, 0.484)",190.0,1.068265
9899,"(3.5e-05, 0.044)","(7.4e-05, 0.484)",200.0,1.063265
9940,"(7.7e-05, 0.484)","(9.4e-05, 1.364)",10.0,1.202692
9941,"(7.7e-05, 0.484)","(9.4e-05, 1.364)",20.0,1.343448
9942,"(7.7e-05, 0.484)","(9.4e-05, 1.364)",30.0,1.425367
9943,"(7.7e-05, 0.484)","(9.5e-05, 1.364)",40.0,1.461132
9944,"(7.7e-05, 0.484)","(9.6e-05, 1.364)",50.0,1.484615
9945,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",60.0,1.494272
9946,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",70.0,1.504216
9947,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",80.0,1.514455
9948,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",90.0,1.494216
9949,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",100.0,1.489216
9950,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",110.0,1.469272
9951,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",120.0,1.464272
9952,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",130.0,1.444615
9953,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",140.0,1.439615
9954,"(7.7e-05, 0.484)","(9.7e-05, 1.364)",150.0,1.434615
9955,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",160.0,1.429615
9956,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",170.0,1.38229
9957,"(7.7e-05, 0.484)","(9.8e-05, 1.364)",180.0,1.337273
9958,"(7.7e-05, 0.484)","(9.9e-05, 1.364)",190.0,1.294381
9959,"(7.7e-05, 0.484)","(9.9e-05, 1.364)",200.0,1.265217
9960,"(7.6e-05, 0.484)","(9.4e-05, 1.364)",10.0,1.204302
9961,"(7.6e-05, 0.484)","(9.4e-05, 1.364)",20.0,1.334828
9962,"(7.6e-05, 0.484)","(9.4e-05, 1.364)",30.0,1.416193
9963,"(7.6e-05, 0.484)","(9.5e-05, 1.364)",40.0,1.451698
9964,"(7.6e-05, 0.484)","(9.6e-05, 1.364)",50.0,1.475
9965,"(7.6e-05, 0.484)","(9.7e-05, 1.364)",60.0,1.484563
9966,"(7.6e-05, 0.484)","(9.7e-05, 1.364)",70.0,1.494412
9967,"(7.6e-05, 0.484)","(9.8e-05, 1.364)",80.0,1.504554
