,state,state_p,act,r_disp
380,"(0.000121, 3.3)","(0.0001, 3.212)",10.0,1.097564
381,"(0.000121, 3.3)","(9.7e-05, 3.212)",20.0,1.191117
382,"(0.000121, 3.3)","(9.5e-05, 3.212)",30.0,1.295976
383,"(0.000121, 3.3)","(9.5e-05, 3.212)",40.0,1.385229
384,"(0.000121, 3.3)","(9.7e-05, 3.212)",50.0,1.457759
385,"(0.000121, 3.3)","(0.000101, 3.212)",60.0,1.516763
386,"(0.000121, 3.3)","(0.000106, 3.212)",70.0,1.557593
387,"(0.000121, 3.3)","(0.000111, 3.212)",80.0,1.601221
388,"(0.000121, 3.3)","(0.000117, 3.212)",90.0,1.583788
389,"(0.000121, 3.3)","(0.000122, 3.212)",100.0,1.519343
390,"(0.000121, 3.3)","(0.000128, 3.212)",110.0,1.459085
391,"(0.000121, 3.3)","(0.000134, 3.212)",120.0,1.412603
392,"(0.000121, 3.3)","(0.00014, 3.212)",130.0,1.368333
393,"(0.000121, 3.3)","(0.000146, 3.212)",140.0,1.326104
394,"(0.000121, 3.3)","(0.000153, 3.212)",150.0,1.285759
395,"(0.000121, 3.3)","(0.000159, 3.212)",160.0,1.24716
396,"(0.000121, 3.3)","(0.000164, 3.212)",170.0,1.210181
397,"(0.000121, 3.3)","(0.000169, 3.212)",180.0,1.182189
398,"(0.000121, 3.3)","(0.000172, 3.212)",190.0,1.155
399,"(0.000121, 3.3)","(0.000173, 3.212)",200.0,1.128571
400,"(0.000135, 3.3)","(0.0001, 3.212)",10.0,1.112647
401,"(0.000135, 3.3)","(9.7e-05, 3.212)",20.0,1.215806
402,"(0.000135, 3.3)","(9.5e-05, 3.212)",30.0,1.326176
403,"(0.000135, 3.3)","(9.5e-05, 3.212)",40.0,1.441538
404,"(0.000135, 3.3)","(9.7e-05, 3.212)",50.0,1.52602
405,"(0.000135, 3.3)","(0.000101, 3.212)",60.0,1.587021
406,"(0.000135, 3.3)","(0.000106, 3.212)",70.0,1.641471
407,"(0.000135, 3.3)","(0.000111, 3.212)",80.0,1.661493
408,"(0.000135, 3.3)","(0.000117, 3.212)",90.0,1.656493
409,"(0.000135, 3.3)","(0.000122, 3.212)",100.0,1.614234
410,"(0.000135, 3.3)","(0.000128, 3.212)",110.0,1.550634
411,"(0.000135, 3.3)","(0.000134, 3.212)",120.0,1.501644
412,"(0.000135, 3.3)","(0.00014, 3.212)",130.0,1.455
413,"(0.000135, 3.3)","(0.000146, 3.212)",140.0,1.410519
414,"(0.000135, 3.3)","(0.000153, 3.212)",150.0,1.368038
415,"(0.000135, 3.3)","(0.000159, 3.212)",160.0,1.327407
416,"(0.000135, 3.3)","(0.000164, 3.212)",170.0,1.288494
417,"(0.000135, 3.3)","(0.000169, 3.212)",180.0,1.259112
418,"(0.000135, 3.3)","(0.000172, 3.212)",190.0,1.230581
419,"(0.000135, 3.3)","(0.000173, 3.212)",200.0,1.202857
420,"(9.3e-05, 3.3)","(0.0001, 3.212)",10.0,1.074545
421,"(9.3e-05, 3.3)","(9.7e-05, 3.212)",20.0,1.155644
422,"(9.3e-05, 3.3)","(9.5e-05, 3.212)",30.0,1.22683
423,"(9.3e-05, 3.3)","(9.5e-05, 3.212)",40.0,1.28137
424,"(9.3e-05, 3.3)","(9.7e-05, 3.212)",50.0,1.332143
425,"(9.3e-05, 3.3)","(0.000101, 3.212)",60.0,1.367059
426,"(9.3e-05, 3.3)","(0.000106, 3.212)",70.0,1.393571
427,"(9.3e-05, 3.3)","(0.000111, 3.212)",80.0,1.421538
428,"(9.3e-05, 3.3)","(0.000117, 3.212)",90.0,1.394394
429,"(9.3e-05, 3.3)","(0.000122, 3.212)",100.0,1.336861
430,"(9.3e-05, 3.3)","(0.000128, 3.212)",110.0,1.283028
431,"(9.3e-05, 3.3)","(0.000134, 3.212)",120.0,1.24137
432,"(9.3e-05, 3.3)","(0.00014, 3.212)",130.0,1.201667
433,"(9.3e-05, 3.3)","(0.000146, 3.212)",140.0,1.163766
434,"(9.3e-05, 3.3)","(0.000153, 3.212)",150.0,1.127532
435,"(9.3e-05, 3.3)","(0.000159, 3.212)",160.0,1.09284
436,"(9.3e-05, 3.3)","(0.000164, 3.212)",170.0,1.059578
437,"(9.3e-05, 3.3)","(0.000169, 3.212)",180.0,1.03426
438,"(9.3e-05, 3.3)","(0.000172, 3.212)",190.0,1.009651
439,"(9.3e-05, 3.3)","(0.000173, 3.212)",200.0,0.985714
440,"(0.000146, 3.212)","(5.6e-05, 3.476)",10.0,1.11593
441,"(0.000146, 3.212)","(5.6e-05, 3.476)",20.0,1.225897
442,"(0.000146, 3.212)","(5.5e-05, 3.476)",30.0,1.338933
443,"(0.000146, 3.212)","(5e-05, 3.476)",40.0,1.458528
444,"(0.000146, 3.212)","(4.4e-05, 3.476)",50.0,1.550163
445,"(0.000146, 3.212)","(3.7e-05, 3.476)",60.0,1.620685
446,"(0.000146, 3.212)","(2.9e-05, 3.476)",70.0,1.615685
447,"(0.000146, 3.212)","(2.3e-05, 3.476)",80.0,1.610685
448,"(0.000146, 3.212)","(1.5e-05, 3.476)",90.0,1.605685
449,"(0.000146, 3.212)","(9e-06, 3.476)",100.0,1.600685
450,"(0.000146, 3.212)","(4e-06, 3.476)",110.0,1.56245
451,"(0.000146, 3.212)","(0.0, 3.476)",120.0,1.504935
452,"(0.000146, 3.212)","(4e-06, 3.476)",130.0,1.460316
453,"(0.000146, 3.212)","(7e-06, 3.476)",140.0,1.417654
454,"(0.000146, 3.212)","(1.1e-05, 3.476)",150.0,1.376807
455,"(0.000146, 3.212)","(1.5e-05, 3.476)",160.0,1.346036
456,"(0.000146, 3.212)","(1.9e-05, 3.476)",170.0,1.308064
457,"(0.000146, 3.212)","(2.3e-05, 3.476)",180.0,1.279318
458,"(0.000146, 3.212)","(2.7e-05, 3.476)",190.0,1.251369
459,"(0.000146, 3.212)","(3.1e-05, 3.476)",200.0,1.224176
460,"(0.000153, 3.212)","(5.6e-05, 3.476)",10.0,1.122854
461,"(0.000153, 3.212)","(5.6e-05, 3.476)",20.0,1.237475
462,"(0.000153, 3.212)","(5.5e-05, 3.476)",30.0,1.357222
463,"(0.000153, 3.212)","(5e-05, 3.476)",40.0,1.486098
464,"(0.000153, 3.212)","(4.4e-05, 3.476)",50.0,1.578896
465,"(0.000153, 3.212)","(3.7e-05, 3.476)",60.0,1.595
466,"(0.000153, 3.212)","(2.9e-05, 3.476)",70.0,1.59
467,"(0.000153, 3.212)","(2.3e-05, 3.476)",80.0,1.585
468,"(0.000153, 3.212)","(1.5e-05, 3.476)",90.0,1.58
469,"(0.000153, 3.212)","(9e-06, 3.476)",100.0,1.575
470,"(0.000153, 3.212)","(4e-06, 3.476)",110.0,1.57
471,"(0.000153, 3.212)","(0.0, 3.476)",120.0,1.543896
472,"(0.000153, 3.212)","(4e-06, 3.476)",130.0,1.498291
473,"(0.000153, 3.212)","(7e-06, 3.476)",140.0,1.454691
474,"(0.000153, 3.212)","(1.1e-05, 3.476)",150.0,1.412952
475,"(0.000153, 3.212)","(1.5e-05, 3.476)",160.0,1.381538
476,"(0.000153, 3.212)","(1.9e-05, 3.476)",170.0,1.342746
477,"(0.000153, 3.212)","(2.3e-05, 3.476)",180.0,1.313409
478,"(0.000153, 3.212)","(2.7e-05, 3.476)",190.0,1.284888
479,"(0.000153, 3.212)","(3.1e-05, 3.476)",200.0,1.257143
480,"(0.000173, 3.212)","(5.6e-05, 3.476)",10.0,1.135351
481,"(0.000173, 3.212)","(5.6e-05, 3.476)",20.0,1.26451
482,"(0.000173, 3.212)","(5.5e-05, 3.476)",30.0,1.398043
483,"(0.000173, 3.212)","(5e-05, 3.476)",40.0,1.474253
484,"(0.000173, 3.212)","(4.4e-05, 3.476)",50.0,1.469253
485,"(0.000173, 3.212)","(3.7e-05, 3.476)",60.0,1.464253
486,"(0.000173, 3.212)","(2.9e-05, 3.476)",70.0,1.459253
487,"(0.000173, 3.212)","(2.3e-05, 3.476)",80.0,1.454253
488,"(0.000173, 3.212)","(1.5e-05, 3.476)",90.0,1.449253
489,"(0.000173, 3.212)","(9e-06, 3.476)",100.0,1.444253
490,"(0.000173, 3.212)","(4e-06, 3.476)",110.0,1.439253
491,"(0.000173, 3.212)","(0.0, 3.476)",120.0,1.434253
492,"(0.000173, 3.212)","(4e-06, 3.476)",130.0,1.429253
493,"(0.000173, 3.212)","(7e-06, 3.476)",140.0,1.424253
494,"(0.000173, 3.212)","(1.1e-05, 3.476)",150.0,1.419253
495,"(0.000173, 3.212)","(1.5e-05, 3.476)",160.0,1.414253
496,"(0.000173, 3.212)","(1.9e-05, 3.476)",170.0,1.409253
497,"(0.000173, 3.212)","(2.3e-05, 3.476)",180.0,1.387273
498,"(0.000173, 3.212)","(2.7e-05, 3.476)",190.0,1.357514
499,"(0.000173, 3.212)","(3.1e-05, 3.476)",200.0,1.328571
500,"(2.3e-05, 3.476)","(2.3e-05, 3.388)",10.0,1.007579
501,"(2.3e-05, 3.476)","(2.8e-05, 3.388)",20.0,1.015478
502,"(2.3e-05, 3.476)","(3.4e-05, 3.388)",30.0,1.017051
503,"(2.3e-05, 3.476)","(3.8e-05, 3.388)",40.0,1.012051
504,"(2.3e-05, 3.476)","(4.2e-05, 3.388)",50.0,1.007051
505,"(2.3e-05, 3.476)","(4.5e-05, 3.388)",60.0,0.995478
506,"(2.3e-05, 3.476)","(4.8e-05, 3.388)",70.0,0.990478
507,"(2.3e-05, 3.476)","(5.1e-05, 3.388)",80.0,0.972579
508,"(2.3e-05, 3.476)","(5.3e-05, 3.388)",90.0,0.96125
509,"(2.3e-05, 3.476)","(5.6e-05, 3.388)",100.0,-1.056211
510,"(2.3e-05, 3.476)","(5.8e-05, 3.388)",110.0,-1.073634
511,"(2.3e-05, 3.476)","(6.1e-05, 3.388)",120.0,-1.084845
512,"(2.3e-05, 3.476)","(6.4e-05, 3.388)",130.0,-1.102267
513,"(2.3e-05, 3.476)","(6.7e-05, 3.388)",140.0,-1.119689
514,"(2.3e-05, 3.476)","(7e-05, 3.388)",150.0,-1.137112
515,"(2.3e-05, 3.476)","(7.3e-05, 3.388)",160.0,-1.148323
516,"(2.3e-05, 3.476)","(7.7e-05, 3.388)",170.0,-1.165745
517,"(2.3e-05, 3.476)","(8.1e-05, 3.388)",180.0,-1.176957
518,"(2.3e-05, 3.476)","(8.4e-05, 3.388)",190.0,-1.194379
519,"(2.3e-05, 3.476)","(8.8e-05, 3.388)",200.0,-1.218012
520,"(4e-06, 3.476)","(2.3e-05, 3.388)",10.0,-0.005
521,"(4e-06, 3.476)","(2.8e-05, 3.388)",20.0,-0.01
522,"(4e-06, 3.476)","(3.4e-05, 3.388)",30.0,-0.015
523,"(4e-06, 3.476)","(3.8e-05, 3.388)",40.0,-0.02
524,"(4e-06, 3.476)","(4.2e-05, 3.388)",50.0,-0.025
525,"(4e-06, 3.476)","(4.5e-05, 3.388)",60.0,-0.03
526,"(4e-06, 3.476)","(4.8e-05, 3.388)",70.0,-1.042092
527,"(4e-06, 3.476)","(5.1e-05, 3.388)",80.0,-1.047092
528,"(4e-06, 3.476)","(5.3e-05, 3.388)",90.0,-1.052092
529,"(4e-06, 3.476)","(5.6e-05, 3.388)",100.0,-1.057092
530,"(4e-06, 3.476)","(5.8e-05, 3.388)",110.0,-1.097553
531,"(4e-06, 3.476)","(6.1e-05, 3.388)",120.0,-1.130922
532,"(4e-06, 3.476)","(6.4e-05, 3.388)",130.0,-1.164291
533,"(4e-06, 3.476)","(6.7e-05, 3.388)",140.0,-1.19766
534,"(4e-06, 3.476)","(7e-05, 3.388)",150.0,-1.231028
535,"(4e-06, 3.476)","(7.3e-05, 3.388)",160.0,-1.264397
536,"(4e-06, 3.476)","(7.7e-05, 3.388)",170.0,-1.297766
537,"(4e-06, 3.476)","(8.1e-05, 3.388)",180.0,-1.324043
538,"(4e-06, 3.476)","(8.4e-05, 3.388)",190.0,-1.350319
539,"(4e-06, 3.476)","(8.8e-05, 3.388)",200.0,-1.376596
540,"(5.6e-05, 3.476)","(2.3e-05, 3.388)",10.0,1.021144
541,"(5.6e-05, 3.476)","(2.8e-05, 3.388)",20.0,1.029735
542,"(5.6e-05, 3.476)","(3.4e-05, 3.388)",30.0,1.038691
543,"(5.6e-05, 3.476)","(3.8e-05, 3.388)",40.0,1.040811
544,"(5.6e-05, 3.476)","(4.2e-05, 3.388)",50.0,1.028691
545,"(5.6e-05, 3.476)","(4.5e-05, 3.388)",60.0,1.016667
546,"(5.6e-05, 3.476)","(4.8e-05, 3.388)",70.0,1.004735
547,"(5.6e-05, 3.476)","(5.1e-05, 3.388)",80.0,0.979481
548,"(5.6e-05, 3.476)","(5.3e-05, 3.388)",90.0,0.96141
549,"(5.6e-05, 3.476)","(5.6e-05, 3.388)",100.0,-1.062739
550,"(5.6e-05, 3.476)","(5.8e-05, 3.388)",110.0,-1.080478
551,"(5.6e-05, 3.476)","(6.1e-05, 3.388)",120.0,-1.104586
552,"(5.6e-05, 3.476)","(6.4e-05, 3.388)",130.0,-1.122325
553,"(5.6e-05, 3.476)","(6.7e-05, 3.388)",140.0,-1.146433
554,"(5.6e-05, 3.476)","(7e-05, 3.388)",150.0,-1.164172
555,"(5.6e-05, 3.476)","(7.3e-05, 3.388)",160.0,-1.181911
556,"(5.6e-05, 3.476)","(7.7e-05, 3.388)",170.0,-1.19965
557,"(5.6e-05, 3.476)","(8.1e-05, 3.388)",180.0,-1.211019
558,"(5.6e-05, 3.476)","(8.4e-05, 3.388)",190.0,-1.228758
559,"(5.6e-05, 3.476)","(8.8e-05, 3.388)",200.0,-1.246497
560,"(5.3e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.045633
561,"(5.3e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.089338
562,"(5.3e-05, 3.388)","(5e-06, 3.432)",30.0,1.129828
563,"(5.3e-05, 3.388)","(1e-06, 3.432)",40.0,1.157305
564,"(5.3e-05, 3.388)","(6e-06, 3.432)",50.0,1.177899
565,"(5.3e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.190588
566,"(5.3e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.203806
567,"(5.3e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.20812
568,"(5.3e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.157899
569,"(5.3e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.110839
570,"(5.3e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.066622
571,"(5.3e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.032105
572,"(5.3e-05, 3.388)","(3.5e-05, 3.432)",130.0,0.992325
573,"(5.3e-05, 3.388)","(3.9e-05, 3.432)",140.0,0.961056
574,"(5.3e-05, 3.388)","(4.2e-05, 3.432)",150.0,0.937195
575,"(5.3e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.092048
576,"(5.3e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.121145
577,"(5.3e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.144217
578,"(5.3e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.167289
579,"(5.3e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.190361
580,"(7.7e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.065175
581,"(7.7e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.126646
582,"(7.7e-05, 3.388)","(5e-06, 3.432)",30.0,1.188947
583,"(7.7e-05, 3.388)","(1e-06, 3.432)",40.0,1.224898
584,"(7.7e-05, 3.388)","(6e-06, 3.432)",50.0,1.263732
585,"(7.7e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.296087
586,"(7.7e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.320556
587,"(7.7e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.33594
588,"(7.7e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.281087
589,"(7.7e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.22972
590,"(7.7e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.181486
591,"(7.7e-05, 3.388)","(3.2e-05, 3.432)",120.0,1.143947
592,"(7.7e-05, 3.388)","(3.5e-05, 3.432)",130.0,1.100605
593,"(7.7e-05, 3.388)","(3.9e-05, 3.432)",140.0,1.066646
594,"(7.7e-05, 3.388)","(4.2e-05, 3.432)",150.0,1.040854
595,"(7.7e-05, 3.388)","(4.6e-05, 3.432)",160.0,1.009286
596,"(7.7e-05, 3.388)","(4.9e-05, 3.432)",170.0,0.978953
597,"(7.7e-05, 3.388)","(5.3e-05, 3.432)",180.0,0.955714
598,"(7.7e-05, 3.388)","(5.7e-05, 3.432)",190.0,0.93309
599,"(7.7e-05, 3.388)","(6.1e-05, 3.432)",200.0,0.91105
600,"(3.4e-05, 3.388)","(1.6e-05, 3.432)",10.0,1.027895
601,"(3.4e-05, 3.388)","(1.1e-05, 3.432)",20.0,1.058027
602,"(3.4e-05, 3.388)","(5e-06, 3.432)",30.0,1.090634
603,"(3.4e-05, 3.388)","(1e-06, 3.432)",40.0,1.109496
604,"(3.4e-05, 3.388)","(6e-06, 3.432)",50.0,1.120985
605,"(3.4e-05, 3.388)","(1.1e-05, 3.432)",60.0,1.132963
606,"(3.4e-05, 3.388)","(1.5e-05, 3.432)",70.0,1.145451
607,"(3.4e-05, 3.388)","(1.9e-05, 3.432)",80.0,1.140451
608,"(3.4e-05, 3.388)","(2.2e-05, 3.432)",90.0,1.092681
609,"(3.4e-05, 3.388)","(2.5e-05, 3.432)",100.0,1.047902
610,"(3.4e-05, 3.388)","(2.9e-05, 3.432)",110.0,1.005811
611,"(3.4e-05, 3.388)","(3.2e-05, 3.432)",120.0,0.972895
612,"(3.4e-05, 3.388)","(3.5e-05, 3.432)",130.0,-0.065
613,"(3.4e-05, 3.388)","(3.9e-05, 3.432)",140.0,-1.095478
614,"(3.4e-05, 3.388)","(4.2e-05, 3.432)",150.0,-1.119586
615,"(3.4e-05, 3.388)","(4.6e-05, 3.432)",160.0,-1.150064
616,"(3.4e-05, 3.388)","(4.9e-05, 3.432)",170.0,-1.180541
617,"(3.4e-05, 3.388)","(5.3e-05, 3.432)",180.0,-1.20465
618,"(3.4e-05, 3.388)","(5.7e-05, 3.432)",190.0,-1.228758
619,"(3.4e-05, 3.388)","(6.1e-05, 3.432)",200.0,-1.252866
620,"(6e-06, 3.432)","(0.000101, 2.86)",10.0,-0.005
621,"(6e-06, 3.432)","(0.0001, 2.86)",20.0,0.997752
622,"(6e-06, 3.432)","(9.9e-05, 2.86)",30.0,0.992752
623,"(6e-06, 3.432)","(9.8e-05, 2.86)",40.0,0.987752
624,"(6e-06, 3.432)","(9.6e-05, 2.86)",50.0,0.982752
625,"(6e-06, 3.432)","(9.5e-05, 2.86)",60.0,0.985625
626,"(6e-06, 3.432)","(9.5e-05, 2.86)",70.0,0.980625
627,"(6e-06, 3.432)","(9.7e-05, 2.86)",80.0,0.975625
628,"(6e-06, 3.432)","(9.9e-05, 2.86)",90.0,0.978622
629,"(6e-06, 3.432)","(0.000101, 2.86)",100.0,0.973622
630,"(6e-06, 3.432)","(0.000104, 2.86)",110.0,-1.062692
631,"(6e-06, 3.432)","(0.000108, 2.86)",120.0,-1.098462
632,"(6e-06, 3.432)","(0.000111, 2.86)",130.0,-1.134231
633,"(6e-06, 3.432)","(0.000115, 2.86)",140.0,-1.17
634,"(6e-06, 3.432)","(0.00012, 2.86)",150.0,-1.205769
635,"(6e-06, 3.432)","(0.000124, 2.86)",160.0,-1.241538
636,"(6e-06, 3.432)","(0.000129, 2.86)",170.0,-1.277308
637,"(6e-06, 3.432)","(0.000134, 2.86)",180.0,-1.305385
638,"(6e-06, 3.432)","(0.000139, 2.86)",190.0,-1.341154
639,"(6e-06, 3.432)","(0.000144, 2.86)",200.0,-1.369231
640,"(1.5e-05, 3.432)","(0.000101, 2.86)",10.0,1.010267
641,"(1.5e-05, 3.432)","(0.0001, 2.86)",20.0,1.021008
642,"(1.5e-05, 3.432)","(9.9e-05, 2.86)",30.0,1.032244
643,"(1.5e-05, 3.432)","(9.8e-05, 2.86)",40.0,1.044
644,"(1.5e-05, 3.432)","(9.6e-05, 2.86)",50.0,1.065164
645,"(1.5e-05, 3.432)","(9.5e-05, 2.86)",60.0,1.087647
646,"(1.5e-05, 3.432)","(9.5e-05, 2.86)",70.0,1.101752
647,"(1.5e-05, 3.432)","(9.7e-05, 2.86)",80.0,1.096752
648,"(1.5e-05, 3.432)","(9.9e-05, 2.86)",90.0,1.054174
649,"(1.5e-05, 3.432)","(0.000101, 2.86)",100.0,1.005556
650,"(1.5e-05, 3.432)","(0.000104, 2.86)",110.0,0.960267
651,"(1.5e-05, 3.432)","(0.000108, 2.86)",120.0,-1.075038
652,"(1.5e-05, 3.432)","(0.000111, 2.86)",130.0,-1.110113
653,"(1.5e-05, 3.432)","(0.000115, 2.86)",140.0,-1.145188
654,"(1.5e-05, 3.432)","(0.00012, 2.86)",150.0,-1.180263
655,"(1.5e-05, 3.432)","(0.000124, 2.86)",160.0,-1.215338
656,"(1.5e-05, 3.432)","(0.000129, 2.86)",170.0,-1.250414
657,"(1.5e-05, 3.432)","(0.000134, 2.86)",180.0,-1.27797
658,"(1.5e-05, 3.432)","(0.000139, 2.86)",190.0,-1.313045
659,"(1.5e-05, 3.432)","(0.000144, 2.86)",200.0,-1.340602
660,"(5.7e-05, 3.432)","(0.000101, 2.86)",10.0,1.055403
661,"(5.7e-05, 3.432)","(0.0001, 2.86)",20.0,1.110567
662,"(5.7e-05, 3.432)","(9.9e-05, 2.86)",30.0,1.15537
663,"(5.7e-05, 3.432)","(9.8e-05, 2.86)",40.0,1.195385
664,"(5.7e-05, 3.432)","(9.6e-05, 2.86)",50.0,1.219094
665,"(5.7e-05, 3.432)","(9.5e-05, 2.86)",60.0,1.234
666,"(5.7e-05, 3.432)","(9.5e-05, 2.86)",70.0,1.249553
667,"(5.7e-05, 3.432)","(9.7e-05, 2.86)",80.0,1.255082
668,"(5.7e-05, 3.432)","(9.9e-05, 2.86)",90.0,1.260785
669,"(5.7e-05, 3.432)","(0.000101, 2.86)",100.0,1.203968
670,"(5.7e-05, 3.432)","(0.000104, 2.86)",110.0,1.151107
671,"(5.7e-05, 3.432)","(0.000108, 2.86)",120.0,1.11037
672,"(5.7e-05, 3.432)","(0.000111, 2.86)",130.0,1.071691
673,"(5.7e-05, 3.432)","(0.000115, 2.86)",140.0,1.034895
674,"(5.7e-05, 3.432)","(0.00012, 2.86)",150.0,0.99983
675,"(5.7e-05, 3.432)","(0.000124, 2.86)",160.0,0.966358
676,"(5.7e-05, 3.432)","(0.000129, 2.86)",170.0,0.934355
677,"(5.7e-05, 3.432)","(0.000134, 2.86)",180.0,-0.09
678,"(5.7e-05, 3.432)","(0.000139, 2.86)",190.0,-1.120316
679,"(5.7e-05, 3.432)","(0.000144, 2.86)",200.0,-1.144304
680,"(9.8e-05, 2.86)","(0.000106, 4.356)",10.0,1.032037
681,"(9.8e-05, 2.86)","(0.000113, 4.356)",20.0,1.061038
682,"(9.8e-05, 2.86)","(0.000121, 4.356)",30.0,1.079972
683,"(9.8e-05, 2.86)","(0.000128, 4.356)",40.0,1.093636
684,"(9.8e-05, 2.86)","(0.000135, 4.356)",50.0,1.101437
685,"(9.8e-05, 2.86)","(0.000141, 4.356)",60.0,1.096437
686,"(9.8e-05, 2.86)","(0.000148, 4.356)",70.0,1.085
687,"(9.8e-05, 2.86)","(0.000155, 4.356)",80.0,1.067345
688,"(9.8e-05, 2.86)","(0.00016, 4.356)",90.0,1.056124
689,"(9.8e-05, 2.86)","(0.000165, 4.356)",100.0,1.032873
690,"(9.8e-05, 2.86)","(0.000168, 4.356)",110.0,1.021923
691,"(9.8e-05, 2.86)","(0.000169, 4.356)",120.0,0.999459
692,"(9.8e-05, 2.86)","(0.000168, 4.356)",130.0,0.988763
693,"(9.8e-05, 2.86)","(0.000163, 4.356)",140.0,0.978128
694,"(9.8e-05, 2.86)","(0.000156, 4.356)",150.0,0.967553
695,"(9.8e-05, 2.86)","(0.000142, 4.356)",160.0,0.957037
696,"(9.8e-05, 2.86)","(0.000129, 4.356)",170.0,0.957553
697,"(9.8e-05, 2.86)","(0.000113, 4.356)",180.0,0.947037
698,"(9.8e-05, 2.86)","(9.3e-05, 4.356)",190.0,0.942037
699,"(9.8e-05, 2.86)","(7.5e-05, 4.356)",200.0,0.942553
700,"(0.00012, 2.86)","(0.000106, 4.356)",10.0,1.050556
701,"(0.00012, 2.86)","(0.000113, 4.356)",20.0,1.09582
702,"(0.00012, 2.86)","(0.000121, 4.356)",30.0,1.127077
703,"(0.00012, 2.86)","(0.000128, 4.356)",40.0,1.154157
704,"(0.00012, 2.86)","(0.000135, 4.356)",50.0,1.1625
705,"(0.00012, 2.86)","(0.000141, 4.356)",60.0,1.164286
706,"(0.00012, 2.86)","(0.000148, 4.356)",70.0,1.1525
707,"(0.00012, 2.86)","(0.000155, 4.356)",80.0,1.134157
708,"(0.00012, 2.86)","(0.00016, 4.356)",90.0,1.116111
709,"(0.00012, 2.86)","(0.000165, 4.356)",100.0,1.098352
710,"(0.00012, 2.86)","(0.000168, 4.356)",110.0,1.08087
711,"(0.00012, 2.86)","(0.000169, 4.356)",120.0,1.063656
712,"(0.00012, 2.86)","(0.000168, 4.356)",130.0,1.052647
713,"(0.00012, 2.86)","(0.000163, 4.356)",140.0,1.041702
714,"(0.00012, 2.86)","(0.000156, 4.356)",150.0,1.03082
715,"(0.00012, 2.86)","(0.000142, 4.356)",160.0,1.02582
716,"(0.00012, 2.86)","(0.000129, 4.356)",170.0,1.015
717,"(0.00012, 2.86)","(0.000113, 4.356)",180.0,1.01582
718,"(0.00012, 2.86)","(9.3e-05, 4.356)",190.0,1.01082
719,"(0.00012, 2.86)","(7.5e-05, 4.356)",200.0,1.011702
720,"(0.000115, 2.86)","(0.000106, 4.356)",10.0,1.046282
721,"(0.000115, 2.86)","(0.000113, 4.356)",20.0,1.086257
722,"(0.000115, 2.86)","(0.000121, 4.356)",30.0,1.117597
723,"(0.000115, 2.86)","(0.000128, 4.356)",40.0,1.138192
724,"(0.000115, 2.86)","(0.000135, 4.356)",50.0,1.146429
725,"(0.000115, 2.86)","(0.000141, 4.356)",60.0,1.141429
726,"(0.000115, 2.86)","(0.000148, 4.356)",70.0,1.129773
727,"(0.000115, 2.86)","(0.000155, 4.356)",80.0,1.118192
728,"(0.000115, 2.86)","(0.00016, 4.356)",90.0,1.100251
729,"(0.000115, 2.86)","(0.000165, 4.356)",100.0,1.076374
730,"(0.000115, 2.86)","(0.000168, 4.356)",110.0,1.05913
731,"(0.000115, 2.86)","(0.000169, 4.356)",120.0,1.042151
732,"(0.000115, 2.86)","(0.000168, 4.356)",130.0,1.031257
733,"(0.000115, 2.86)","(0.000163, 4.356)",140.0,1.020426
734,"(0.000115, 2.86)","(0.000156, 4.356)",150.0,1.009656
735,"(0.000115, 2.86)","(0.000142, 4.356)",160.0,0.998947
736,"(0.000115, 2.86)","(0.000129, 4.356)",170.0,0.999656
737,"(0.000115, 2.86)","(0.000113, 4.356)",180.0,0.994656
738,"(0.000115, 2.86)","(9.3e-05, 4.356)",190.0,0.989656
739,"(0.000115, 2.86)","(7.5e-05, 4.356)",200.0,0.990426
740,"(0.000121, 4.356)","(8.3e-05, 6.16)",10.0,1.034301
741,"(0.000121, 4.356)","(7.8e-05, 6.16)",20.0,1.071818
742,"(0.000121, 4.356)","(7.1e-05, 6.16)",30.0,1.107642
743,"(0.000121, 4.356)","(6.3e-05, 6.16)",40.0,1.129758
744,"(0.000121, 4.356)","(5.3e-05, 6.16)",50.0,1.141667
745,"(0.000121, 4.356)","(4e-05, 6.16)",60.0,1.15408
